,organization,position,link,location,date_added,key,real_link,title,type,description,company
56,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUe3aSZt3oNPYa8y4eJ16dtowizXdx5F5tgAshs06TCUGjF6PEbB4hYVquVeMg_S2NyuftZtkJDtyHMZw2ry7z9siiFp5NAb5CGtTBWqv8vjkBvniXUA3yokHn_YrFYSx5KI2vCo4WXTgTAMiYtKTqOfg==,,2022-08-20,apply.workable.com,https://apply.workable.com/riverlane/?not_found=true,,,,
57,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUfXD00lwVBxdPh8UGuCUbnLt_elZV7vN8KsmOAFnKuCG52R9E_vzVAFMUQykqEBADyLC70c3ICeV0L8bxLfh7xnx1tc9pcvhjQvEbfhcZ4-YwPHjl9CI77xAyG3aQ3UGp-vJl7GYw2-VvMJipm66e4Bw==,,2022-08-20,apply.workable.com,https://apply.workable.com/riverlane/?not_found=true,,,,
58,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPQdZKGG596ReLX2veJRQzZMubuC-Jko-Ly1lmDvSIDqP_uSiV2qWwUjFIZn_uTfqhsiMplYw-F4fvouV1GlS7wE70T6JauqmUjnNkpPxcm1xg-pgiuUziYMH8dvzDbNBjGoUcYlced6YFLerNiBFHMGg==,,2022-08-19,apply.workable.com,https://apply.workable.com/coldquanta/?not_found=true,,,,
59,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSGAfXs8uiWypWFihnLFSLED9gUtKOiH-IaWAdAK1mqJ0oebu05_LtII7eESWgZlm4E0XRwgGjEd6aFqcbDavUXIWgxyIPN-kALXxwvgJMbBmolCVuTY07WxqZx5Pi2bZqtwgtMR5rA4c9b6Axz7lELiQ==,,2022-08-19,careers.microsoft.com,https://careers.microsoft.com/us/en/job/1443754/,,,,Microsoft
60,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSfmWbcBcrsuusbuWIEwTKNc8V724JywuycFrvAakiuBNW5YMu1wiX2HpVI6hlIlP0F9a_Reo8h4egQIvyGNV1inU_K3XFcoXAD-MZWSikzdymv1GEmqPMC9SD0kzcyCeXNyeiID-Fm541JLnfAjHyIiA==,,2022-08-19,www.northropgrumman.com,https://www.northropgrumman.com/jobs/?category=Engineering&fof=1,Job Search,,,Northrop_Grumman
61,Qrypt,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTv4BwnGImOMfbqbr94IGw7g5JXe6Bfv97_k39qJvA0kkotmPv8-CNabT8dpu_QkvCwXxvTNp9xWx0mn_SiJPfBAB9OK61HB9ebGCKlVUfd06FjvftdzLapF9GghsqX2dLf6i_lAH4vK3O8jspyHzJJmw==,,2022-08-19,qrypt.applytojob.com,https://qrypt.applytojob.com/apply/gGGumKpejI/Senior-Marketing-Specialist?source=INDE,,,,Qrypt
62,Quantinuum,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTypK0lFCSrd8l4JQShm_ijEapvKPX9RpaRz1oOxCLGOXWun6Uywwnkva72cO1cP4d34K_TKJtXtrATJL0bA0aqREFxBtKfeTt4i2VUYPmuaEGMmMQmLzZYZSoHGnG0a1mnwsUaWFIswcj3hjBo0cO-1g==,,2022-08-19,jobs.eu.lever.co,https://jobs.eu.lever.co/cambridgequantum/81c06cae-c07d-40a5-b06f-f473791e83f2,,,,Lever
63,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUidwSryi0TAw7IFmZrcmulyErhtsa0tDoUBDnL0fFzAah_21lf-QYOk2u3EfxRelhts_og8Tqofb5VfuPZVRr9D_pyk-_zT_QQgOXHplOrCysc64dw1q3Jvt9F2lBNnD7mkldP1qBYL4yk23j3Mbp4sQ==,,2022-08-18,apply.workable.com,https://apply.workable.com/riverlane/j/4E65E28FFB/,,,,
64,Bluefors,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO4OOTvzEZ_KXfn-67igSlmtiU6qBDRih6zwbNZiPa8BP1flNLDmpKgW-oMBzLIdRPOrJ9MFYCXhCx_zca_a0yWYSFelIwhjXxX3MYRO88-2aynmmfglX7R49mPOFylntXNe5yEJvdLAPAoUTpmj_uScg==,,2022-08-17,www.jobly.fi,https://www.jobly.fi/tyopaikka/site-planning-engineer-1287391,,,,
65,Quantinuum,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTxcu7Jfjj-UOOxLIs0uAH7CzhTU4DTLjVEayqU3fggPQnyZPQDBwTymDJBZB8N3W88Z6dR7gyCsRQ1R_d5MU_YrVgNJ8WgOaEO95s7QjjERYMgbJ35u8NoST66gA28Y_9pvasADVdfsvka_A2vPrbl3w==,,2022-08-16,jobs.eu.lever.co,https://jobs.eu.lever.co/cambridgequantum/c2f7f764-8149-48ba-936d-17e901ee4c81,,,,Lever
66,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUCe3SOszel7_JrPqgpcIuj9nt1-JxnIHdPhu1bDVsHXAaDKQYAHOgaQkW8cZSv3JRPBd82CrqCvByunOEVfGR5U4w4heGUtaL1MTjAx6vQVnMbGSMXAatHtR3O9QmV_sDNv7yhegse9OWS-7NeQVI6Xw==,,2022-08-16,www.quantum-machines.co,https://www.quantum-machines.co/careers/?coref=1.11.pA6_99E,,,,
67,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVxloIZgd7d0DevS0IGw1oYyCOWlXQN2ChJATZw5s4dy8xVMEBgeU81kFL-XikPhin4YGrZXN457djnHNcCeq-8bSDRPBwU8EFw_O06Pb2mfhzybEVbM_VfovfZQqYnqlOklOVgeMORLwd3Xsr8hCIAfg==,,2022-08-16,xanadu.applytojob.com,https://xanadu.applytojob.com/apply/AKAXRxo49Q/Software-Developer-Cloud,,,,Xanadu
68,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT_mynhS9Idwgq4danp4XZjltLKApCNY9KSxnfyE7VDhYbrpU3BkfangNrPMleYWjh_bmpbt0I1MXHWcpDZ4STEXEGZqXNJoXhnW0rWldCQrkzkxwwgMJnmNsr64CB3oqHcGXDLJzO1i7nZkQ3m2MLiZQ==,,2022-08-15,www.quantum-machines.co,https://www.quantum-machines.co/careers/?coref=1.11.pA6_992,,,,
69,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUAJ-jAyW4ZT91LIMl5TMz1N3o-rCqaL9ooU66YMHu7LZ1AoLH6Hv_Ys9Rctq7DQbK8KQFXdQRXYMXnshuXRfuKqEpPtKe4fq_xpBVtxIsTBeiXYrzbWp3qHTHkSje6mR31btNHnVze_Y9jgiWpmTOuDw==,,2022-08-15,www.quantum-machines.co,https://www.quantum-machines.co/careers/job-position/AE.13D/international-sales-manager/,,,,
70,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUDrYJ2m3j9uatJMOec1bKy8Ngrc4U3FB7GEUQlOhdc3rkKwFlDM4cl2KyMKrbB2lpEa4_pjgvXRjsFOfu060-7dWLDBGo9WrCEufjt9nxmEcqKTp-W9VFn6PyHqiUMnXuhtTLkshxYuZc9v0cpHmq0tA==,,2022-08-15,www.quantum-machines.co,https://www.quantum-machines.co/careers/?coref=1.11.pA6_99C,,,,
71,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUEignLVgS7U0C4i2WzzNHCdsqVfnLizJLeMNeCq6RzDhqd0K_193c8YRDu66CHw0lNXj5hgA2VTExN6O1sPgvksDcoc7o_yyeoQwpYHBVwsgZRlsyD9zSsiqMkPUyZW-n3EhjaPW-hDf4owuJ0OxLqvw==,,2022-08-15,www.quantum-machines.co,https://www.quantum-machines.co/careers/?coref=1.11.pC6_99D,,,,
72,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPJpHDmt-AKrG-HQb5XbbcuNE5TPrskuqbTO27r7e0icMsGGn3fhwe3p_lQ5fyl9_nurZbaZRWJKudFrn6TCy5FCxSqNleZCYpzEROhjgUG7RKOku0Xxu5bQuVJxmfhm9uznefISWMYL-wJsLXCAbK0SA==,,2022-08-14,apply.workable.com,https://apply.workable.com/coldquanta/?not_found=true,,,,
73,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUkv1S9yMwdePrDa_iQHYT22S41i7BfaWUYlX80jL5XKbBpavhXQ-_7ABYhWb_KGC6dVMn4wHV2vscPLICxXO9qOyOlqVtG-R3rbgHwg-U1j9gd1yj8gCY630y5CGWpxn6KnyIBZSwHVO5YLMnSDxVo-A==,,2022-08-13,www.sandboxaq.com,https://www.sandboxaq.com/careers-list?gh_jid=4598775004&gh_src=e026bada4us,,,,
74,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPN-UBbP5Y-vIA-iX19BnYFaZoifWsJkwDWXFSIiBHTqQh5Cc64_8o-I1X2ylwVbYlj5oACljZkahbkoZqtPSJHuzjFxMhMiNpZbLq9tQ-mZSK5ljYG0SGfnukCq0BUh2qN2PKJSaW3b8NexZ9Uyk5_ZQ==,,2022-08-12,apply.workable.com,https://apply.workable.com/coldquanta/j/55A0501331/,,,,
75,FormFactor,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPm7JPayqisdx8qbJwvbbBWLezPO3yN6_l-cLjtJXbNnQFD2FuX6fl3ixLBHMkX6WCXG4AsnSzutID1skP1nVAxm_5kVHcibRFA2X4pVlWVj94-AC3ghdBAC7Lm4vTK9qoZtc_y5dAj81fdqUMu1RqcXA==,,2022-08-12,www.formfactor.com,https://www.formfactor.com/company/careers/career-opportunities-us-asia/?gnk=job&gni=8a7887a8821e19b301826f36b1c10a2f&gns=Indeed+Free,,,,
76,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSHrDhTzsqgfCaTvzP55Z4eGr6RxvIr3NCzVcPdAMKLXGroHn1Nkb4cWbZ2Z5GROy38Gt9-vtBKdKCiHDKXAVPl6s8K_FTFzOdSHU7dTAT3DwA3yyBM4D75cYUUS-AwSJ8wtBie_OuO4ATWVMlPmF8i5Q==,,2022-08-12,careers.microsoft.com,https://careers.microsoft.com/us/en/job/1440342/,,,,Microsoft
77,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSIEo30dU_0rSzhKsAimL3ts1YOduVc4QLjQPHxmncLq0MWGUUcW8wGJOhqieHo5vhDi0nbu1K2kcCwviYwQdl210faGdKB4DhnNSytJrkBR9g-LPHCdbs_JmMSD1ufVcP-sZF510e7P7hKv0MKZtcH9g==,,2022-08-12,careers.microsoft.com,https://careers.microsoft.com/us/en/job/1440344/,,,,Microsoft
78,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTAPNcliRfOVYASGyNzSMqnrPoylqHDddc-R31hqjAh7PmjszOmf-cXgHLLDQj1maV4wm_rrAp7ZL-yjQdnZ-dcZeMtaH13zq0v-hfIpevLFuTrcjRMHvWOXlv9DcofZxwaefSAx9a_hlKebtQ2x2BhjA==,,2022-08-12,apply.workable.com,https://apply.workable.com/pasqal/?not_found=true,,,,
79,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUoG-BFvuLRcHEJG0vflcR8AQN11EsvJbNXtrMeJ6YR4AD83QCv5PYhjrpwg9em4aKZWzQ2nJ2SS4DpYCxjWgN7ilpZ0Pc_ZA_NFlEoToc5_v4JvEfApigsYfuEJ8IufNRObYC7ua3cPLCJqhfPJ43uWQ==,,2022-08-12,www.sandboxaq.com,https://www.sandboxaq.com/careers-list?gh_jid=4623857004&gh_src=acf25c734us,,,,
80,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOlWvL5WykAcKGt2SzpTGsG9F-YdxQJIqcNcexbwPTQeIxDZRJfSDb5vxww5Ht-UPwnuujow-0O0ko840OwIQ9sevdaaFWor7j6ifbg737N6x5ERoY5pqCz3WG0YvN-E85vWrTCr_hBgvnP6FpmU7_xFA==,,2022-08-09,www.amazon.jobs,https://www.amazon.jobs/en/jobs/2186251/software-dev-engineer-iii-amazon-braket?mode=job&iis=Job+Posting&iisn=Indeed+(Free+Posting)&utm_source=indeed.com&utm_campaign=all_amazon&utm_medium=job_aggregator&utm_content=organic&dclid=CLasoJuBu_kCFUO3nwodlhsINA,,,,
81,ATOM Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXOwLXqVk3akY8HnjxEqh33fAlPYHe35XOMjNrdpYXb2Aa9Fl2PzzkLqMuaaTkYHvcx1utkEH10-M751UwsQQOy4BOHtMwxWPvBh5ypOTCmUd2n2mEbStvB_PeYbtRrNn6RbKeGbebceTSEImZxMQQn9rQ==,,2022-08-09,jobs.lever.co,https://jobs.lever.co/atomcomputing/b3d042e1-d2eb-4856-843c-3aef003c95b6,,,,Lever
82,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRPdk4tuXq-YQRh8fUiXaXFNuxWOhDU2bUuJiQ4dnE_Pp1Mt2E6N7OOexRNEaHGzz_eNuQG189Gv1VYV9iT5pi36o9oa_tLyT26ONV2wqZV2ewW9QXGGu1ybgVo9Euf1XyuNaYFA8X5a6jqX0P2cHEGig==,,2022-08-09,ionq.com,https://ionq.com/,,,,Ionq
83,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRj_GU4MzEDDbvYC9hFKoI6G_trIEOn5FKjHw2ag8hpv73RD--veHj4bwjA_ru9oGtPbXhBFKjBCNjH5o5ILFuJVmzsKqxG0i5f8pDyYEqdD9FxXBftJcD4Hk-QVDgYh0aBTp7QVvxTfClpN5NMRZPkTQ==,,2022-08-09,ionq.com,https://ionq.com/,,,,Ionq
84,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSJVauS1fWY9FkZRGqWsx5jSWnM9Qb8PHfQqiD1-_e4dsHMRGGvvec8HNP3coeG8_Y4eBhcDTWsgBfNcFkYm_IaUU2rRpeQpFNvtsveySYp9GEtBdW337y_X69Vt0HujdCmMre6A74-S1aKuVmto0hHDA==,,2022-08-09,careers.microsoft.com,https://careers.microsoft.com/us/en/job/1433714/,,,,Microsoft
85,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUdKx5O_ZIJuS3xpcDO8bb8iEaZww2vROcEhHikD_gkPI9DqJE04puO4cnZxk-q0h4LI7azcS_uOqhWEdZrigHyaCOzAN0piQYmy4RtuFeTUQn_pKDljJ8W3wihL9JWh9jYsRkgBQIiZCnVOoSsU8VEpg==,,2022-08-09,apply.workable.com,https://apply.workable.com/riverlane/?not_found=true,,,,
86,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUgk6NogqGKIH61NaxxKOKUC6JlxvEAL8NPkULE0kc74dwV2QwlWounofuWSWTDxAsfijprLob4wtGnXaRPxtgJoXHjCRuGvn6m0Kw9K3vv-E72b3nF5Q_iHyECtyWN16vpyOxLoE8DMVpMFanuC1hM0w==,,2022-08-09,apply.workable.com,https://apply.workable.com/riverlane/?not_found=true,,,,
87,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVsqIvuRjuLPFYgaOxEY0RNyNDAV8mrz3A2DKSTM_45lOdV7joBwpoqO12Bp3rcwUOVUV7qUxiatTAwPZFs-UbS7Hc_K8mNVnmqyOVotsZfIGRkcUDDjAOJzdlykbf9NhHyfFYndYIPd1ZlpN5qOIiNug==,,2022-08-08,xanadu.applytojob.com,https://xanadu.applytojob.com/apply/KS2AMX4wyN,,,,Xanadu
88,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVuIe4bl_y7PK9zSeyPeODcdXVmO0-FFosYcbTyc0vaZiRtulKufkIshFMud6p6kYAPpGe4M59_b5HZfSE_8EE16wbHq3Ryp_L36ZOjMh8jhO7FDnyUYRtmM4Ok0hwHhiCjdy6zE0Kp75NyPI9USgIvqQ==,,2022-08-08,xanadu.applytojob.com,https://xanadu.applytojob.com/apply/kazbxP1LFq,,,,Xanadu
89,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPTetkDObs2TlwJafEKbfquK2Pdm1sHuVdHKmRIqK8WRc7oOCs7xownPNG0FfbS7AKFRaeIYG6kzkOR1YBdQ83Rwnpmws5mxuDE1d4vrmHgfhgel2TDS-crSk7vfeZLXY56QHVG5mz0csQG9TO7-EofkA==,,2022-08-07,apply.workable.com,https://apply.workable.com/coldquanta/?not_found=true,,,,
90,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRJ46Es8vvMDCCqqVGzpsskZQ5mONPzp7NpKxATSWJNtiVT2-tvlWeRca9lVuO1tGcm10uEMyCAVocIr6ZxpGPwycnfs863b_UpPcrK5UU-M0zg8VhJhW9FR7O0XlhuH12XHBqUPQmRzGIbiG8LhVIlzA==,,2022-08-07,ionq.com,https://ionq.com/,,,,Ionq
91,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPOEG2dgakUPw5iNJPtqNTE447BrvOxroVKPczq7CHJmB1rKF0P5LtBY0rpjeyZkZj5CSFWsOlTRJfsnflF9oXkZqnKCc9LKgN7ExV8Qy2zLWewKOsFd7-p3VL4EyXoi4px6obLUKPtISHdDzinVB4zAg==,,2022-08-06,apply.workable.com,https://apply.workable.com/coldquanta/j/8A9F996B06/,,,,
92,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUfsni2MUHREkIe8cIZk3z2RE7m3yWJlJvGUgeHIeowu2eYyE4eCi0iptGF8fA0D6DRHQiQ0TK8_YIgdFjEt3z9MlYSAPq9ZRLr1Bk1XohFFhTHQwaYIwq5h5ibfN4KRVxbber0sUQGYA9F2pRKVHTD8A==,,2022-08-06,apply.workable.com,https://apply.workable.com/riverlane/?not_found=true,,,,
93,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTDz96wXHx_EMuWaEAXgiBMRsSVbfZwtygitiCiNKPsj1aShkOXYAbvRfHFfEvuO3NiHWjuS6FxpHcYE17i9RNAkdANuprd22Ocvj-I3SOnxeHf-89kcFrc4gdGTj7ENxZqK4HfpeScL7a9Od3hePeyLw==,,2022-08-05,www.careerbeacon.com,https://www.careerbeacon.com/en/job-1/34922/pasqal/quantum-algorithms-scientist/sherbrooke-qc,,,,
94,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQe2maS_dD3HCFKYSDyOlPwMy7T_su1JP1-iglZjRfc7Th6R-BEuVsxP_7u3kdFCBYm2aqJGlgYI7q5SIYG2zXxG3oCws1V-A3eA7617QqKbs-hi651besWV6m_kI41I5QDA4h6pofGaOE-TYZFZRTXog==,,2022-08-04,careers.honeywell.com,https://careers.honeywell.com/us/en/job/HONEUSREQ377957EXTERNALENUS,,,,Quantinuum
95,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTCAIlYU9UUBl8AS9UiVtpQuz7XVDXT7YHBtaSPXlx7LeqmxzXiiB2zsVCx2KQLQ5yEkEmKL4wF6cm-Cgnz8Y2km8aEha_Uyxzyse9PKRTz0GE0VV0MeGCg-o4fMV3i9QuvcL6TIzHijhrgHACOPkLeIQ==,,2022-08-02,pasqal.io,https://pasqal.io/jobs/purchasing-officer/,,,,Pasqal
96,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTJWYCvt_CxiCbL__4MMlsrYLFzyWzMGLl4Rv9eVyC-MmnsKcukF068p3L2g8vSdwYzMcAGorqKAJlwTFE6SF7pUFlMllfmx3KbKqMgr8hoO93b2VRgtQdYFwpsrWuWTgmuAbfCR_7FwKwiij_DONX4qg==,,2022-08-02,pasqal.io,https://pasqal.io/jobs/talent-acquisition-lead/,,,,Pasqal
97,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVzM1H4zscJeU5CkIEVXZnzOK--lOZp0dpZMy_19xPBZzVdV8W--Jy6ik6yO1ED2fjimizzIuQLHpiQ8LG-_r-ZLfqcJeA5ALQ4s2NOgpMFHPGcYC5VyMaV66hS3fR2X_UpV3mUMTMOfTSUi4LSiRzyUA==,,2022-08-02,zapata.bamboohr.com,https://zapata.bamboohr.com/jobs/view.php?id=191,,,,Bamboo
98,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPU8a_dX8fOxvdCrthC8cJspPkR-4S9g2qA29yGfjLwj-0bj93Y2j-TRzc-HYRrID7TZV1rFGDmKDTy8ZBYwVdciHu9Yyvtk3nlgCS6yWzxrZRBLX006caYz9kp2VmDUWKJcKs1s7jlth8nX8F5mIhZDA==,,2022-08-01,www.glassdoor.com,"https://www.glassdoor.com/job-listing/senior-mechanical-engineer-coldquanta-JV_IC1148112_KO0,26_KE27,37.htm?jl=1008038828401",,,,
99,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjYXShnNTXxG4g4Zvmc2MlLieTGeowUO4fA0wNNEc6LB8CelMNggZo0cz2eL9-2bzTDSPHODt7cNGifzoMrucq3J47th9f4XoyyXd4mgxMhkYBMw1Ew92jGAnBLusBJcFuxzWlNw-WtS8QRpAXiX7dJvFn6Q==,,2022-07-30,www.northropgrumman.com,https://www.northropgrumman.com/jobs/?category=Research%20and%20Sciences&fof=1,Job Search,,,Northrop_Grumman
100,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVz_y3tyCe92IxbWVO7GvDJR7ON6u5Us_fM4C8reIQHOmvTriu3gqTRC0S2cnZboTPF68Zmr-H8cNeGGEwY7E64eH9sshvZl0FRO1l1CUls7z-AClHh_cfOKEVZZ3jmBreBfnBIK0i1p813xKKDqqUvJQ==,,2022-07-29,zapata.bamboohr.com,https://zapata.bamboohr.com/jobs/view.php?id=192,,,,Bamboo
101,Frequency Electronics,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPnGmj6Wn3aa0aW-oLKtJtKr3Ffgcl-JZ4e0MA3tgTtJJ87XTFpFQw5l8HejDTyRHcpbWM_M73LidlKKND-2AtzK_3j_ATwWFeqDFh4h_0zJ8_T3TQkApSXYFgFKi06c89qvxMLnwM1tR5yNBBJ1Rc9xw==,,2022-07-26,fei.breezy.hr,https://fei.breezy.hr/p/877bd4b61cf9-rf-technician,,,,
102,Photodigm,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTKX2ioZRYab4i388Y9ac5lXQ3gFfDVZ0hCbscH14mjXwkCX_-VMaYP3CqRZtFpl8Lqsyk_N_4ZuiuQGTRXC-uIE2Laf-tbP8ljxdyQ97zpvNdJyJLaRqR1V88SiQ2WMbqPWXPq899c7pDxv-tmP6mmsw==,,2022-07-26,cdn2.hubspot.net,https://cdn2.hubspot.net/hubfs/28325/Engineering_Job_Description_rev0.pdf,,,,
103,NVIDIA,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSqkluTL_qg7YAq4LFJAB-re1ds-NWw_ksFB-BloNcxia7KDTTYjH1QOmksBTAH7zKvXjLF3LAQbGDFSHr_fe5C0TcTQBpmagNsaW4dvcM-txGESs3C9W8ruiIktSrWrhs7MHsUp4CMa4lrqovk-R2E2g==,,2022-07-23,nvidia.wd5.myworkdayjobs.com,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-NY-New-York/Product-Manager--Quantum-Computing_JR1953141,,,,Nvidia
104,Qblox,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTgiGaTikcdDiAFM5SPWRCfiLQycTSgsf3uSDCpIln-3klAjRMT_HZR2R4WA8fEt60r4GbclW8PYdO5xAvjYxlnDrX02ubFwgvCMY-A3UW1u-rL54KNQ9eHdiRcpPIKX5HQ1CMN7fu8baCymjxi4J8KhA==,,2022-07-23,nvidia.wd5.myworkdayjobs.com,https://nvidia.wd5.myworkdayjobs.com/fr-FR/NVIDIAExternalCareerSite/job/US-NY-New-York/Product-Manager--Quantum-Computing_JR1953141,,,,Nvidia
105,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjYXObAsMd7RpeE9t5NFWXvD81YWplLMw-JfNAzjln4JiXo0fuDtUqZibcISNguD-gC5nvWTUqHO7mjxbh3whV3hv5QwED0qORR3SSRkiQNLgC2hT6ZCC_QIhXJC9mzXv144BoaVJWaHvDWkPA0ukB_pqoZw==,,2022-07-21,www.amazon.jobs,https://www.amazon.jobs/en/jobs/2160389/,,,,
106,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXP6fJ21dTRQV6hStNw1XZz2Jueu2TEW-9tR5wrIRW9MC1E9i8sen7DJxPyag1iNl1qup_GS9XQBCzZpuC8pVkrHK598pN5XRdg-Bk-pAKIR7Kgo8NX6S-2fX14xrTvAzG07DmKq-HhqmLqDyH3ILmFCYA==,,2022-07-20,careers.google.com,https://careers.google.com/jobs/results/89653970508620486/,,,,
107,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSbA6T62FvaCmVTzP64xiHCq1x3mdn3LxQTnOq-vdehuMYyc5qFYXOsNnzAnA7iPMWKR_X73NsngFi-ESybD81L30nOs8RvrBh53cWDHoQr5NbeRnwXXYqdQdI9Drfv7RT6LLFNxkUfSu8Awc31oim40A==,,2022-07-16,www.northropgrumman.com,https://www.northropgrumman.com/jobs/?category=Research%20and%20Sciences&fof=1,Job Search,,,Northrop_Grumman
108,Q-CTRL Federal,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTaISrYrKv5v_hLxtVMgFXW4-nX2wBi3ehrjBZdK5Gytt9Wr-rkydmtY2lkTKMKPC_aiDjnH3AwdKGegWcKY43vYYS891ShZ1J97k0dyy_Pr8xZxR9amcUKTWpnVXUn3zhI2KH8mmEjaxp9fDKUFVGuFQ==,,2022-07-16,jobs.lever.co,https://jobs.lever.co/q-ctrl/6deeaf85-1c49-41b5-98f9-9febe6b874be,,,,Lever
109,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVqRa1oPrjil9Ydax7uE4ceztR6t67UFOzEpQSHgjgUW4PFqNZpBEw0Chh4x6WBk2wnTLb2HE49rEsjZApjBE_7Q69vAE3tu_zRtRf58Z9RPvkQA0cD3BiFHwfimI3Ka7-SZ-whPbt8uBXN_BiYpMp6KQ==,,2022-07-14,xanadu.applytojob.com,https://xanadu.applytojob.com/apply/fHl6pktmtq/Infrastructure-Engineer-Cloud,,,,Xanadu
110,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTEQGBi-rVbFIv0BbtuiOyjzNa6D8s5jlXZB9FfgWNwFhoJuwsv7eufwK1oCQyIs-JnMH-05iv3eOLh_9C94DsH7GFaJIfS3QtDLBHEsJ0Vftfa3X7JesvyIdDhGkNSVlMja62Vc_4Oi1rxU7SUh_sL0w==,,2022-07-12,pasqal.io,https://pasqal.io/jobs/quantum-engineer/,,,,Pasqal
111,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVvi1xjOiRFbBo72LGRfaKWHvwVgzCqNlUA0bc0LSR5bBUxGcRj-p2Do6Pt8ckzPwGXci3fF6hkhjPW0iLdcGBsl2scVqbmYfm1Rw6jB0Cntfwm5RGgewF0jlpJx6ufG9LDiMrRiWXxqnCRkKFg0R4UKA==,,2022-07-12,xanadu.applytojob.com,https://xanadu.applytojob.com/apply/Bsjbu86BPu/Quantum-Optics-Research-Software-Developer,,,,Xanadu
112,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjYXV4DNkaryus6p4ilkdJaF-ictqV8Iv6n9AgoTuCtBvujyoF_hIE9x_4uVjPj5W6QuwoSzLnZjT75zSuuBvzJyRVjI6u8sejThYM5Nx51xt1EFZBwnkpf9zC7NRpOhSgia5a50p5DwogRKPOvnfSMsWVfw==,,2022-07-12,zapata.bamboohr.com,https://zapata.bamboohr.com/jobs/view.php?id=147,,,,Bamboo
