,category,organization,position,link,file
152,corporate,Amazon,Research Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABilMEHL0T7HjNg97pxCg5qghGbCQi0gCMSCoBYM2x3Aa6ZkGtKxzX3m6jnPhis7Ul8DfXbnujEbRd5J0Pe6-CC10lpphDslTCz3qltlQbX7CJc_sDJrKLbtGc-N3eSe0ykW8QyuM3j97Jy6zSXfPThpp_iLw==,jobs/corporate/153.html
153,corporate,Amazon,Research Scientist - Quantum Algorithms,https://jobs.quantumapalooza.com/u/BgAAAAABilMEH0Ll6EbDnoZ_WdZRkCkpOzl7eixQ1H1MwU3rrA7jkB6EaYfko2dvqldd2nFKF8Yh6N1JMOGm1sMbwzKyJ7n-HKrn3RUreoXHBdfCiauDCp4o-G6aQCdqBxCyqDaJn47amLGXxC2u21ZMnXjEb7-RnMw==,jobs/corporate/154.html
154,corporate,Amazon,Senior Applied Scientist - Amazon Braket,https://jobs.quantumapalooza.com/u/BgAAAAABilMEHO_5tfg9kdOKd1OgvIN1Md7dgecOnC8TF-ki0S-wT-GdLaHfIbPFxVE3oCpdEOXLdPXTHoEZpSBcofQbR6qyqP0wl_IRUB5jBHFlW8rSXRbKjCPvdn3IXvDqlY8oIqPt-ZKriv1L9sb-XEHvRTKXW6Q==,jobs/corporate/155.html
155,corporate,Amazon,"Senior Applied Scientist, Application Development",https://jobs.quantumapalooza.com/u/BgAAAAABilMEHA7KdK3VqXVShCkfzsDORPxfefsRUjvHdwxw1Nmw12pkrEqjOkNX2-3vo9STr6bur5TZBDTZfMw_m7Dd21Eb7DiW2ykVyn3pQkcrKIpe6Xn_rZ_DvrcJYZi3T3gD972r76qxy4uTxLXK1XqHI72gmBg==,jobs/corporate/156.html
156,corporate,Amazon,"Senior Applied Scientist, Application Development",https://jobs.quantumapalooza.com/u/BgAAAAABilMEI5PfiXlMZQJYiuKHD-twDDP4qRwJI3mvOa2324Xy21IzP28gvhl3JqP_WfGAphQgYizbdZEkB6iiDaqf_w_FXSJxVTYnAk5d4VnLecoj1wzvDWvW7J8Z3MbDQ6X5lpwGlxoFC_Lbcj9goHdMm2Eyn2g==,jobs/corporate/157.html
157,corporate,Amazon,Senior Front-End Developer,https://jobs.quantumapalooza.com/u/BgAAAAABilMEIJiS-S6tAIkUsf-aeEQbrIBRlh5m9vidl4lScD36Q0iqUuqpCUkvNzT1FgUe4h6JTUB1q4JLUyk8Bn1zQk0vI5zlz__iSlLvSASLYoaQPg5P6lReXdgNO33TnZMqAK397P9txTL5nx7jucMCCC68pbA==,jobs/corporate/158.html
158,corporate,Amazon,Senior Front-End Developer,https://jobs.quantumapalooza.com/u/BgAAAAABilMEIJH5MzIeaEZyg2eJyUosFMQxSevMtAPk77D-QqDV7U_QTLIV-fOdCYD1XEPnc82WgO4-u8mKZULeDYj_F04QziNVYdS5F-7loQl0dulKXxG4fUIzUfXTvQL9-JCR53cLrfg5CrdUH41Vpf2N8fnMcRg==,jobs/corporate/159.html
159,corporate,Amazon,"Senior Front-End Developer, Professional Services",https://jobs.quantumapalooza.com/u/BgAAAAABilMEIcgjHaLxslM6EGl2SC_6M5vM4JmlZ0W-BSCYv0ZgQR5tYLsaT_8xFaYk-VnksjzreLXyVXhVl4S1sIoN5fQgrBnmyK-qvzSfGi6IUQSQWQsq9fCMp5oq08dzKGM0tvkZS5UIGSzquKIsOmfvlDNCBZg==,jobs/corporate/160.html
160,academic,The University of Oklahoma,Tenure Track Asst Prof Elect & Comp Eng/Quantum Tech/University of Oklahoma,https://jobs.quantumapalooza.com/u/BgAAAAABilMHR9pCsXQWbpFlE88DCBflDmC0Y3cGrGIuzZ4T2FrhP9MUQxHZFQ0LCHtSJfY6FcMc4Iduuv1LMsdqg5IwbIJ-_BJyQ2_r7kFnnEuVoXWCN0fwMzaicfMkp3whUveusk1izgnK81MOmXDbZwH9Movi3tw==,jobs/academic/161.html
161,academic,University of Chicago,Assistant Director of Industry Partnerships,https://jobs.quantumapalooza.com/u/BgAAAAABilMHWNKE_2SghOk0WfT0nE0LPvoA9AVy49litzC5Qn8coQfr7Rv7ooFIYf0LsiwT60J6PDEjrnBsLzbpHFxW7Es0elEjjLtsPtxt7WZoAnAIzNvypUY1Db1WFl06KbFXC9dFmeyrzcp8na8aEJfKg9ILXVQ==,jobs/academic/162.html
162,academic,University of Chicago,Chicago Prize Postdoctoral Fellowship. Theoretical Quantum Science,https://jobs.quantumapalooza.com/u/BgAAAAABilMHWKcKWFOO0Hzu6GOhpB6426qW9nz68e0Y9E_kWSeOTTuPdTS4oSu2Lv9VA64KsJMTjy2xtxaKp69Mnc6jHtGd9CSCsH9Db1bqbKkBPjr8_uEkqOT7Hp7zi1D1FKUHQnry7E8_r4Qmy9ZNurNZgIucKgA==,jobs/academic/163.html
163,academic,University of Colorado Boulder,CIRES/ CSL Temporary Visiting Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABilMHX8sBqKsZ1d-3O1TLszVn2Ru9EJ_IFNfkYMRF2PDth4rrsTdhO2AjkIXdFidiIfxFkuSzu3XTj7KXcmz4ylX5gh55xCxnU4XBgKZd_fWSBlb8wyfXDdb6XDDQdJbEdU5Ss8-tsL6GnwzeJQKl7FAyD0A==,jobs/academic/164.html
164,academic,University of Colorado Boulder,Postdoctoral Associate,https://jobs.quantumapalooza.com/u/BgAAAAABilMHXslViVo65oafSkaaaEGsTWa04UEbZ0YPx6DNeTgezaVYez6XttwBoC7jzyQVrjiWQFQSQLc5QPmaEMqgY6mionwdAu6ouML2K8ET5VGBq3HN2h8OpY36iVQEwNIG0hHk8G8HxQ6TusdgTLfpM35vvmQ==,jobs/academic/165.html
165,academic,University of Colorado Boulder,Professional Research Assistant,https://jobs.quantumapalooza.com/u/BgAAAAABilMHXCy5-D-VPvPe0W-QL8Uv_VF2ilfLxzLBekqwUkat8dP18gKLrhLtvJzDDhlFnJUrJfktVjQV2JXtD2PJ_-Un-2HgycXh12STcyiZpkejFDE7w-hfZpWmwBai8_Pd8PChBFMublohw3pT26F7eiqBFlQ==,jobs/academic/166.html
166,academic,University of Colorado Boulder,Reception and Event Aide,https://jobs.quantumapalooza.com/u/BgAAAAABilMHXlTzuZWMDGdsQmiXkftD7UGKqrZ08S1By7MuXrIhQcG2_NAloaTBebqQrbAjEuQWO0cEAGO9HtPvLknAwlvWXD24Ju4eUSOo2qXMeWz3_YhL064nyMRd2ppXOyqSCQj_SShZL_sPmaNR8RGQT2sDsVw==,jobs/academic/167.html
167,academic,University of Colorado Boulder,Research Associate,https://jobs.quantumapalooza.com/u/BgAAAAABilMHYNgen59nTxp2p16iPzoxY4IR63LIR3H0i8DVKBxoOnvKDU8-d1iv3hfJyfdYdZk6nq8ET8rY5Hh_BpiP4rg_zt4LbERlCvca6jaK0emirBxrr4q1GDDiNxWCEEqS2Lw800WhpLXjK5cE7UHJzvCVpzg==,jobs/academic/168.html
168,academic,University of Colorado Boulder,Temporary Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABilMHYdGZj9nK7gbM4JN8RdPtDKNmDwkCMGjMZuAJovxsxf9r6yw3_FABtmYJfmsBs73b-6ePMeJwyfEySmDmki7NmWmJkFqhBtHkDpVdHCWsaaC7aFNI18o01vssxaCVeGwgoy2nOB9g0uHpI9eziGH2wrQ==,jobs/academic/169.html
169,academic,University of Maryland,Assistant Professor,https://jobs.quantumapalooza.com/u/BgAAAAABilMHZiEO28zOtGkyjEsTcKMwb0fksYqvWHr4hRFizMYJrquuJtupTTK0pXzQeYtjMRqXN4Qa_FYqRHn-tdV8I1VSjFU92UcAEHhtrYc6-3TFp7VAipd2wKT2K4cUEUUx4_gz3RnPOBX8at0HEkv5kscZIYA==,jobs/academic/170.html
170,other,Oak Ridge National Laboratory (ORNL),"HPC Engineer, User Assistance (Entry Level)",https://jobs.quantumapalooza.com/u/BgAAAAABilMGVH43Uy94NxOV5mPqZRCzmmJiyKO20qq0_iXkb_H1LTPAqjzYZClp4cETKumvoBmJsL72M4usERTDEJEADuTrNHAiNOrLLThCuSDVjdOR6kiMtjhSOq0THtD9B4yLr720shMDP8KEkXvEF_aZvwkD1_w==,jobs/other/171.html
171,other,Oak Ridge National Laboratory (ORNL),Postdoctoral Research Associate - Autonomous Scanning Probe Microscopy,https://jobs.quantumapalooza.com/u/BgAAAAABilMGWdXRFuVv4WkdMLS2JmbliUkLWXig2xMkdxE3BVjfV980zHiXubziPU2MITGGiFSqmGiwAHIvrieqeqlpStHOv4KS0cRWV2MQm74ZjB2QkkKZ2bzh6NtSBUlMh6zaKPuCSdDc5fD4bM43e8wXQUkfkpA==,jobs/other/172.html
172,other,Oak Ridge National Laboratory (ORNL),Postdoctoral Research Associate - Machine Learning for Neutron Diffraction,https://jobs.quantumapalooza.com/u/BgAAAAABilMGWEuENz2lYSIVSd9rs3FcgqFKnblONAqF74oM564EEj8gUptEpChGijVVVgqQBu7kVOUzJrYRiapWgX8tBFSHDOmV-J_QbwzAUHNn_7j-qqdedskfU_Dc34R8D38hj6IBdzylV7fpxIYbLKbC3d20Oiw==,jobs/other/173.html
173,other,Oak Ridge National Laboratory (ORNL),Postdoctoral Research Associate - Many-body Methods Applied to Correlated and Topological Materials,https://jobs.quantumapalooza.com/u/BgAAAAABilMGW5L852NIPFprk5AGzuy_v_FTwdVjBsuVsEVWFEGNpx6mP8TjiDKqtyKICHU4xQMaLiclQB7aCUnE7LeWMHo5qgCcEOkfrhHl9u4zW3Seg83Ui_dquKLHH0-WpJxQRyXtScVVacKtIjND4Cd3lutpm-w==,jobs/other/174.html
174,other,Oak Ridge National Laboratory (ORNL),Postdoctoral Research Associate - Quantum Computational Science,https://jobs.quantumapalooza.com/u/BgAAAAABilMGWO8rXYA2ibyWm--cRC5OR7SCWpvlYmAV0HiWo6ltDph0EWqGIiezZvu-3umbk5NN2BBP4DE0lvCl-EbG4xt3dRI2YvYNl34AGKGPX1cbESWyySNgGKlgpm59UOvw9waTSeraxzPTey3Q7hys4rPIjkQ==,jobs/other/175.html
175,other,Oak Ridge National Laboratory (ORNL),"Postdoctoral Research Associate - Quantum Information Science, Experimental Quantum Sensing",https://jobs.quantumapalooza.com/u/BgAAAAABilMGXR87mGavfyGNX5AthU0mUnRMD_z8kxg_0RzEhqJHwXz0uJUytqoEA9RfzI6pQnuwDgM7SDwTEXoWv0TOmRkCwFO1nwBZ_UhPfYU-Nt7XGH8Qp3dSKX4OfLAQxvT4gvhCbHSrjHnylHiMLEsEYmCzAgQ==,jobs/other/176.html
176,other,Oak Ridge National Laboratory (ORNL),Postdoctoral Research Associate - Quantum Information Science,https://jobs.quantumapalooza.com/u/BgAAAAABilMGXbjK3d4cxAru5rODTe6iYiTLOdVLpoyK3v07Bt1ZDZ2Ud2HxlzMsPJdmoX7kuAcsAXf9NNROuioAD4N5xO35mJ2sFRFwHtKS8bTMgkX0QTGcUcytQLE7f9ELPFXZH-ldJcJJ5HG1WYE4A3QxkM_N3Gg==,jobs/other/177.html
177,other,Oak Ridge National Laboratory (ORNL),Postdoctoral Research Associate - STEM for Quantum and Energy Materials,https://jobs.quantumapalooza.com/u/BgAAAAABilMGXRxROZrJcvWYDNJzYcrwmrEa3k6Oo-PYK9-EjbEHwmWGILWl4h-JkcHjS_dwKGt5v00dYBrsbf2I9LyYk1RorOpgD5vERu290laUhMYJEpX7M2j2bAf7g7OWIu1zxUU0AyT4kjj-VElHYLrqp5kfqVQ==,jobs/other/178.html
178,other,Oak Ridge National Laboratory (ORNL),Quantum Computer Science Researcher,https://jobs.quantumapalooza.com/u/BgAAAAABilMGYjxle3JenFp1Gtu-LclxeKgbEqoJRf2QAj05AAS4BwOewoxlyRoJ16LDY5l1COuF0dsrM55sPiL4QTVEKamtHQLEJeMCLscw2Q7F8AlZsoS6QD8afHuN07e3fZXvFg4433sKdhDd4EIiPTuqunxbQiw==,jobs/other/179.html
179,other,Oak Ridge National Laboratory (ORNL),Quantum Materials and Quantum Information Science - R&D Associate,https://jobs.quantumapalooza.com/u/BgAAAAABilMGYPyDNvO8WMp2CuEQ2cBHi_3X9VUCkZ8UZWT_phzKI57LV-WM8UC58ChwL2owHbkvbOLXRqQvToqCqGMK197G3V4gmpJaou9OzBqgn2A8Hj5K2FViJSxfXMy4rmMkMQyrtjDHeaFRCV8CgTWe3xBiIwg==,jobs/other/180.html
180,corporate,Amazon,"Senior Full Stack Developer, Data Science",https://jobs.quantumapalooza.com/u/BgAAAAABilMEJgTTcUh_Dsny528JZscjbcgMKYmob6WnG3-QKNdCfu25d8pvuv5Vij_1wRvQae_lDMWiwIhlS560CPFw3IyR3HXGbSBLJfvBQLvLLy9eEXC64j-nu6_qhbP2fSG5nnh49BuPBXg5eRKdNfRBmUaklbQ==,jobs/corporate/181.html
181,corporate,Amazon,"Senior Full Stack Developer, Data Science, Professional Services",https://jobs.quantumapalooza.com/u/BgAAAAABilMEJG-3Gx-bTEBjW1JLDeLaYDATifFfM02D-Or2C8iGjL7CEcROzUwUB5IcMfFORvzLUTuzMTvuCRkZnaksFIQbLILpSoL9xAWv9_z2fNbEAZONhK7WfPm76BJouC7ds-iY7WjiILK4_INx98_cUepCEqQ==,jobs/corporate/182.html
182,corporate,Amazon,"Senior Product Manager - Quantum Computing, AWS",https://jobs.quantumapalooza.com/u/BgAAAAABilMEJtUXwfbmKDzO7b8RggEMO4IN0aUJQ_j2dImWspHYaT3oWZdfZrK311Fpnj8sUdmuA9QKk61djfHsZ7sUgE5_-o3wZEQC0uHV3n_2iY3QaN6wIdDVaW-utOdIWYmtq_qaDAkTy4TJaoAmV7bCAnFuABg==,jobs/corporate/183.html
183,corporate,Amazon,"Senior Software Engineer, Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABilMEJLRPTYa1tKKOUjJRzkK26DNnquxUXud6dt433Cn8DvjHIqFs4KZ_dIN7F4oACSAAjTff1tROBF6tZlRkw1IGqedFK8AYb6ZpEDxqcumNWFTyADlQ7eSSsVVzNRvru16uHrflDzxFtsh9fW2mz9TD-RQ==,jobs/corporate/184.html
184,corporate,Amazon,"Senior Software Engineer, Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABilMEKKcoG0OQlECbdDX9an9yOCP633NpT8GtLnevEsgQvWt3vGqe3HTYVZaqlTFAybF2kBVWU0RQz7Pv4C1Bko7Z4id_3jAYuTe4-6erZDgMqNjaIznF-A5k7RZbdIoxCeaJIut68_F1w3roF9hP2yDT5PQ==,jobs/corporate/185.html
185,corporate,Amazon,"Senior UX Designer, Professional Services",https://jobs.quantumapalooza.com/u/BgAAAAABilMEKaEXtaWlapEwoBqjJ03JA64jCuM9OtnTOTdga06vbcRvYQU3gxHUOP-ZLKJ61O8Hgbd4JQg_q1wyEI3BGGQeh5joI8pQwNHGDwH0LxuztQlstxgw9K-BbSNXsBbEiuGtOu0vEAzwZD15AbIYiZvBD3g==,jobs/corporate/186.html
186,corporate,Amazon,"Site Reliability Engineer, AWS Center for Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABilMEKIkEaP-XjX03bH-28Zhy-0Pvmo43kbfwaWbleA5fDVegmHX8_TpFNFUQpledXd0MGQYCbnrmm0Riux-JYTuORfvofbhppUsifXdKs7inqB8UeYlG7AIIsa316qPZC31XMmkXaTM9DJGWB75shx2c5_A==,jobs/corporate/187.html
187,corporate,Amazon,"Software Dev Engineer I, Amazon Braket",https://jobs.quantumapalooza.com/u/BgAAAAABilMEKOcqB2HKS_N_teVhFe1E0IYcdpJ1bvy3yOBDcVEFGPFsF7rysD0rtSMrpFsgh0gSAt_E10c0SOdiwKfAuA_wMWMS_wYF2wXMyXVMP13azKmUHQhHRa4BZj5XYXBo-3TYU1hj-KmaqkiM49PXyQ33T7g==,jobs/corporate/188.html
188,corporate,Amazon,"Software Dev Engineer II, Amazon Braket",https://jobs.quantumapalooza.com/u/BgAAAAABilMELGW7Evi1QPsoFc5Iu1BC-TWQF7vF4PIwnaE0ljq_dVXH83e0ulVqVylVMatUeR8Krzb-zB1bpoJezlIVxZSSzhTGDohmbtU-U50wVhEb2Nl41P0kVMQ0mpbH4dmYrbmVMEnxkPprdEFiP0IFCYvD6Mw==,jobs/corporate/189.html
189,corporate,Amazon,"Software Development Engineer, Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABilMELgOLn9G5r4j3w6ln8AD5-x3Vliqw1IF7U2_y55A4iBROHh890i6pJcQukwuxtvDsbkAuZIbsWPl-7WTjhbXTGF1qIS7m4WHDivpt9ZSCUIVgyn6rLEVhb-GcbpR7kJ_5MBn2NR9NU80_GT0rUpII1eA==,jobs/corporate/190.html
190,academic,University of Maryland,"Coordinator, JQI",https://jobs.quantumapalooza.com/u/BgAAAAABilMHZYwp6kZ2bvp589PyLJ5LlJlCqYIqrHIPWpj7sy0Eo3NXjorpdAgZvKCcLWAZ3j8PbYVWKymn1mLEeH0pjc0f0pmEk34tgEgOX8Sd399kAwR9OGQ26y7R-PfG0aseEL-LiwGHzoToPc3p7pkaZgyJHXg==,jobs/academic/191.html
191,academic,University of Maryland,Executive Director of the Idea Factory,https://jobs.quantumapalooza.com/u/BgAAAAABilMHad5LE7CETdHd8y_qaPNHPEgEHK4tt07eYyEAJrINKN4GeuM8YD6mu_4pCLwoOkl0TPWFCaUo-YBYVlIXOaUV3TvAGpGMhzpAnIW95Oh77kMIKk7Rj6CbKmnP7ukvk2TMFmnHK9GxzAP0KEuTk1n0PvQ==,jobs/academic/192.html
192,academic,University of Maryland,Open Rank,https://jobs.quantumapalooza.com/u/BgAAAAABilMHadgEa17mUwqqhvMCLApX23S9-4htiWDAN7PaEfzF9Wi4SBBT8wwecGqbJIg7o0ko-_BxklF3VJWd0jzDRN6qFSCASg9NyKB4frALk-uPCxHuQBUtcC0l8yokiPTfkMlp5C34NlVZLRBZcAqFY0vuiBA==,jobs/academic/193.html
193,academic,University of Maryland,Professor and Chair,https://jobs.quantumapalooza.com/u/BgAAAAABilMHauf7cdwKOsn1wOkOEFyJjC-DCE1Xx609eyixSjhuwRMODsTiWZ9IrWKAPC7DKbB1jXtHzp55-7QY2WymaMYBgrYhkA9wlgoTzOOlMrwcfzXzZLBObMWSZzsMd-z6TX08HwxSz1hImM3DL48AUbxyI8w==,jobs/academic/194.html
194,academic,University of Wisconsin-Madison,Assistant Professor,https://jobs.quantumapalooza.com/u/BgAAAAABilMHaRPomj3SP4I-br1FrVMpAcmSwk-V_P-2THCsBJosSdfsAbLBSlji8hP6P48adVs-XXV51YG0kbYYRMgBteYUO48qLECxkORmBzZqrOv4XnJYHzncfujLL0HSh4oLnktx5zj7jCbe3lqs3n-p6RDVutg==,jobs/academic/195.html
195,academic,University of Wisconsin-Madison,Assistant Professor-Quantum Materials Computation,https://jobs.quantumapalooza.com/u/BgAAAAABilMHb12BkY1WYYVTIgMldIEEYULbk6uUzn-U-ltD3XxAFH7fSBr7Y7SPuRBoEPBWw-lQDlzbBIlphDT6f9X8SKAVpYkDQ5jMM_yir5z-XSaTziKtq7d4ev2CtgcAVxM93ZyeHz-HAuRigYQ0fyaLH3mfuqQ==,jobs/academic/196.html
196,academic,University of Wisconsin-Madison,"Assistant, Associate, Professor - Quantum Science And Engineering - Cluster Hire",https://jobs.quantumapalooza.com/u/BgAAAAABilMHb7FmuBheUzuLSIr7mPUTdF9SK-v-iO2UG4cvhEEEgQizPBmzTq3mhMAhSp0YDcKxDwmzROQnZrOS7bI1Oqe4IHY_kL0XL0nKyxZ4_FbGjm9q5RYFf6kWB-n1e2bAuwlUp_nzKOajKjreI0lym9PQ7FQ==,jobs/academic/197.html
197,academic,University of Wisconsin-Madison,Associate Professor-Quantum Materials Computation,https://jobs.quantumapalooza.com/u/BgAAAAABilMHb6oU0AXrlI0OoWfRrMHt1Z43Xxfi4wCHfKtmWjy9Q4soyikoADwnzfCZQ2wCc_pccTQJhmzQ43QosZ_CWd5_WVxhI79s50oBZGoCatBEVvNfocdx5Xx2T3U7phMiTFk6oXzjehGywXTFbwixjULjPJg==,jobs/academic/198.html
198,academic,University of Wisconsin-Madison,Dunson Cheng Assistant Professor Of Physics,https://jobs.quantumapalooza.com/u/BgAAAAABilMHbEio7H2vHhRhGtCeiwh8JMZDH_AZTxemCZ1mGPDHH4yfuHYeezQQBlNf6Tt3okwYP9y6F2Gb8wdwQXW3N-XIfOLFd27k6KMZn0tLTorqbY_rqe6faSPcjDxX8JOTgvL1JLcVnMzVbbh7O3MUuOX1oww==,jobs/academic/199.html
199,academic,Virginia Tech,"Assistant Professor of Mathematics of Quantum Algorithms, Coding, or Cryptography",https://jobs.quantumapalooza.com/u/BgAAAAABilMHdoUtsbN9_rCHlVkDEjtdx1XuV2ZQXjkFUWrueTvnRZibkDPKYm9-uFUFsDzzuyCAS5km4vaSeRef0oLGEQjO27y7hx6N74EZv62KeDBf_bayg8dLdi3Cxrx-SLc-_AvKAxgQue4KuquB_ZJZjVWCd4g==,jobs/academic/200.html
200,other,Oak Ridge National Laboratory (ORNL),Quantum Sensing Scientist - Senior R&D Staff,https://jobs.quantumapalooza.com/u/BgAAAAABilMGYKIByNgCrfofEZ5ZpQW_tSA9DWA9j5xd7X33sCtLK3zsW9moBT9_MzAeVrZe33kiMBoXtA0nnD5mYZ0_jbzdKKwt--pAauPuoAVkP_3F0WVA0LdwQzlnM4TW1G5_9mJhpTCcvc6HpIXvoPkB-_VuLHg==,jobs/other/201.html
201,other,Oak Ridge National Laboratory (ORNL),"Research Scientist - Quantum Information Science, Experimental Ion Trap",https://jobs.quantumapalooza.com/u/BgAAAAABilMGYvtK2W2NEUQWPqekv5k7pQluJ34klf-bj0z_L7yKSlrobkMvabQQPhx2p2Tj74gETHn0YErer4_d4go6im4i3NlNw1nPu1fey42532RIuCIwUybiC0mURRE0fDf4p8W9HGhR7xC8ftFvIIq9kD_7sTA==,jobs/other/202.html
202,other,Oak Ridge National Laboratory (ORNL),"Research Scientist - Quantum Information Science, Experimental Quantum Optics and Sensing",https://jobs.quantumapalooza.com/u/BgAAAAABilMGZCesAPQ_lXs5QxyRQJ8GF9l2UyKxA5zR4iI0Th4kSmTFWwlqFQZ24H1ZqW3kzHg9--5W43uBVaFJxdvyjsu0srU03oUWV-DUdatnSZOPOcURZSqig5raw9OEU-17HCnr1YYZzLpqCz9u_7y34yzdwyw==,jobs/other/203.html
203,other,Oak Ridge National Laboratory (ORNL),"Senior Computational Scientist, Earth System Predictability",https://jobs.quantumapalooza.com/u/BgAAAAABilMGZdFOTyFDD0D6-InHxexr6DgBJLWPZPSiWTcE259eBWYXICE7n0dtNr8GuXSCi_vu9x5u4RKSysyvZ9rAwLjtENJkDJZqYAK6-IqOVF5Bby_oc4XJNJn6B3vdAy35jfuuelGf6FJm5MFeVy9TiIyW-_w==,jobs/other/204.html
204,other,Oak Ridge National Laboratory (ORNL),Senior R&D Staff in Quantum Computing,https://jobs.quantumapalooza.com/u/BgAAAAABilMGZLw7ruieb32_Cyjr7s5fOy-b-UN_wl7vB9nFB5xylGelCjWTOlg7pRFptxEGze_S_r1tyV8Y6H4nu-OPv79JdDmiPcxSknN4Vxmyv9OG4BVGSrzTTp18ZVH6RdRbG86ImF7tkVm9lAacQCIVTpxtudA==,jobs/other/205.html
205,other,Oak Ridge National Laboratory (ORNL),Senior R&D Staff in Quantum Computing Software,https://jobs.quantumapalooza.com/u/BgAAAAABilMGZkPdMWzq6BRdiBb3dhTrLlJRrQ15nOET0z-prAMNX6zjFOXmrth65UIQizRzwzdPW8Z60ul81j2bxeWO6dzAqQO86f5l9TxVxRjItbjpmGiU76p6vy-e6SvvVXxaX5PWNdBB0xqJR4Uyr-9Ww1si6bQ==,jobs/other/206.html
206,other,Oak Ridge National Laboratory (ORNL),Senior Research Scientist in Quantum Algorithms,https://jobs.quantumapalooza.com/u/BgAAAAABilMGamanW9zuS4uijK4aP5xXGr1UVi8LLLGrrsHjlpQlf3AyAEpDyyGsxrRSRfRFkGGv80MHxxlLRB_ORxZPlgtfjOjHpvwkh7k4GeQ2VdIeiplHoyu0uEMAMNQw6umIk47AsPmIVWypawhY8LJHcbAi_og==,jobs/other/207.html
207,other,Oak Ridge National Laboratory (ORNL),"Technical Associate Staff Member, Quantum Information Science",https://jobs.quantumapalooza.com/u/BgAAAAABilMGaoi_UboWNN85SpV4wiqejpnA_MR7kSXMWdOanmcgaV1-ZUmRW1_LNAufJA3fMLoOZ9DvMyq_RmUE2DwV0qKQpowNyVw5z-yC0rqCEtgI20gORFCaVSJymZbB0UvhhTVANLrj7EUlpfcZvzM_74ou01g==,jobs/other/208.html
208,other,Sandia National Laboratories (SNL),Postdoctoral Appointee - Electronic Structure Algorithm/Implementation,https://jobs.quantumapalooza.com/u/BgAAAAABilMHH_umjtWJixb77fQX7Y-BSNuW5fWDqtlj1lafqTyROZROBNF7j0P6Zrp8X0YGSeXSO87RBYXuiXbgnhZnI9bsIV07c3jnfCVCbjZf13XrC4_6m7ESwHMN2Ka33qyEwEb3Q2wx9U43I6iIqfEvSw2Y8tw==,jobs/other/209.html
209,other,Sandia National Laboratories (SNL),Quantum Phononics Transport and Transduction Postdoctoral Position,https://jobs.quantumapalooza.com/u/BgAAAAABilMHINFqgJ7DGFxGNvKsrkkw0_6kkNbk0efAji4HSCNxlvb1zI2OpRq86EYEQvIwM-lRZ172hGoNshwgMWMJOY96ZhQc2Ymsd2UBjt2jOeqEo5PB4mJ-u3ptqLpR92OXNASum7m-ojpYQ0FO_Rxs6xz3e-Q==,jobs/other/210.html
210,corporate,Amazon,"Software Development Engineer, Quantum Computing at Amazon Web Services (AWS)",https://jobs.quantumapalooza.com/u/BgAAAAABilMELLEoq10-wmli58AaWDSfGZaF4Ar9yXLqQoHk8SLX_IHxCfvASISerC7gGHyBoocuIEhwrYx7T2E74baWlyd1TN7vDRjIXPhyuzKfFL1-_SUjya-i67IufgAECR2BoveuHqTCFANJ8VDgd8hbe670qoA==,jobs/corporate/211.html
211,corporate,Amazon,"Software Development Engineer, Quantum Computing at AWS",https://jobs.quantumapalooza.com/u/BgAAAAABilMEMEtKxHmezbj0idqG0pOQv6ku6f3gbG29nXkYqtIPwJaK6vdX8fx5ADezKoAhtOmORWndVt1EQTrMb4yAIepdy_akwoKoj7Z16ZhJaZa2GM90eK3sxstaQ3F8BsvCQ_QG8zyYIOUAMxPTB9vUMKdth4w==,jobs/corporate/212.html
212,corporate,Amazon,"Software Development Engineer, Quantum Technologies",https://jobs.quantumapalooza.com/u/BgAAAAABilMEM5GpUtvYM8p5IDKNGnHRoH77W1jLlkLPMSR4yamn6e99T0DZ12KBDvOBc2NxJdhH007FVtIJF-UEByXV7hEcqYX64nHSYHjIrKdrApCIJl91xFxZBzdaScPYMLR7ZewFTFSo0NplbP-ovHO5SVwNZvQ==,jobs/corporate/213.html
213,corporate,Amazon,"Software Engineering Manager, Quantum Computing, Center for Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABilMEMbodarJuzWl96IWuXXHX0yJfD1JoUb36tRc-jsY2fvtxSwqEMT2lInUCu8a0C8LZo5RbnVyWEw_Azmlm6MqHYdNrfwWD3S1afxBcJB3dF8zcUs7rhuB3-TuZIK7QUR3-GSABe2h7luaxakwtBVEKSNw==,jobs/corporate/214.html
214,corporate,Amazon,"Sr. Applied Cryptographer, DS-Crypto",https://jobs.quantumapalooza.com/u/BgAAAAABilMEMZucgDn4OHEeQdvalEIpmRKq6-zXBV13x3DAMejDpn1gUARA0CljEd6xE0_nOpmnF-CuVAN4V-GBPBQfU48CMBp_IeZKOMrzdnKGfoevj8ZdOMRRL6ULDOYZ10GDbsttuIwE1rGHnylDFEwx6LZZX6w==,jobs/corporate/215.html
