,scrapped_jobs,official_match_title,distance
1055,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",179.26266
1056,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Survey Researchers,180.40344
1057,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Bioinformatics Scientists,181.7352
1058,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Atmospheric and Space Scientists,182.89885
1059,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Remote Sensing Scientists and Technologists,183.13193
1060,Research Associate I,Materials Scientists,121.64612
1061,Research Associate I,Physicists,124.364624
1062,Research Associate I,Astronomers,125.81436
1063,Research Associate I,Nanosystems Engineers,132.87566
1064,Research Associate I,Remote Sensing Scientists and Technologists,144.32924
1065,Research Associate I,Nuclear Monitoring Technicians,145.73184
1066,Research Associate I,Biochemists and Biophysicists,146.64182
1067,Research Associate I,Geneticists,148.7747
1068,Research Associate I,Molecular and Cellular Biologists,150.66647
1069,Research Associate I,Bioinformatics Scientists,152.20056
1070,"Scientist I (EM / FL), NMC",Materials Scientists,175.65494
1071,"Scientist I (EM / FL), NMC",Physicists,182.6463
1072,"Scientist I (EM / FL), NMC",Nanosystems Engineers,185.43498
1073,"Scientist I (EM / FL), NMC",Forensic Science Technicians,189.16275
1074,"Scientist I (EM / FL), NMC",Astronomers,192.5657
1075,"Scientist I (EM / FL), NMC",Telecommunications Engineering Specialists,196.95169
1076,"Scientist I (EM / FL), NMC",Statisticians,198.34885
1077,"Scientist I (EM / FL), NMC",Fuel Cell Engineers,200.92114
1078,"Scientist I (EM / FL), NMC",Photonics Technicians,202.04327
1079,"Scientist I (EM / FL), NMC",Quality Control Analysts,202.84073
1080,Research Fellow (Atomtronics),Astronomers,132.24234
1081,Research Fellow (Atomtronics),Materials Scientists,135.893
1082,Research Fellow (Atomtronics),Physicists,140.14433
1083,Research Fellow (Atomtronics),"Agricultural Sciences Teachers, Postsecondary",146.09271
1084,Research Fellow (Atomtronics),"Forestry and Conservation Science Teachers, Postsecondary",156.66977
1085,Research Fellow (Atomtronics),Nanosystems Engineers,156.69604
1086,Research Fellow (Atomtronics),"Health Specialties Teachers, Postsecondary",160.81534
1087,Research Fellow (Atomtronics),"Geography Teachers, Postsecondary",163.3519
1088,Research Fellow (Atomtronics),"Engineering Teachers, Postsecondary",163.57153
1089,Research Fellow (Atomtronics),Geneticists,164.17372
1090,Assistant Professor Research - Fixed,Astronomers,143.35255
1091,Assistant Professor Research - Fixed,Physicists,152.98586
1092,Assistant Professor Research - Fixed,"Forestry and Conservation Science Teachers, Postsecondary",167.65729
1093,Assistant Professor Research - Fixed,"Engineering Teachers, Postsecondary",169.64977
1094,Assistant Professor Research - Fixed,"Agricultural Sciences Teachers, Postsecondary",169.7262
1095,Assistant Professor Research - Fixed,"Geography Teachers, Postsecondary",170.91501
1096,Assistant Professor Research - Fixed,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",174.0314
1097,Assistant Professor Research - Fixed,"Computer Science Teachers, Postsecondary",174.85828
1098,Assistant Professor Research - Fixed,"Biological Science Teachers, Postsecondary",175.13234
1099,Assistant Professor Research - Fixed,"Physics Teachers, Postsecondary",175.8436
1100,Scientific Business Developer - USA,Materials Scientists,205.10883
1101,Scientific Business Developer - USA,Astronomers,214.5678
1102,Scientific Business Developer - USA,Physicists,217.61545
1103,Scientific Business Developer - USA,Telecommunications Engineering Specialists,222.26085
1104,Scientific Business Developer - USA,Web Developers,222.29103
1105,Scientific Business Developer - USA,Forensic Science Technicians,223.75871
1106,Scientific Business Developer - USA,Nanosystems Engineers,227.50784
1107,Scientific Business Developer - USA,Biostatisticians,230.48755
1108,Scientific Business Developer - USA,Web Administrators,233.25798
1109,Scientific Business Developer - USA,"Agricultural Sciences Teachers, Postsecondary",234.73447
1110,FAST Labs - Quantum Scientist Intern,Materials Scientists,123.29766
1111,FAST Labs - Quantum Scientist Intern,Astronomers,126.7912
1112,FAST Labs - Quantum Scientist Intern,Nanosystems Engineers,132.44244
1113,FAST Labs - Quantum Scientist Intern,Physicists,135.42856
1114,FAST Labs - Quantum Scientist Intern,Telecommunications Engineering Specialists,138.14691
1115,FAST Labs - Quantum Scientist Intern,Bioinformatics Scientists,145.20653
1116,FAST Labs - Quantum Scientist Intern,Biostatisticians,149.5563
1117,FAST Labs - Quantum Scientist Intern,"Electronics Engineers, Except Computer",152.7779
1118,FAST Labs - Quantum Scientist Intern,"Agricultural Sciences Teachers, Postsecondary",153.86397
1119,FAST Labs - Quantum Scientist Intern,Microsystems Engineers,154.41132
1120,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Astronomers,141.03044
1121,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Materials Scientists,143.83908
1122,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Physicists,154.64046
1123,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Nanosystems Engineers,157.29333
1124,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Biostatisticians,178.36835
1125,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",179.26266
1126,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Survey Researchers,180.40344
1127,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Bioinformatics Scientists,181.7352
1128,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Atmospheric and Space Scientists,182.89885
1129,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Remote Sensing Scientists and Technologists,183.13193
1130,Trustworthy AI Research Scientist,Biostatisticians,108.530014
1131,Trustworthy AI Research Scientist,Web Developers,117.45769
1132,Trustworthy AI Research Scientist,Telecommunications Engineering Specialists,121.58314
1133,Trustworthy AI Research Scientist,Materials Scientists,122.87991
1134,Trustworthy AI Research Scientist,Bioinformatics Scientists,123.47498
1135,Trustworthy AI Research Scientist,Statisticians,125.20274
1136,Trustworthy AI Research Scientist,Health Informatics Specialists,125.864746
1137,Trustworthy AI Research Scientist,Geneticists,132.64645
1138,Trustworthy AI Research Scientist,Physicists,134.19107
1139,Trustworthy AI Research Scientist,Database Administrators,136.4862
1140,"Postdoctoral Fellow, Quantum Information Science",Physicists,144.48785
1141,"Postdoctoral Fellow, Quantum Information Science",Materials Scientists,154.00073
1142,"Postdoctoral Fellow, Quantum Information Science",Astronomers,157.27142
1143,"Postdoctoral Fellow, Quantum Information Science","Forestry and Conservation Science Teachers, Postsecondary",170.35524
1144,"Postdoctoral Fellow, Quantum Information Science","Agricultural Sciences Teachers, Postsecondary",173.08017
1145,"Postdoctoral Fellow, Quantum Information Science","Geography Teachers, Postsecondary",174.00063
1146,"Postdoctoral Fellow, Quantum Information Science",Biochemists and Biophysicists,175.21385
1147,"Postdoctoral Fellow, Quantum Information Science","Physics Teachers, Postsecondary",176.42465
1148,"Postdoctoral Fellow, Quantum Information Science","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",176.47487
1149,"Postdoctoral Fellow, Quantum Information Science","Engineering Teachers, Postsecondary",177.52994
1150,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Physicists,104.33711
1151,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Materials Scientists,106.18812
1152,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Nanosystems Engineers,112.44884
1153,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Statisticians,117.29483
1154,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Operations Research Analysts,122.17117
1155,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Astronomers,125.87656
1156,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Biostatisticians,129.44391
1157,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Bioinformatics Scientists,136.68993
1158,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Quality Control Analysts,139.48174
1159,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Microsystems Engineers,139.54372
1160,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Astronomers,141.03044
1161,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Materials Scientists,143.83908
1162,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Physicists,154.64046
1163,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Nanosystems Engineers,157.29333
1164,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Biostatisticians,178.36835
1165,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",179.26266
1166,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Survey Researchers,180.40344
1167,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Bioinformatics Scientists,181.7352
1168,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Atmospheric and Space Scientists,182.89885
1169,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Remote Sensing Scientists and Technologists,183.13193
1170,Software Development in AI Research – Student Position - Research Lab,Computer and Information Research Scientists,125.75269
1171,Software Development in AI Research – Student Position - Research Lab,Materials Scientists,126.054985
1172,Software Development in AI Research – Student Position - Research Lab,"Computer Science Teachers, Postsecondary",126.09416
1173,Software Development in AI Research – Student Position - Research Lab,"Agricultural Sciences Teachers, Postsecondary",126.72688
1174,Software Development in AI Research – Student Position - Research Lab,"Psychology Teachers, Postsecondary",127.530914
1175,Software Development in AI Research – Student Position - Research Lab,Web Developers,128.32994
1176,Software Development in AI Research – Student Position - Research Lab,"Recreation and Fitness Studies Teachers, Postsecondary",130.24121
1177,Software Development in AI Research – Student Position - Research Lab,Telecommunications Engineering Specialists,130.27138
1178,Software Development in AI Research – Student Position - Research Lab,"Health Specialties Teachers, Postsecondary",130.35298
1179,Software Development in AI Research – Student Position - Research Lab,"Forestry and Conservation Science Teachers, Postsecondary",130.66309
1180,Theory of Quantum Matter Scientist (Scientist 2/3),Physicists,107.80852
1181,Theory of Quantum Matter Scientist (Scientist 2/3),Materials Scientists,115.78674
1182,Theory of Quantum Matter Scientist (Scientist 2/3),Astronomers,120.65431
1183,Theory of Quantum Matter Scientist (Scientist 2/3),Nanosystems Engineers,136.88672
1184,Theory of Quantum Matter Scientist (Scientist 2/3),Forensic Science Technicians,151.75427
1185,Theory of Quantum Matter Scientist (Scientist 2/3),Biostatisticians,158.09962
1186,Theory of Quantum Matter Scientist (Scientist 2/3),Remote Sensing Scientists and Technologists,158.54681
1187,Theory of Quantum Matter Scientist (Scientist 2/3),Bioinformatics Scientists,159.24397
1188,Theory of Quantum Matter Scientist (Scientist 2/3),Statisticians,159.25717
1189,Theory of Quantum Matter Scientist (Scientist 2/3),"Agricultural Sciences Teachers, Postsecondary",160.50662
1190,Research Engineer in Cloud - Research Lab,Web Developers,120.21345
1191,Research Engineer in Cloud - Research Lab,Telecommunications Engineering Specialists,130.41171
1192,Research Engineer in Cloud - Research Lab,Computer Network Architects,143.10287
1193,Research Engineer in Cloud - Research Lab,Network and Computer Systems Administrators,143.14467
1194,Research Engineer in Cloud - Research Lab,Search Marketing Strategists,148.11151
1195,Research Engineer in Cloud - Research Lab,Computer Systems Engineers/Architects,148.7439
1196,Research Engineer in Cloud - Research Lab,Statisticians,149.07547
1197,Research Engineer in Cloud - Research Lab,Biostatisticians,149.39653
1198,Research Engineer in Cloud - Research Lab,"Electronics Engineers, Except Computer",150.57251
1199,Research Engineer in Cloud - Research Lab,Energy Auditors,151.56499
1200,Quantum Error Correction Researcher,Physicists,202.50699
1201,Quantum Error Correction Researcher,Materials Scientists,216.47443
1202,Quantum Error Correction Researcher,Astronomers,218.29688
1203,Quantum Error Correction Researcher,Forensic Science Technicians,230.31845
1204,Quantum Error Correction Researcher,Telecommunications Engineering Specialists,230.49673
1205,Quantum Error Correction Researcher,Nanosystems Engineers,232.21257
1206,Quantum Error Correction Researcher,Atmospheric and Space Scientists,236.75943
1207,Quantum Error Correction Researcher,Statisticians,237.11908
1208,Quantum Error Correction Researcher,"Electronics Engineers, Except Computer",242.62888
1209,Quantum Error Correction Researcher,Biostatisticians,244.24612
1210,Research Scientist - IBM Research,Biostatisticians,108.02936
1211,Research Scientist - IBM Research,Telecommunications Engineering Specialists,120.83598
1212,Research Scientist - IBM Research,Web Developers,122.47313
1213,Research Scientist - IBM Research,Statisticians,123.54988
1214,Research Scientist - IBM Research,Bioinformatics Scientists,123.64917
1215,Research Scientist - IBM Research,Materials Scientists,124.058075
1216,Research Scientist - IBM Research,Health Informatics Specialists,127.02176
1217,Research Scientist - IBM Research,Physicists,131.27173
1218,Research Scientist - IBM Research,Web Administrators,135.80493
1219,Research Scientist - IBM Research,Database Administrators,135.8807
1220,FAST Labs - Quantum Scientist Intern,Materials Scientists,123.29766
1221,FAST Labs - Quantum Scientist Intern,Astronomers,126.7912
1222,FAST Labs - Quantum Scientist Intern,Nanosystems Engineers,132.44244
1223,FAST Labs - Quantum Scientist Intern,Physicists,135.42856
1224,FAST Labs - Quantum Scientist Intern,Telecommunications Engineering Specialists,138.14691
1225,FAST Labs - Quantum Scientist Intern,Bioinformatics Scientists,145.20653
1226,FAST Labs - Quantum Scientist Intern,Biostatisticians,149.5563
1227,FAST Labs - Quantum Scientist Intern,"Electronics Engineers, Except Computer",152.7779
1228,FAST Labs - Quantum Scientist Intern,"Agricultural Sciences Teachers, Postsecondary",153.86397
1229,FAST Labs - Quantum Scientist Intern,Microsystems Engineers,154.41132
