,scrapped_jobs,official_match_title,match_code,distance
879,Research Assistant,Nanosystems Engineers,17-2199.09,113.16751
880,Research Associate,Chemical Technicians,19-4031.00,147.23329
881,Research Associate,Materials Scientists,19-2032.00,149.6828
882,Research Associate,Physicists,19-2012.00,151.98717
883,Research Associate,Nanosystems Engineers,17-2199.09,156.79544
884,Research Associate,Astronomers,19-2011.00,169.8119
885,Research Associate,Quality Control Analysts,19-4099.01,172.71248
886,Research Associate,Nanotechnology Engineering Technologists and Technicians,17-3026.01,174.1485
887,Research Associate,Remote Sensing Scientists and Technologists,19-2099.01,175.19199
888,Research Associate,Forensic Science Technicians,19-4092.00,179.92905
889,Research Associate,Fuel Cell Engineers,17-2141.01,180.53569
890,QAMSS SRI Coordinator and Business Developer,Materials Scientists,19-2032.00,159.24603
891,QAMSS SRI Coordinator and Business Developer,Computer Network Architects,15-1241.00,162.15083
892,QAMSS SRI Coordinator and Business Developer,Web Developers,15-1254.00,162.31601
893,QAMSS SRI Coordinator and Business Developer,Astronomers,19-2011.00,163.2047
894,QAMSS SRI Coordinator and Business Developer,Telecommunications Engineering Specialists,15-1241.01,163.36237
895,QAMSS SRI Coordinator and Business Developer,Energy Auditors,47-4011.01,164.85437
896,QAMSS SRI Coordinator and Business Developer,Survey Researchers,19-3022.00,165.22128
897,QAMSS SRI Coordinator and Business Developer,Bioengineers and Biomedical Engineers,17-2031.00,166.77531
898,QAMSS SRI Coordinator and Business Developer,Chief Sustainability Officers,11-1011.03,168.42365
899,QAMSS SRI Coordinator and Business Developer,Bioinformatics Scientists,19-1029.01,168.78403
900,Intern Tech Research & Development -6G,Wind Energy Operations Managers,11-9199.09,223.93504
901,Intern Tech Research & Development -6G,Web Developers,15-1254.00,225.66687
902,Intern Tech Research & Development -6G,Materials Scientists,19-2032.00,237.48886
903,Intern Tech Research & Development -6G,Astronomers,19-2011.00,237.8541
904,Intern Tech Research & Development -6G,Search Marketing Strategists,13-1161.01,238.7835
905,Intern Tech Research & Development -6G,Energy Auditors,47-4011.01,239.84872
906,Intern Tech Research & Development -6G,"Electronics Engineers, Except Computer",17-2072.00,240.78123
907,Intern Tech Research & Development -6G,Nanosystems Engineers,17-2199.09,241.28555
908,Intern Tech Research & Development -6G,Physicists,19-2012.00,242.56024
909,Intern Tech Research & Development -6G,Mechanical Engineering Technologists and Technicians,17-3027.00,245.70161
910,Innovation & Research Engineer,Search Marketing Strategists,13-1161.01,153.93262
911,Innovation & Research Engineer,Web Developers,15-1254.00,160.93335
912,Innovation & Research Engineer,Sustainability Specialists,13-1199.05,163.86646
913,Innovation & Research Engineer,Financial Risk Specialists,13-2054.00,164.6958
914,Innovation & Research Engineer,Market Research Analysts and Marketing Specialists,13-1161.00,165.5934
915,Innovation & Research Engineer,Financial and Investment Analysts,13-2051.00,165.7279
916,Innovation & Research Engineer,Business Continuity Planners,13-1199.04,166.83176
917,Innovation & Research Engineer,Energy Auditors,47-4011.01,166.87729
918,Innovation & Research Engineer,Economists,19-3011.00,169.96906
919,Innovation & Research Engineer,Astronomers,19-2011.00,169.97485
920,Research and laboratory technical positions for Ukrainian refugees,Microsystems Engineers,17-2199.06,111.786606
921,Research and laboratory technical positions for Ukrainian refugees,Photonics Engineers,17-2199.07,118.1643
922,Research and laboratory technical positions for Ukrainian refugees,Nanosystems Engineers,17-2199.09,122.83597
923,Research and laboratory technical positions for Ukrainian refugees,Telecommunications Engineering Specialists,15-1241.01,123.44525
924,Research and laboratory technical positions for Ukrainian refugees,Web Developers,15-1254.00,124.15295
925,Research and laboratory technical positions for Ukrainian refugees,Statisticians,15-2041.00,124.35487
926,Research and laboratory technical positions for Ukrainian refugees,Database Administrators,15-1242.00,128.81218
927,Research and laboratory technical positions for Ukrainian refugees,Fuel Cell Engineers,17-2141.01,131.5591
928,Research and laboratory technical positions for Ukrainian refugees,Mechatronics Engineers,17-2199.05,131.5939
929,Research and laboratory technical positions for Ukrainian refugees,Robotics Engineers,17-2199.08,132.03665
930,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Astronomers,19-2011.00,139.91408
931,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Materials Scientists,19-2032.00,144.00871
932,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Physicists,19-2012.00,154.04134
933,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Nanosystems Engineers,17-2199.09,159.27972
934,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",25-1041.00,177.3403
935,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Biostatisticians,15-2041.01,181.17432
936,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Bioinformatics Scientists,19-1029.01,182.01088
937,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Survey Researchers,19-3022.00,182.19809
938,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies","Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,183.14987
939,"Research Fellow (Quantum Information Processing),Centre For Quantum Technologies",Geneticists,19-1029.03,183.29355
940,IBM Quantum Services Learning Strategist (Any Location in the US),Web Developers,15-1254.00,187.09312
941,IBM Quantum Services Learning Strategist (Any Location in the US),Materials Scientists,19-2032.00,190.27238
942,IBM Quantum Services Learning Strategist (Any Location in the US),Telecommunications Engineering Specialists,15-1241.01,194.24329
943,IBM Quantum Services Learning Strategist (Any Location in the US),Database Administrators,15-1242.00,195.31596
944,IBM Quantum Services Learning Strategist (Any Location in the US),Nanosystems Engineers,17-2199.09,198.17165
945,IBM Quantum Services Learning Strategist (Any Location in the US),Biostatisticians,15-2041.01,200.63077
946,IBM Quantum Services Learning Strategist (Any Location in the US),Blockchain Engineers,15-1299.07,203.13237
947,IBM Quantum Services Learning Strategist (Any Location in the US),Physicists,19-2012.00,204.08871
948,IBM Quantum Services Learning Strategist (Any Location in the US),Network and Computer Systems Administrators,15-1244.00,204.99747
949,IBM Quantum Services Learning Strategist (Any Location in the US),Statisticians,15-2041.00,206.28055
950,Content Designer Quantum (Remote),Web Developers,15-1254.00,195.50705
951,Content Designer Quantum (Remote),Materials Scientists,19-2032.00,202.49814
952,Content Designer Quantum (Remote),Telecommunications Engineering Specialists,15-1241.01,207.63306
953,Content Designer Quantum (Remote),Nanosystems Engineers,17-2199.09,210.80307
954,Content Designer Quantum (Remote),Database Administrators,15-1242.00,212.86935
955,Content Designer Quantum (Remote),Biostatisticians,15-2041.01,216.33505
956,Content Designer Quantum (Remote),Photonics Engineers,17-2199.07,217.20999
957,Content Designer Quantum (Remote),Network and Computer Systems Administrators,15-1244.00,219.0068
958,Content Designer Quantum (Remote),Microsystems Engineers,17-2199.06,219.51923
959,Content Designer Quantum (Remote),Astronomers,19-2011.00,220.46033
960,"Research Scientist, Life Cycle Assessment",Materials Scientists,19-2032.00,178.7248
961,"Research Scientist, Life Cycle Assessment",Astronomers,19-2011.00,181.5502
962,"Research Scientist, Life Cycle Assessment",Physicists,19-2012.00,185.41534
963,"Research Scientist, Life Cycle Assessment",Bioinformatics Scientists,19-1029.01,198.52335
964,"Research Scientist, Life Cycle Assessment",Energy Auditors,47-4011.01,200.12488
965,"Research Scientist, Life Cycle Assessment",Nanosystems Engineers,17-2199.09,203.35144
966,"Research Scientist, Life Cycle Assessment",Remote Sensing Scientists and Technologists,19-2099.01,204.7125
967,"Research Scientist, Life Cycle Assessment",Geneticists,19-1029.03,205.08536
968,"Research Scientist, Life Cycle Assessment",Forensic Science Technicians,19-4092.00,206.448
969,"Research Scientist, Life Cycle Assessment","Agricultural Sciences Teachers, Postsecondary",25-1041.00,206.61765
970,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Web Developers,15-1254.00,178.48593
971,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Materials Scientists,19-2032.00,196.63916
972,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Telecommunications Engineering Specialists,15-1241.01,197.99054
973,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Database Administrators,15-1242.00,199.9093
974,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Biostatisticians,15-2041.01,201.18004
975,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Nanosystems Engineers,17-2199.09,202.75542
976,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Search Marketing Strategists,13-1161.01,203.5812
977,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Bioinformatics Technicians,15-2099.01,205.27376
978,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Astronomers,19-2011.00,207.88995
979,"Quantum Applications Research Mngr (San Jose, CA or Ykt Heights, NY)",Network and Computer Systems Administrators,15-1244.00,209.07639
980,"Manager, Ecosystem Builder",Economists,19-3011.00,89.745895
981,"Manager, Ecosystem Builder",Public Relations Managers,11-2032.00,99.33833
982,"Manager, Ecosystem Builder","Psychology Teachers, Postsecondary",25-1066.00,99.36687
983,"Manager, Ecosystem Builder",Search Marketing Strategists,13-1161.01,100.501595
984,"Manager, Ecosystem Builder","Compensation, Benefits, and Job Analysis Specialists",13-1141.00,101.24205
985,"Manager, Ecosystem Builder","Anthropology and Archeology Teachers, Postsecondary",25-1061.00,102.086716
986,"Manager, Ecosystem Builder","Economics Teachers, Postsecondary",25-1063.00,102.186356
987,"Manager, Ecosystem Builder","Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,102.96071
988,"Manager, Ecosystem Builder","English Language and Literature Teachers, Postsecondary",25-1123.00,103.16227
989,"Manager, Ecosystem Builder",Equal Opportunity Representatives and Officers,13-1041.03,104.33586
990,"Research Scientist, Quantum Error Correction",Telecommunications Engineering Specialists,15-1241.01,114.84529
991,"Research Scientist, Quantum Error Correction",Web Administrators,15-1299.01,117.22705
992,"Research Scientist, Quantum Error Correction",Biostatisticians,15-2041.01,120.16702
993,"Research Scientist, Quantum Error Correction",Database Administrators,15-1242.00,123.36647
994,"Research Scientist, Quantum Error Correction",Computer Network Architects,15-1241.00,123.69954
995,"Research Scientist, Quantum Error Correction",Web Developers,15-1254.00,125.265366
996,"Research Scientist, Quantum Error Correction",Network and Computer Systems Administrators,15-1244.00,125.62115
997,"Research Scientist, Quantum Error Correction",Statisticians,15-2041.00,126.241066
998,"Research Scientist, Quantum Error Correction",Health Informatics Specialists,15-1211.01,128.50412
999,"Research Scientist, Quantum Error Correction",Software Developers,15-1252.00,132.41158
1000,General Application,Materials Scientists,19-2032.00,140.82318
1001,General Application,Telecommunications Engineering Specialists,15-1241.01,146.1973
1002,General Application,Web Developers,15-1254.00,157.49588
1003,General Application,Nanosystems Engineers,17-2199.09,158.52443
1004,General Application,Bioinformatics Scientists,19-1029.01,160.56735
1005,General Application,Biostatisticians,15-2041.01,160.97661
1006,General Application,Statisticians,15-2041.00,161.49005
1007,General Application,Search Marketing Strategists,13-1161.01,161.5323
1008,General Application,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,164.08147
1009,General Application,Computer Systems Analysts,15-1211.00,164.10909
1010,Student Research Analyst,Architectural and Engineering Managers,11-9041.00,151.71312
1011,Student Research Analyst,Construction Managers,11-9021.00,153.25562
1012,Student Research Analyst,Compliance Managers,11-9199.02,159.10037
1013,Student Research Analyst,Security Managers,11-3013.01,159.60712
1014,Student Research Analyst,Quality Control Analysts,19-4099.01,159.68857
1015,Student Research Analyst,"Transportation, Storage, and Distribution Managers",11-3071.00,159.82065
1016,Student Research Analyst,Validation Engineers,17-2112.02,160.56117
1017,Student Research Analyst,Automotive Engineers,17-2141.02,161.37268
1018,Student Research Analyst,Food Service Managers,11-9051.00,161.436
1019,Student Research Analyst,Emergency Management Directors,11-9161.00,161.4419
1020,Applied Research Associate - FLARE (Emerging Technologies),Telecommunications Engineering Specialists,15-1241.01,109.28032
1021,Applied Research Associate - FLARE (Emerging Technologies),Web Developers,15-1254.00,115.85823
1022,Applied Research Associate - FLARE (Emerging Technologies),Nanosystems Engineers,17-2199.09,116.48719
1023,Applied Research Associate - FLARE (Emerging Technologies),Statisticians,15-2041.00,118.11034
1024,Applied Research Associate - FLARE (Emerging Technologies),Materials Scientists,19-2032.00,123.34923
1025,Applied Research Associate - FLARE (Emerging Technologies),Biostatisticians,15-2041.01,127.25212
1026,Applied Research Associate - FLARE (Emerging Technologies),Computer Network Architects,15-1241.00,128.0889
1027,Applied Research Associate - FLARE (Emerging Technologies),Microsystems Engineers,17-2199.06,129.88759
1028,Applied Research Associate - FLARE (Emerging Technologies),Bioinformatics Scientists,19-1029.01,130.2299
1029,Applied Research Associate - FLARE (Emerging Technologies),Network and Computer Systems Administrators,15-1244.00,130.55144
1030,Quantum Scientist with Security Clearance,Materials Scientists,19-2032.00,130.4124
1031,Quantum Scientist with Security Clearance,Biostatisticians,15-2041.01,137.03265
1032,Quantum Scientist with Security Clearance,Physicists,19-2012.00,138.66858
1033,Quantum Scientist with Security Clearance,Astronomers,19-2011.00,140.6359
1034,Quantum Scientist with Security Clearance,Bioinformatics Scientists,19-1029.01,141.19551
1035,Quantum Scientist with Security Clearance,Forensic Science Technicians,19-4092.00,144.90033
1036,Quantum Scientist with Security Clearance,Nanosystems Engineers,17-2199.09,145.09988
1037,Quantum Scientist with Security Clearance,Telecommunications Engineering Specialists,15-1241.01,146.54178
1038,Quantum Scientist with Security Clearance,Industrial-Organizational Psychologists,19-3032.00,147.06938
1039,Quantum Scientist with Security Clearance,Social Science Research Assistants,19-4061.00,147.94522
1040,Technology Research Analyst,Web Developers,15-1254.00,92.74729
1041,Technology Research Analyst,Search Marketing Strategists,13-1161.01,94.3207
1042,Technology Research Analyst,Telecommunications Engineering Specialists,15-1241.01,100.28393
1043,Technology Research Analyst,Biostatisticians,15-2041.01,110.806984
1044,Technology Research Analyst,Computer Network Architects,15-1241.00,111.117905
1045,Technology Research Analyst,Statisticians,15-2041.00,111.85643
1046,Technology Research Analyst,Energy Auditors,47-4011.01,113.40897
1047,Technology Research Analyst,Clinical Data Managers,15-2051.02,113.820465
1048,Technology Research Analyst,Bioinformatics Scientists,19-1029.01,114.575554
1049,Technology Research Analyst,Business Intelligence Analysts,15-2051.01,115.46327
1050,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Astronomers,19-2011.00,141.03043
1051,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Materials Scientists,19-2032.00,143.83908
1052,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Physicists,19-2012.00,154.64046
1053,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Nanosystems Engineers,17-2199.09,157.29333
1054,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Biostatisticians,15-2041.01,178.36835
1055,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",25-1041.00,179.26266
1056,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Survey Researchers,19-3022.00,180.40343
1057,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Bioinformatics Scientists,19-1029.01,181.7352
1058,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Atmospheric and Space Scientists,19-2021.00,182.89883
1059,"Research Fellow, Quantum Information Processing, Centre For Quantum Technologies",Remote Sensing Scientists and Technologists,19-2099.01,183.1319
1060,Research Associate I,Materials Scientists,19-2032.00,121.64614
1061,Research Associate I,Physicists,19-2012.00,124.364624
1062,Research Associate I,Astronomers,19-2011.00,125.81435
1063,Research Associate I,Nanosystems Engineers,17-2199.09,132.87567
1064,Research Associate I,Remote Sensing Scientists and Technologists,19-2099.01,144.32924
1065,Research Associate I,Nuclear Monitoring Technicians,19-4051.02,145.73184
1066,Research Associate I,Biochemists and Biophysicists,19-1021.00,146.64182
1067,Research Associate I,Geneticists,19-1029.03,148.7747
1068,Research Associate I,Molecular and Cellular Biologists,19-1029.02,150.66646
1069,Research Associate I,Bioinformatics Scientists,19-1029.01,152.20056
1070,"Scientist I (EM / FL), NMC",Materials Scientists,19-2032.00,175.65495
1071,"Scientist I (EM / FL), NMC",Physicists,19-2012.00,182.64627
1072,"Scientist I (EM / FL), NMC",Nanosystems Engineers,17-2199.09,185.43498
1073,"Scientist I (EM / FL), NMC",Forensic Science Technicians,19-4092.00,189.16277
1074,"Scientist I (EM / FL), NMC",Astronomers,19-2011.00,192.5657
1075,"Scientist I (EM / FL), NMC",Telecommunications Engineering Specialists,15-1241.01,196.9517
1076,"Scientist I (EM / FL), NMC",Statisticians,15-2041.00,198.34888
1077,"Scientist I (EM / FL), NMC",Fuel Cell Engineers,17-2141.01,200.92114
1078,"Scientist I (EM / FL), NMC",Photonics Technicians,17-3029.08,202.04327
1079,"Scientist I (EM / FL), NMC",Quality Control Analysts,19-4099.01,202.84074
1080,Research Fellow (Atomtronics),Astronomers,19-2011.00,132.24236
1081,Research Fellow (Atomtronics),Materials Scientists,19-2032.00,135.893
1082,Research Fellow (Atomtronics),Physicists,19-2012.00,140.14433
1083,Research Fellow (Atomtronics),"Agricultural Sciences Teachers, Postsecondary",25-1041.00,146.09274
1084,Research Fellow (Atomtronics),"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,156.6698
1085,Research Fellow (Atomtronics),Nanosystems Engineers,17-2199.09,156.69604
1086,Research Fellow (Atomtronics),"Health Specialties Teachers, Postsecondary",25-1071.00,160.81538
1087,Research Fellow (Atomtronics),"Geography Teachers, Postsecondary",25-1064.00,163.3519
1088,Research Fellow (Atomtronics),"Engineering Teachers, Postsecondary",25-1032.00,163.57153
1089,Research Fellow (Atomtronics),Geneticists,19-1029.03,164.17374
1090,Assistant Professor Research - Fixed,Astronomers,19-2011.00,143.3526
1091,Assistant Professor Research - Fixed,Physicists,19-2012.00,152.98589
1092,Assistant Professor Research - Fixed,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,167.65732
1093,Assistant Professor Research - Fixed,"Engineering Teachers, Postsecondary",25-1032.00,169.6498
1094,Assistant Professor Research - Fixed,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,169.72624
1095,Assistant Professor Research - Fixed,"Geography Teachers, Postsecondary",25-1064.00,170.91507
1096,Assistant Professor Research - Fixed,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,174.03143
1097,Assistant Professor Research - Fixed,"Computer Science Teachers, Postsecondary",25-1021.00,174.85834
1098,Assistant Professor Research - Fixed,"Biological Science Teachers, Postsecondary",25-1042.00,175.13235
1099,Assistant Professor Research - Fixed,"Physics Teachers, Postsecondary",25-1054.00,175.84364
1100,Scientific Business Developer - USA,Materials Scientists,19-2032.00,205.10886
1101,Scientific Business Developer - USA,Astronomers,19-2011.00,214.5678
1102,Scientific Business Developer - USA,Physicists,19-2012.00,217.61543
1103,Scientific Business Developer - USA,Telecommunications Engineering Specialists,15-1241.01,222.26083
1104,Scientific Business Developer - USA,Web Developers,15-1254.00,222.29105
1105,Scientific Business Developer - USA,Forensic Science Technicians,19-4092.00,223.75873
1106,Scientific Business Developer - USA,Nanosystems Engineers,17-2199.09,227.50784
1107,Scientific Business Developer - USA,Biostatisticians,15-2041.01,230.48752
1108,Scientific Business Developer - USA,Web Administrators,15-1299.01,233.25797
1109,Scientific Business Developer - USA,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,234.73447
1110,FAST Labs - Quantum Scientist Intern,Materials Scientists,19-2032.00,123.29764
1111,FAST Labs - Quantum Scientist Intern,Astronomers,19-2011.00,126.7912
1112,FAST Labs - Quantum Scientist Intern,Nanosystems Engineers,17-2199.09,132.44243
1113,FAST Labs - Quantum Scientist Intern,Physicists,19-2012.00,135.42854
1114,FAST Labs - Quantum Scientist Intern,Telecommunications Engineering Specialists,15-1241.01,138.14691
1115,FAST Labs - Quantum Scientist Intern,Bioinformatics Scientists,19-1029.01,145.20651
1116,FAST Labs - Quantum Scientist Intern,Biostatisticians,15-2041.01,149.5563
1117,FAST Labs - Quantum Scientist Intern,"Electronics Engineers, Except Computer",17-2072.00,152.7779
1118,FAST Labs - Quantum Scientist Intern,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,153.86395
1119,FAST Labs - Quantum Scientist Intern,Microsystems Engineers,17-2199.06,154.4113
1120,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Astronomers,19-2011.00,141.03043
1121,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Materials Scientists,19-2032.00,143.83908
1122,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Physicists,19-2012.00,154.64046
1123,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Nanosystems Engineers,17-2199.09,157.29333
1124,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Biostatisticians,15-2041.01,178.36835
1125,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",25-1041.00,179.26266
1126,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Survey Researchers,19-3022.00,180.40343
1127,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Bioinformatics Scientists,19-1029.01,181.7352
1128,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Atmospheric and Space Scientists,19-2021.00,182.89883
1129,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Remote Sensing Scientists and Technologists,19-2099.01,183.1319
1130,Trustworthy AI Research Scientist,Biostatisticians,15-2041.01,108.530014
1131,Trustworthy AI Research Scientist,Web Developers,15-1254.00,117.457695
1132,Trustworthy AI Research Scientist,Telecommunications Engineering Specialists,15-1241.01,121.58313
1133,Trustworthy AI Research Scientist,Materials Scientists,19-2032.00,122.87993
1134,Trustworthy AI Research Scientist,Bioinformatics Scientists,19-1029.01,123.474976
1135,Trustworthy AI Research Scientist,Statisticians,15-2041.00,125.20277
1136,Trustworthy AI Research Scientist,Health Informatics Specialists,15-1211.01,125.864746
1137,Trustworthy AI Research Scientist,Geneticists,19-1029.03,132.64644
1138,Trustworthy AI Research Scientist,Physicists,19-2012.00,134.1911
1139,Trustworthy AI Research Scientist,Database Administrators,15-1242.00,136.4862
1140,"Postdoctoral Fellow, Quantum Information Science",Physicists,19-2012.00,144.48784
1141,"Postdoctoral Fellow, Quantum Information Science",Materials Scientists,19-2032.00,154.0007
1142,"Postdoctoral Fellow, Quantum Information Science",Astronomers,19-2011.00,157.27141
1143,"Postdoctoral Fellow, Quantum Information Science","Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,170.35526
1144,"Postdoctoral Fellow, Quantum Information Science","Agricultural Sciences Teachers, Postsecondary",25-1041.00,173.08015
1145,"Postdoctoral Fellow, Quantum Information Science","Geography Teachers, Postsecondary",25-1064.00,174.00061
1146,"Postdoctoral Fellow, Quantum Information Science",Biochemists and Biophysicists,19-1021.00,175.21384
1147,"Postdoctoral Fellow, Quantum Information Science","Physics Teachers, Postsecondary",25-1054.00,176.42464
1148,"Postdoctoral Fellow, Quantum Information Science","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,176.47488
1149,"Postdoctoral Fellow, Quantum Information Science","Engineering Teachers, Postsecondary",25-1032.00,177.52994
1150,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Physicists,19-2012.00,104.337135
1151,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Materials Scientists,19-2032.00,106.18813
1152,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Nanosystems Engineers,17-2199.09,112.448845
1153,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Statisticians,15-2041.00,117.294815
1154,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Operations Research Analysts,15-2031.00,122.171165
1155,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Astronomers,19-2011.00,125.87656
1156,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Biostatisticians,15-2041.01,129.44391
1157,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Bioinformatics Scientists,19-1029.01,136.68994
1158,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Quality Control Analysts,19-4099.01,139.48172
1159,Research Associate in Condensed Matter Theory and Modelling of Quantum 2D Materials,Microsystems Engineers,17-2199.06,139.54373
1160,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Astronomers,19-2011.00,141.03043
1161,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Materials Scientists,19-2032.00,143.83908
1162,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Physicists,19-2012.00,154.64046
1163,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Nanosystems Engineers,17-2199.09,157.29333
1164,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Biostatisticians,15-2041.01,178.36835
1165,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies","Agricultural Sciences Teachers, Postsecondary",25-1041.00,179.26266
1166,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Survey Researchers,19-3022.00,180.40343
1167,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Bioinformatics Scientists,19-1029.01,181.7352
1168,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Atmospheric and Space Scientists,19-2021.00,182.89883
1169,"Visiting Research Associate Professor (Quantum Optomechanics ), Centre for Quantum Technologies",Remote Sensing Scientists and Technologists,19-2099.01,183.1319
1170,Software Development in AI Research – Student Position - Research Lab,Computer and Information Research Scientists,15-1221.00,125.7527
1171,Software Development in AI Research – Student Position - Research Lab,Materials Scientists,19-2032.00,126.05499
1172,Software Development in AI Research – Student Position - Research Lab,"Computer Science Teachers, Postsecondary",25-1021.00,126.09418
1173,Software Development in AI Research – Student Position - Research Lab,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,126.7269
1174,Software Development in AI Research – Student Position - Research Lab,"Psychology Teachers, Postsecondary",25-1066.00,127.53095
1175,Software Development in AI Research – Student Position - Research Lab,Web Developers,15-1254.00,128.32993
1176,Software Development in AI Research – Student Position - Research Lab,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,130.24121
1177,Software Development in AI Research – Student Position - Research Lab,Telecommunications Engineering Specialists,15-1241.01,130.27138
1178,Software Development in AI Research – Student Position - Research Lab,"Health Specialties Teachers, Postsecondary",25-1071.00,130.353
1179,Software Development in AI Research – Student Position - Research Lab,"Forestry and Conservation Science Teachers, Postsecondary",25-1043.00,130.6631
1180,Theory of Quantum Matter Scientist (Scientist 2/3),Physicists,19-2012.00,107.80852
1181,Theory of Quantum Matter Scientist (Scientist 2/3),Materials Scientists,19-2032.00,115.78676
1182,Theory of Quantum Matter Scientist (Scientist 2/3),Astronomers,19-2011.00,120.6543
1183,Theory of Quantum Matter Scientist (Scientist 2/3),Nanosystems Engineers,17-2199.09,136.88669
1184,Theory of Quantum Matter Scientist (Scientist 2/3),Forensic Science Technicians,19-4092.00,151.7543
1185,Theory of Quantum Matter Scientist (Scientist 2/3),Biostatisticians,15-2041.01,158.09961
1186,Theory of Quantum Matter Scientist (Scientist 2/3),Remote Sensing Scientists and Technologists,19-2099.01,158.54678
1187,Theory of Quantum Matter Scientist (Scientist 2/3),Bioinformatics Scientists,19-1029.01,159.24399
1188,Theory of Quantum Matter Scientist (Scientist 2/3),Statisticians,15-2041.00,159.25719
