,Unnamed: 0,Title,Organisation ID,Organisation Name,Organisation Profile,Posted By - Name,Posted By - Profile,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry.1,Link,key,real_link,title,location,company,position,type,description
624,624,Junior Cloud Architect,b3JnOjE2MjQ3,Deloitte,,,,-,"Budapest, Hungary",,,Hybrid,,,,,2022-10-02 14:56:41,2022-10-05 14:14:31,,,NO,,,https://www.linkedin.com/jobs/view/3299290918,www.linkedin.com,https://www.linkedin.com/jobs/view/3299290918,Junior Cloud Architect,"Budapest, Hongrie",Deloitte,,Temps plein,"Who we are looking for
Solid understanding of MS Azure, AWS or GCP cloud architectural concepts
Be a quick and independent learner, self-dependent and creative problem solver
Fluency in written and spoken English"
629,629,Lecturer - Bachelor of International Public Health program,b3JnOjE3NTMz,UNSW,,,,-,"Paris, Île-de-France, France",,,On-site,,,,,2022-09-30 04:42:06,2022-10-05 14:14:31,,external-careers.jobs.unsw.edu.au,NO,,,https://www.linkedin.com/jobs/view/3295324190,www.linkedin.com,https://www.linkedin.com/jobs/view/3295324190,Lecturer - Bachelor of International Public Health program,Paris,UNSW,,Temps plein,"This Job is based in Australia

Lecturer - Bachelor of International Public Health program

The School of Population Health is a leader in education in public health, global health and health leadership and management. The primary purpose of this new position is to support the development and teaching of courses in the Bachelor of International Public Health (BIPH) program, which is delivered by the School of Population Health. The BIPH is a three-year degree that provides students with an understanding of the key issues impacting the health of Australian and international populations and supports the development of in-demand job skills needed to design, develop, and implement solutions to these global challenges and to ensure that they have social impact.




The Lecturer will have experience across a range of specialty areas in public health including noncommunicable diseases, program evaluation, public health advocacy, who can contribute to postgraduate and undergraduate teaching. A Lecturer is expected to carry out activities to develop their scholarly research and professional activities both nationally and internationally and to contribute significantly to achieving the teaching and service missions of the School and Faculty.



To be successful in this role you will:




Please click Apply now to submit your application online. Applications should not be sent to the contact listed below. Can you please provide a resume and a cover letter addressing your interest in the role. Please see the full position description found here.



A/Professor Holly Seale h.seale@unsw.edu.au

Thursday 27th October before 11.30pm."
845,845,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,Hybrid,,,,,2022-09-30 08:08:56,2022-10-05 14:14:51,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291695984,www.linkedin.com,https://www.linkedin.com/jobs/view/3291695984,Modern Work Cloud Specialist for Lifesciences and Chemicals,"Cologne, Rhénanie du Nord-Westphalie, Allemagne",Microsoft,,Temps plein,"Are you inspired to help customers empower their employees, maximize the employee experience, and do great work using the devices and apps they love? We are looking for someone to help customers who are undergoing significant changes to the way they work as we continue to shift into a truly hybrid work model. Microsoft is at the forefront of this transformation come and help organizations rethink aspects of their business in a way that sets them and their people up for success in this new world of work.

In the MW Specialists team we are looking for passionate, experienced, and credible specialist sellers with a drive for developing and winning strategic opportunities that deliver end-to-end Modern Work thought leadership driving significant customer value and enabling transformational customer outcomes. As a MW Specialist you will build digital transformation modern work strategies with customers, collaborating across different groups inside the Customer environment to successfully enable customers to drive transition to Digital transformation in a hybrid work environment. You will lead consultative customer conversations and collaborate on the planning, orchestration and execution of end-to-end Frontline worker, employee experience, Teams Rooms and Phone, and Next Generation Windows Experiences opportunities with internal stakeholders and partners to cross-sell and up-sell. This opportunity will allow you to learn and accelerate your career growth, honing your solution sales and collaboration skills and deepening your modern worker end-to-end expertise.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

#NextPlay





Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
848,848,Netzplaner Telekommunikation (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 15:20:45,2022-10-05 14:14:51,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296431800,www.linkedin.com,https://www.linkedin.com/jobs/view/3296431800,Netzplaner Telekommunikation (all genders),"Hambourg, Hambourg, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Aviation und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.communications@umlaut.com. Wir freuen uns auf deine Bewerbung, inklusive deiner Gehaltsvorstellung und Verfügbarkeit!"
851,851,Analyst Energieinfrastruktur (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-30 03:20:35,2022-10-05 14:14:51,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295198044,www.linkedin.com,https://www.linkedin.com/jobs/view/3295198044,Analyst Energieinfrastruktur (all genders),"Munich, Bavière, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
889,889,Project Assistant (Cyber Security),b3JnOjM3NTE5ODI=,Realtime Recruitment,,,,-,"Bottom, Northern Ireland, United Kingdom",,,On-site,,,,,2022-09-27 14:52:24,2022-10-05 14:14:51,,www1.jobdiva.co.uk,NO,,,https://www.linkedin.com/jobs/view/3277714786,www.linkedin.com,https://www.linkedin.com/jobs/view/3277714786,Project Assistant (Cyber Security),"Bottom, Irlande du Nord, Royaume-Uni",Realtime Recruitment,,Temps plein,"Delighted to be representing a small but mighty NI Tech company as they look for a NEW Project Assistant to join their team!

Your New Company:
This is an excellent opportunity to join an award-winning, thriving start-up in NI and start your journey in a fast-paced and exciting industry.
As they continue to create breakthroughs at the forefront of technology, this company is looking for a self-motivated and analytical Project Assistant to join their team and assist the Project Manager and project management function with logistical and administrative tasks. An excellent steppingstone into the world of project management!"
945,945,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Stuttgart, Baden-Württemberg, Germany",,,Hybrid,,,,,2022-09-30 08:09:03,2022-10-05 14:14:59,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291695983,www.linkedin.com,https://www.linkedin.com/jobs/view/3291695983,Modern Work Cloud Specialist for Lifesciences and Chemicals,"Stuttgart, Bade-Wurtemberg, Allemagne",Microsoft,,Temps plein,"Are you inspired to help customers empower their employees, maximize the employee experience, and do great work using the devices and apps they love? We are looking for someone to help customers who are undergoing significant changes to the way they work as we continue to shift into a truly hybrid work model. Microsoft is at the forefront of this transformation come and help organizations rethink aspects of their business in a way that sets them and their people up for success in this new world of work.

In the MW Specialists team we are looking for passionate, experienced, and credible specialist sellers with a drive for developing and winning strategic opportunities that deliver end-to-end Modern Work thought leadership driving significant customer value and enabling transformational customer outcomes. As a MW Specialist you will build digital transformation modern work strategies with customers, collaborating across different groups inside the Customer environment to successfully enable customers to drive transition to Digital transformation in a hybrid work environment. You will lead consultative customer conversations and collaborate on the planning, orchestration and execution of end-to-end Frontline worker, employee experience, Teams Rooms and Phone, and Next Generation Windows Experiences opportunities with internal stakeholders and partners to cross-sell and up-sell. This opportunity will allow you to learn and accelerate your career growth, honing your solution sales and collaboration skills and deepening your modern worker end-to-end expertise.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

#NextPlay





Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
1154,1154,Data Consultant Energy (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 03:20:34,2022-10-05 14:15:16,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295195316,www.linkedin.com,https://www.linkedin.com/jobs/view/3295195316,Data Consultant Energy (all genders),"Berlin, Berlin, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1156,1156,Head of Developer Relations (DK),b3JnOjgxMDE2MDcx,Signaloid,,,,-,"Copenhagen, Capital Region, Denmark",,,Remote,,,,,2022-09-08 22:52:53,2022-10-05 14:15:16,,apply.workable.com,NO,,,https://www.linkedin.com/jobs/view/3259498373,dk.linkedin.com,https://dk.linkedin.com/jobs/view/head-of-developer-relations-dk-at-signaloid-3307212212,Head of Developer Relations (DK),"Copenhague, Région de la Capitale, Danemark",Signaloid,,Temps plein,"Signaloid provides efficient computing hardware and software technologies to quantify, transmit, and track data uncertainty in computations on empirical data. Our technologies are used in applications including materials modeling, autonomous systems, computational finance, machine learning, and noisy intermediate-scale quantum computing. Our team consists of contrarian engineers with combined research, engineering, and leadership experience from Apple, ARC, ARM, Bell Labs, CMU, University of Cambridge, EPFL, IBM Research, Max Planck, MIT, and NEC Labs. Find out more at https://signaloid.com and try out the Signaloid uncertainty-tracking computing platform by signing up for free at https://get.signaloid.io.

Role Description

In this role, you will:








Our Recruiting Procedure




You will get to see your work very quickly deployed in products used by people in the real world, including:"
1172,1172,Praktikant / Werkstudent Batteriespeicher (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 03:20:10,2022-10-05 14:15:16,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295194543,www.linkedin.com,https://www.linkedin.com/jobs/view/3295194543,Praktikant / Werkstudent Batteriespeicher (all genders),"Hambourg, Hambourg, Allemagne",Accenture DACH,,Temps partiel,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1191,1191,"Student Researcher, PhD, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Toronto, ON",,,,,,,,2022-09-27 20:23:49,2022-10-05 14:15:16,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289021247,www.linkedin.com,https://www.linkedin.com/jobs/view/3289021247,"Student Researcher, PhD, 2023","Toronto, Ontario, Canada",Google,,Stagiaire / Alternant,"Participation in this program requires that you are located in Canada for the duration of the engagement.

This opportunity is intended for students who are pursuing a PhD degree with an anticipated graduation date after December 2024, depending on their program and unique circumstances. If you are graduating before December 2024, we encourage you to apply to the Research Internship opening.

To start the application process, you will need an updated CV or resume and a current unofficial or official transcript in English (PDFs preferred). Please ensure your anticipated graduation dates (in MM/YY) and any proficiency in coding languages are listed on resume.

Note: By applying to this position you will have an opportunity to share your preferred working location from the following: .

Minimum qualifications:


Preferred qualifications:




The Student Researcher Program’s primary objective is to foster academic collaborations with students through research at Google. Join us for a paid Student Researcher position that offers the opportunity to work directly with Google research scientists and engineers on cutting-edge research projects.

The Student Researcher Program offers more opportunities for research students to work on critical research projects at Google in a less structured way. The program allows for opportunities beyond the limitations of our traditional internship program on aspects such as duration, time commitment, and working location (with options for on-site or remote). The topics student researchers work on tend to be open-ended and exploratory, and don't always have a clear deliverable like a traditional internship would.

Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software engineers and research scientists. Google Research teams collaborate closely with other teams across Google, maintaining the flexibility and versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.





Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form ."
1197,1197,Praktikant / Werkstudent Batteriespeicher (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Hamburg, Hamburg, Germany",,,On-site,,,,,2022-09-30 03:20:10,2022-10-05 14:15:20,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295194543,www.linkedin.com,https://www.linkedin.com/jobs/view/3295194543,Praktikant / Werkstudent Batteriespeicher (all genders),"Hambourg, Hambourg, Allemagne",Accenture DACH,,Temps partiel,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1201,1201,Praktikant/Werkstudent Technology Strategy & Transformation (m/w/d) in Stuttgart,b3JnOjE2MjQ3,Deloitte,,,,-,"Stuttgart, Baden-Württemberg, Germany",,,On-site,,,,,2022-09-20 17:09:28,2022-10-05 14:15:20,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3273212414,www.linkedin.com,https://www.linkedin.com/jobs/view/3273212414,Praktikant/Werkstudent Technology Strategy & Transformation (m/w/d) in Stuttgart,"Stuttgart, Bade-Wurtemberg, Allemagne",Deloitte,,Temps plein,"Du machst den Unterschied. Ob im Business Audit & Assurance, Risk Advisory, Tax & Legal, Financial Advisory oder Consulting: Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make?

Du willst im Bereich Kunden dabei unterstützen, ihre Strategie mit innovativen Technologien umzusetzen? Unser Team konzipiert und steuert digitale Transformationsprogramme, die Unternehmen dauerhaft agiler machen. Sichere unseren gemeinsamen Erfolg und mach mit uns den Unterschied: als

Für unsere Teams an den Standorten suchen wir engagierte Verstärkung.








Als Praktikant:in / Werkstudent:in bist du ab sofort idealerweise für einen Zeitraum von 6 Monaten verfügbar.

Wir freuen uns über Bewerbungen von Menschen, die so vielfältig sind wie wir – unabhängig von Alter, Behinderung, ethnischer Herkunft und Nationalität, Geschlecht, Religion, sexueller Orientierung oder sozialer Herkunft. Alle Infos zu unserem Bewerbungsprozess findest du in unseren

Job-ID: 29861"
1206,1206,Head of Product,b3JnOjgxMDE1MjY4,Quantum Machines,,,,-,"Tel Aviv, Tel Aviv, Israel",,,,,,,,2022-08-30 08:30:29,2022-10-05 14:15:20,,www.quantum-machines.co,NO,,,https://www.linkedin.com/jobs/view/3238359752,www.linkedin.com,https://www.linkedin.com/jobs/view/3238359752,Head of Product,"Tel-Aviv-Jaffa, Tel-Aviv, Israël",Quantum Machines,,Temps plein,"Quantum Machines is the global leader in control systems for quantum computing, a field on the verge of exponential growth, bringing about opportunities like those made possible with the invention of classical computing 50 years ago. We are assembling the strongest team of professionals in the world with the goal of revolutionizing how quantum computers are built and controlled and accelerating their arrival. Quantum Machines is backed by top-tier investors such as Battery Ventures, TLV Partners, Red Dot Capital, and Avigdor Willenz’s investment group

Quantum Machines is seeking a Head of that will be a member of an ambitious and rapidly growing global organization leading QM’s Product organization.

As Head of Product, you will lead planning, implementing, managing, and running all the company’s product strategy/work plans/initiatives globally. You will report to the CTO & lead a global product team.

:



:"
1211,1211,Senior Manager - Network Business Analytics,b3JnOjEwMzIzNjk=,Disney Star,,,,-,"Mumbai, Maharashtra, India",,,Hybrid,,,,,2022-09-20 09:46:04,2022-10-05 14:15:20,,,NO,,,https://www.linkedin.com/jobs/view/3276401060,www.linkedin.com,https://www.linkedin.com/jobs/view/3276401060,Senior Manager - Network Business Analytics,"Mumbai, Maharashtra, Inde",Disney Star,,Temps plein,"CONTEXT:
We are central team that is applies analytics across platforms to derive consumer insights. These insights are shaping the decisions on consumer and content strategy on our subscription and freemium business on Disney+ hotstar. We are also responsible for tracking the network health and solving for overall network share growth on TV side."
1225,1225,"Asscociate Technical Account Manager - TechU Graduate Program , Amazon Web Services",b3JnOjEzNzM4NzYw,Amazon Web Services (AWS),,,,-,"Munich, Bavaria, Germany",,,,,,,,2022-10-05 10:12:28,2022-10-05 14:15:20,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3226940498,www.linkedin.com,https://www.linkedin.com/jobs/view/3226940498,"Asscociate Technical Account Manager - TechU Graduate Program , Amazon Web Services","Munich, Bavière, Allemagne",Amazon Web Services (AWS),,Temps plein,"Job Summary

DESCRIPTION

Note

Locations: Berlin, Munich or Frankfurt (am Main)

Program Start Dates: March or September 2023

Are you passionate about collaborating with technology and business leaders to deliver cloudbased solutions?

Amazon Web Services (AWS) is seeking recent graduates and early career professionals

interested in jump-starting a technical career as an Associate Technical Account Manager.

AWS TechU is 12 month accelerated workforce development program focused on helping

recent graduates and early career professionals build technical and professional skills to jumpstart technical careers at AWS. The program features a six-month cohort-based training followed by six months of on-the-job-training. You will complete specialized curriculum,shadow AWS experts, and receive coaching and on-the-job training to help you succeed in your new role. The curriculum is delivered through a mix of digital and classroom training, hands-on labs, and project work.



Are you ready to embrace the challenge? Come build the future with us.

Key job responsibilities

Associate Technical Account Manager

Associate Technical Account Managers (TAM) support AWS customers’ creative and transformative spirit of innovation across all technologies, including but not limited to: Compute, Storage, Database, Big Data, Application-level Services, Networking, Serverless, Deployment, and Security. Associate TAMs provide advocacy and strategic technical guidance to help plan and build solutions using best practices, and proactively keep customers’ AWS environments operationally healthy.

Associate TAMs work with both technical and business leaders at AWS customers. Longterm planning and driving toward successful technical and business outcomes is an Associate TAM's primary focus. Associate TAMs do this by leading both tactical and strategic activities for AWS customers such as issue escalation, launch support planning, training initiatives, operational reviews, cost optimization, and more. Associate TAMs advocate for their customers with AWS leadership at all levels.

Internally, Associate TAMs are able to dive deep and contribute to the larger AWS community. Associate TAMs are able to do this via Technical Field Communities; Areas of Depth; content development; leading or contributing to projects; and many other activities.

A day in the life

https://www.youtube.com/watch?v=8I3mvFn_EBM



Inclusive Team Culture

Here at AWS, it’s in our nature to learn and be curious about diverse perspectives. Our employee-led affinity groups foster a culture of inclusion that empower employees to feel proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness.

Work/Life Harmony

Our team puts a high value on work-life harmony. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfilment and we encourage you to find your own balance between your work and personal lives which is why flexible work hours and arrangements are part of our culture.

Mentorship & Career Growth

We have a career path for you no matter what stage you’re in when you start here. We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional.




science/technical field OR equivalent training, certifications, and/or experience (0-2

years).

C#, or C++ OR the interest and technical ability to learn a programming language.

challenges and solutions to both large and small audiences.



(Relational and/or NoSQL), Operating Systems (Unix, Linux, and/or Windows)

methodologies; Experience with infrastructure as code, ops automation, and/ or

configuration management tools such as Chef, Puppet, or Ansible.

and/or S3.

project or while working for a company.

EMEA Student Programs Team

Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.

m/w/d


- AWS EMEA SARL (Germany Branch)

Job ID: A2204571"
1233,1233,Planning - Business Analyst,b3JnOjczNDM2Njc2,Zepto,,,,-,"Mumbai, Maharashtra, India",,,On-site,,,,,2022-08-26 23:06:13,2022-10-05 14:15:20,,zeptonow.cluster3.openings.co,NO,,,https://www.linkedin.com/jobs/view/3280081004,in.linkedin.com,https://in.linkedin.com/jobs/view/planning-business-analyst-at-zepto-3324747932,Planning - Business Analyst,"Mumbai, Maharashtra, Inde",Zepto,,Temps plein,"Our Story

Zepto is a fast-growing startup that delivers groceries in 10 minutes flat through an optimized network of dark stores that we're building across the country! We’re scaling up throughout Mumbai quickly and, in the next 6 months, we’ll be launching in Bangalore, Delhi, Pune and Hyderabad.

We’re incredibly well-funded and our investors include Y Combinator, Nexus Venture Partners, and more! We’ve also built out one of the best startup teams in India, with Senior Executives from Uber, Flipkart, Swiggy, Dream11 and institutions like Stanford, INSEAD, IIM, and IIT.

Why Join Us?"
1246,1246,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hamburg, Hamburg, Germany",,,Hybrid,,,,,2022-09-30 08:09:08,2022-10-05 14:15:23,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291697867,www.linkedin.com,https://www.linkedin.com/jobs/view/3291697867,Modern Work Cloud Specialist for Lifesciences and Chemicals,"Hambourg, Hambourg, Allemagne",Microsoft,,Temps plein,"Are you inspired to help customers empower their employees, maximize the employee experience, and do great work using the devices and apps they love? We are looking for someone to help customers who are undergoing significant changes to the way they work as we continue to shift into a truly hybrid work model. Microsoft is at the forefront of this transformation come and help organizations rethink aspects of their business in a way that sets them and their people up for success in this new world of work.

In the MW Specialists team we are looking for passionate, experienced, and credible specialist sellers with a drive for developing and winning strategic opportunities that deliver end-to-end Modern Work thought leadership driving significant customer value and enabling transformational customer outcomes. As a MW Specialist you will build digital transformation modern work strategies with customers, collaborating across different groups inside the Customer environment to successfully enable customers to drive transition to Digital transformation in a hybrid work environment. You will lead consultative customer conversations and collaborate on the planning, orchestration and execution of end-to-end Frontline worker, employee experience, Teams Rooms and Phone, and Next Generation Windows Experiences opportunities with internal stakeholders and partners to cross-sell and up-sell. This opportunity will allow you to learn and accelerate your career growth, honing your solution sales and collaboration skills and deepening your modern worker end-to-end expertise.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

#NextPlay





Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
