,countRef,openDate,sector,europages,company_class_1,employer,employerType,jobTitle,type,countries
1708,1709,20220214,automotive embedded software development tools,Distributor,,etas,O,werkstudent - applied post-quantum kryptographie (w/m/div.),P,DE
1709,1710,20211106,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,ion trap physicist,A,GB
1710,1711,20220108,,Service Provider,,ic resources,O,analog ic design engineer - quantum computing,A,GB
1711,1712,20210918,independent quantum computing company,,company,cambridge quantum computing,O,qai/qnlp research scientist,A,GB
1712,1713,20220509,diamond company,,company,de beers group of companies,O,engineering technician apprentice,A,GB
1713,1714,20210811,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,de: senior talent partner,A,DE
1714,1715,20220520,,,university,university of birmingham,U,research fellow in ion cooling and trapping - physics and astronomy - 99583,A,GB
1715,1716,20210410,independent quantum computing company,,company,cambridge quantum computing,O,software development manager,A,GB
1716,1717,20210802,global professional services company,,company,accenture,O,blockchain solution architect,A,GB
1717,1718,20220729,,,university,the university of manchester,U,research associate in atomic physics,A,GB
1718,1719,20220118,,Service Provider,,helmholtz-zentrum dresden-rossendorf,O,phd (f/m/d) quantum materials,A,DE
1719,1720,20220905,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,quantum materials scientist industrial placement,A,GB
1720,1721,20220821,IoT security company,,company,angoka,O,operations executive to coo,A,GB
1721,1722,20220405,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,hardware modelling engineer,A,GB
1722,1723,20210227,,,,uk research & innovation (ukri),O,business development manager,A,GB
1723,1724,20220106,a quantum computing hardware and software company,,company,oxford quantum circuits,O,laboratory supervisor,A,GB
1724,1725,20210423,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,quality officer,A,GB
1725,1726,20210423,,,university,university of manchester,U,research associates in condensed matter theory and modelling of quantum 2d materials x 3 posts,P,GB
1726,1727,20210217,"provides software for materials scientists in the chemical industry, as well as in academia",Distributor,,hqs quantum simulations,O,quantum algorithms developer (m/f/x),A,DE
1727,1728,20220203,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,"quantum researcher, experiment (all levels)",A,DE
1728,1729,20220511,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,senior computational scientist - qm/mm methods,A,GB
1729,1730,20220424,,,university,the university of manchester,U,research associate in condensed matter theory and modelling of quantum 2d materials,A,GB
1730,1731,20220510,cybersecurity company,,company,pqshield,O,sales & marketing ops associate,A,GB
1731,1732,20210521,a dynamic school that tailors the teaching to each doctoral student individually,,,max planck institute of microstructure physics,O,"phd / postdoc (m/f/d) | design, synthesis, and spectroscopy of electronic interfaces for new quantum technologies",P,DE
1732,1733,20211029,semiconductor and software design company,,company,arm,O,research intern - systems,I,GB
1733,1734,20220726,,,university,technical university of munich (tum),U,student assistant for outreach activities at munich quantum valley (m/f/d),I,DE
1734,1735,20220610,a university,,university,carl von ossietzky universitt oldenburg,U,"doctoral position (m/f/d), e13",A,DE
1735,1736,20220518,quantum technologies,,,quantrolox ltd,O,applied researcher (2),A,GB
1736,1737,20210503,,,university,university of edinburgh,U,business development manager,A,GB
1737,1738,20210622,a technology company,,company,ibm,O,development engineer system and board design (m / f / x),A,DE
1738,1739,20210501,,Service Provider,,bosch group,O,engineer microintegration of quantum sensors,A,DE
1739,1740,20210527,a German public university,,university,universitt kassel,U,"research assistant (eg 13 tv-h) at the institute of nanostructure technologies and analytics (ina), technological physics, nano optics group",A,DE
1740,1741,20220204,a not-for-profit company,,company,fraunhofer uk research ltd,O,researcher position: quantum technologies researcher,A,GB
1741,1742,20220305,,,university,technical university of munich (tum),U,physics engineer (m/f/d),A,DE
1742,1743,20220608,,,university,heriot watt university,U,research associate,A,GB
1743,1744,20210714,independent quantum computing company,,company,cambridge quantum computing,O,research scientist - cryptography (for quantum cryptography),A,GB
1744,1745,20220319,,,university,university of st andrews,U,post-doctoral research fellow in quantum simulators,P,GB
1745,1746,20211026,measurement standards laboratory of India,,,council of scientific and industrial research–national physical laboratory (csir–npl),O,senior/lead project manager,A,GB
1746,1747,20220205,independent quantum computing company,,company,cambridge quantum computing,O,hr generalist (6 month ftc),A,GB
1747,1748,20220525,cybersecurity company,,company,pqshield,O,talent acquisition manager (engineering),A,GB
1748,1749,20210714,independent quantum computing company,,company,cambridge quantum computing,O,quantum research scientist - germany/munich,A,DE
1749,1750,19/11/2022,"an integrated business from the hardware development of quantum computers, software development and provision of services",,company,quantinuum,O,senior compiler engineer (quantum software),A,GB
1750,1751,20211203,,,university,university of southampton,U,research fellow in quantum optics,A,GB
1751,1752,20220404,a high-tech startup,,company,q.ant gmbh,O,software developer for novel quantum sensors (m/f/d),A,DE
1752,1753,20220125,,,university,university of southampton,U,phd studentship - deep uv qpm materials,A,GB
1753,1754,20211127,international state-of-the-art competence center for science & technology as well as service & transfer for innovations in and by crystalline materials,,,leibniz institute for crystal growth (ikz),O,phd student position (m/f/d),A,DE
1754,1755,20220108,telecommunications company,,company,nu quantum,O,electronics/hardware engineer,A,GB
1755,1756,20201216,independent quantum computing company,,company,cambridge quantum computing,O,lead generation and market intelligence specialist,A,GB
1756,1757,20210331,red brick Russell Group research university,,university,university of bristol,U,heilbronn research fellowship in quantum computing,A,GB
1757,1758,20211126,independent quantum computing company,,company,cambridge quantum computing,O,research scientist applications (quantum chemistry),A,GB
1758,1759,20210716,a technology company,,company,ibm,O,development engineer processor logic designer (m / f / x),A,DE
1759,1760,20210525,,,university,university of oxford,U,postdoctoral research assistant in low temperature quantum materials physics,P,GB
1760,1761,20210508,,category other,,infineon technologies,O,doctoral thesis: quantum technology (f/m/div)*,A,DE
1761,1762,20211021,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd-position - development of scalable superconducting quantum systems,A,DE
1762,1763,20211208,,,university,university of sheffield,U,research associate in molecular beam epitaxy (mbe) - national epitaxy faculty,F,GB
1763,1764,20210526,software solutions,,,easyrecrue,O,research engineer multi-domain simulation of quantum sensors,A,DE
1764,1765,20220528,,,university,imperial college london,U,quantum centre and network manager,A,GB
1765,1766,20210731,,,university,universitat hamburg,U,research associate for the project cluster of excellence cui: advanced imaging of matter - design and setup of a versatile optical tweezer array for quantum simulation with yb rydberg atoms,A,DE
1766,1767,20210922,,,university,universitat hamburg,U,research associate for the project cluster of excellence cui: advanced imaging of matter - controlling majorana modes in atomic chains,A,DE
1767,1768,20210709,,,university,university of birmingham,U,research fellow (atom interferometry navigation),A,GB
1768,1769,20211113,,,university,university of glasgow,U,research associate,A,GB
1769,1770,20211103,major German automobile manufacturer,,company,volkswagen ag,O,phd student (m / f / d) on quantum machine learning,A,DE
1770,1771,20220312,symmetric encryption reborn for the cloud,category other,,arqit limited,O,experienced software qa/automation/sdet engineers,A,GB
1771,1772,20211210,"an independent, non-profit research organization",,,max planck institute for nuclear physics,O,post doctoral research associate (m/f/d) | quantum dynamics and control,P,DE
1772,1773,20211117,,,university,heriot watt university,U,research associate in optical sensing technologies for medical applications,A,GB
1773,1774,20210511,a leading provider of high technology tools and systems for research and industry,,,oxford instrumentsi plc,O,technical project manager,A,GB
1774,1775,20211005,a cutting edge technology company,,company,quantum detectors,O,application scientist,A,GB
1775,1776,20210911,,,university,university of exeter,U,postdoctoral research fellow,P,GB
1776,1777,20220129,,,university,leibniz universitat hanover,U,"research assistant (phd position, m/f/d) – photonic quantum system for high-dimensional information processing",A,DE
1777,1778,20210909,a research institute in which scientists and engineers work together,,,leibniz institute for solid state and materials research dresden (ifw dresden),O,doctoral researcher position (m/f/d),A,DE
1778,1779,20220517,regroupement d'instituts de recherche allemands œuvrant dans différents domaines scientifiques,,,leibniz-gemeinschaft,O,engineer mechanical engineering (m/f/d),A,DE
1779,1780,20220515,Recruitment Agency,,,amazing prospects ltd,O,quantum computing software engineer,A,GB
1780,1781,20210309,telecommunications company,,company,nu quantum,O,electronics lab technician,A,GB
1781,1782,20220414,independent quantum computing company,,company,cambridge quantum computing,O,corporate counsel,A,GB
1782,1783,20210629,symmetric encryption reborn for the cloud,category other,,arqit limited,O,quantum specialist/photonics specialist,A,GB
1783,1784,20220810,the world's leading applied research organisation,,,fraunhofer-gesellschaft (fraunhofer society),O,student assistant / intern/ thesis student photonic quantum technology (iof-2022-37),I,DE
1784,1785,20220820,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,fpga design engineer,A,GB
1785,1786,20220625,a UK company developing a completely new approach towards quantum computing,,company,orca computing,O,"electronic engineer, quantum",A,GB
1786,1787,20211014,,,,fraunhofer-institut fr angewandte optik und feinmechanik,O,student assistant / intern in image processing and gui development,I,DE
1787,1788,20211217,,,,kets quantum security ltd,O,cryptographic engineer,A,GB
1788,1789,20211124,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,strategic talent partner (quantum technology),A,DE
1789,1790,20220202,,,university,technical university of munich (tum),U,quantum researchers/engineers (m/f/d),A,DE
1790,1791,20211224,,Manufacturer/ Producer,,atos,O,technical expert - quantum computing (m/w/d),A,DE
1791,1792,20210415,,category other,,magnetic shields ltd.,O,junior physicist,A,GB
1792,1793,20220823,,,university,university of oxford,U,postdoctoral research assistant in quantum engineering,P,GB
1793,1794,20220509,"a team of physicists, chemists, computer scientists and entrepreneurs committed to exploring quantum computing to solve problems that impact people's lives",Service Provider,,algorithmiq ltd.,O,lead software engineer,A,DK
1794,1795,20220912,,,university,durham university,U,research assistant in quantum light and matter,A,GB
1795,1796,20210217,independent quantum computing company,,company,cambridge quantum computing,O,quantum algorithms research scientist,A,GB
1796,1797,20210423,,,university,newcastle university,U,research assistant/associate in quantum gases,A,GB
1797,1798,20220204,develops and manufactures high-end laser systems for scientific and industrial applications,,company,toptica photonics,O,physicist / development engineer for tunable diode lasers,A,DE
1798,1799,20220305,the largest research institute in the world specializing in general relativity and beyond,,,max planck institute for gravitational physics,O,phd positions in the aei 10m prototype,A,DE
1799,1800,20211212,,,university,the university of manchester,U,research associate in quantum transport of van der waals materials,A,GB
1800,1801,20211106,"a German educational
institution focused on research, teaching, and innovation",,,karlsruhe institute of technology (kit),O,koordinatorin / koordinator (w/m/d) der kit graduate school of quantum matter,A,DE
1801,1802,20220201,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,senior hpc engineer - quantum software and applications,A,DE
1802,1803,20220614,,,university,university of edinburgh,U,senior researcher,A,GB
1803,1804,20220209,research university,,university,technische universitat (tu) darmstadt,U,research assistant/phd student (all genders) in quantum computing,A,DE
1804,1805,20210331,,,university,royal holloway university of london,U,pdra experimental condensed matter physics,A,GB
1805,1806,20220606,"technology, software and digital recruitment consultancy",Service Provider,company,understanding recruitment,O,applied researcher,A,GB
1806,1807,20220401,,,,max planck institute for the science of light,O,student assistant / hiwi (m/f/d),I,DE
1807,1808,20210828,,,university,heriot watt university,U,research associate in solid-state quantum photonics,A,GB
1808,1809,20210409,,,,kets quantum security ltd,O,"administrative director, center for quantum networks",A,GB
1809,1810,20221110,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Service Provider,company,universal quantum,O,engagement manager,A,DE
1810,1811,20211217,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd position - scanning probe study of exotic quantum phenomena,A,DE
1811,1812,20191102,"a leading provider of market insight and market access through research, media, training, smart events and digital demand generation",,,informa tech,O,senior conference producer,A,GB
1812,1813,20210714,,,university,university of birmingham,U,research fellow in cold atom gradiometry,A,GB
1813,1814,20210719,,,university,university of southampton,U,"teaching fellow, quantum, light and matter group",A,GB
1814,1815,20211008,a quantum computing hardware and software company,,company,oxford quantum circuits,O,systems integration engineer,A,GB
1815,1816,20210309,,,university,universitat konstanz,U,fifteen phd and three post-doc positions within the collaborative research center sfb 1432 (f/m/d) (2021/048),P,DE
1816,1817,20221118,the world's leading applied research organisation,,,fraunhofer-gesellschaft (fraunhofer society),O,master thesis in quantum machine learning,I,DE
1817,1818,20201109,independent quantum computing company,,company,cambridge quantum computing,O,data engineer,A,GB
1818,1819,20211106,symmetric encryption reborn for the cloud,category other,,arqit limited,O,financial analyst,A,GB
1819,1820,20220331,multinational technology company,,company,intel,O,pqc cryptographer (f/m/d),A,DE
1820,1821,20220207,major Japanese manufacturer of computers and electronic devices for consumers and industry,,company,toshiba,O,electronics engineer - research and development,A,GB
1821,1822,20220422,provides businesses with an easy on-ramp to quantum and hybrid computing,,company,quantagonia,O,devops/infrastructure developer,A,DE
1822,1823,20211218,a provider of transportation services,category other,,deutsche bahn,O,expert for post-quantum cryptography (f / m / d),P,DE
1823,1824,20220804,,,university,university of york,U,research trainee - quantum readout technologies,A,GB
1824,1825,20220218,aims to make the technology of quantum computing accessible to users in research and industry,,,qar-lab – quantum applications and research laboratory,O,research assistant (m/f/d) with a focus on quantum computing for artificial intelligence,A,DE
1825,1826,20211120,intuitive and cloud-based simulation platform,,company,quantistry gmbh,O,(senior) sales manager (m/f/d),A,DE
1826,1827,20220130,"an educational
institute",,university,dresden university of technology,U,research associate / phd student (m/f/x),A,DE
1827,1828,20220818,a technology company,,company,ibm,O,ibm quantum industry consultant financial services (f/m/x),A,DE
1828,1829,20220315,a technology company,,company,ibm,O,master@ibm - customer success managemen (m/w/x),A,DE
1829,1830,20220803,,,university,university of dundee,U,senior computational chemist,A,GB
1830,1831,20211219,,,,kets quantum security ltd,O,senior / software engineer,A,GB
1831,1832,20220514,"an integrated business from the hardware development of quantum computers, software development and provision of services",,company,quantinuum,O,"research scientist, quantum algorithms (cambridge)",A,GB
1832,1833,20211111,,Service Provider,,ic resources,O,verification engineer - asic,A,GB
1833,1834,20210319,,,university,universitat konstanz,U,professorship in experimental physics (f/m/d) (2021/078),F,DE
1834,1835,20210706,a leading provider of high technology tools and systems for research and industry,,,oxford instrumentsi plc,O,electronic manufacturing engineer - ftc (6 months),A,GB
1835,1836,20220818,public research university,,university,university college london,U,research fellow/senior research fellow: quantum networks for distributed quantum computing,A,GB
1836,1837,20210416,,,,dlr-(german aerospace center)deutsches zentrum fr luft- und raumfahrt,O,quantum error correction,A,DE
1837,1838,20220915,a university,,university,carl von ossietzky universitt oldenburg,U,"postdoctoral researcher-position (m/f/d), e13",P,DE
1838,1839,20210227,,,,uk research & innovation (ukri),O,business development manager,A,GB
1839,1840,20220213,,,university,durham university,U,pdra in quantum algorithms for fluid simulations,A,GB
1840,1841,20210414,independent quantum computing company,,company,cambridge quantum computing,O,software engineer - machine learning,A,GB
1841,1842,20210410,independent quantum computing company,,company,cambridge quantum computing,O,backend software developer,A,GB
1842,1843,20220924,Japanese multinational information and communications technology equipment and services corporation,Wholesaler,company,fujitsu,O,technical consultant quantum computing (w/m/d),A,DE
1843,1844,20210917,,,university,universitat hamburg,U,research associate for the project cluster of excellence cui: advanced imaging of matter- solid state quantum emitters,A,DE
1844,1845,20211204,public research university,,university,friedrich-schiller-universitt jena,U,professorship (w3 or w2 with tenure track to w3) in experimental quantum information technology,F,DE
1845,1846,20210830,"develops, tests and implements components, devices and methods, up to entire machines and manufacturing plants",,,fraunhofer institute for manufacturing engineering and automation,O,research associate for quantum computing and quantum machine learning,A,DE
1846,1847,20220812,,,university,technical university of munich (tum),U,student assistants/forschung praxis for chair of micro- and nano-systems technology,I,DE
1847,1848,20221130,research and development organization,,,fraunhofer-gesellschaft (fraunhofer society),O,research assistant (m/f/d) in the field of quantum computing,A,DE
1848,1849,20210402,,,university,technical university of munich (tum),U,postdoctoral researcher or phd position for the experimental realization of quantum radar,P,DE
1849,1850,20220309,,,university,universitat hamburg,U,research associate for the project cluster of excellence quantum universe gravitational-wave probes of new particle physics,A,DE
1850,1851,20220415,a research collaboration,,university,"international max planck research school for quantum dynamics in physics, chemistry and biology",U,"multiple phd positions on quantum dynamics in physics, chemistry and biology",A,DE
1851,1852,20210522,,,university,heriot watt university,U,research associate in laser development,A,GB
1852,1853,20220324,,,,t-systems international gmbh,O,senior quantum computing solutions engineer (m/f/d),A,DE
1853,1854,20210517,,,university,university of glasgow,U,research associate,A,GB
1854,1855,20210529,a university,,university,carl von ossietzky universitt oldenburg,U,"postdoctoral researcher position (m/f/d), e13",P,DE
1855,1856,20210724,global pharmatech company,,company,exscientia,O,senior research scientist - quantum mechanics,A,GB
1856,1857,20210423,,,university,university of cologne,U,phd position (f/m/d),A,DE
1857,1858,20220812,technology company,,company,microsoft,O,senior researcher - machine learning for molecules,A,DE
1858,1859,20210418,a quantum computing hardware and software company,,company,oxford quantum circuits,O,compiler engineer,A,GB
1859,1860,20220810,"an independent, non-profit research organization",,,max planck institute for nuclear physics,O,phd and postdoc positions (m/f/d) | ultrafast nonlinear light-matter interaction of small atoms and molecules,P,DE
1860,1861,10/21/2022,,,university,university of copenhagen,U,postdoc - hybrid quantum chemistry on hybrid quantum computers,P,DK
1861,1862,20211206,,category other,,siemens energy,O,contract manager (f/m/d) project execution/ delay and quantum expert,A,DE
1862,1863,20220904,red brick Russell Group research university,,university,university of bristol,U,research associate design centering for photonic integrated circuits,A,GB
1863,1864,20220816,cloud infrastructure company for quantum computing,,company,quantum machines,O,people business partner,A,DK
1864,1865,20220818,,,university,technische universitat imenau,U,phd candidate (m/f/d) - department of mechanical engineering - id number 121/2022,A,DE
1865,1866,20221105,,,university,technische universitt hamburg,U,research associate (m/f/d) / research associate (m/f/d) for the institute of fluid dynamics and ship theory,A,DE
1866,1867,20220511,cloud infrastructure company for quantum computing,,company,quantum machines,O,system validation engineer stuttgart-,A,DE
1867,1868,20210519,telecommunications company,,company,nu quantum,O,photonics engineer,A,GB
1868,1869,20210429,research university,,university,university of siegen,U,research associate (postdoc) - eperimental particle physics,P,DE
1869,1870,20210526,software solutions,,,easyrecrue,O,research scientist neuroscience for brain machine interface,A,DE
1870,1871,20220605,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Service Provider,company,universal quantum,O,senior python developer,A,GB
1871,1872,20220630,a technology company,,company,ibm,O,front end engineer- advanced prototyping team,A,GB
1872,1873,20210623,,,university,university of oxford,U,postdoctoral research assistant in ion trap quantum computing,P,GB
1873,1874,20220621,symmetric encryption reborn for the cloud,category other,,arqit limited,O,projects assistant,A,GB
1874,1875,20220114,,,,gsi helmholtz center for heavy ion research,O,senior scientist / researcher (all genders) tenure track in quantum many-body theory: applications to intense fields and quantum engineering,A,DE
1875,1876,20210817,a German public university,,university,universitt kassel,U,"w 2 - qualification professorship with development commitment (tenure option) for ""experimental physics"" (m/f/d)",F,DE
1876,1877,20220211,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,operations director,A,DE
1877,1878,20211224,,,university,universitat hamburg,U,research associate for the project cluster of excellence quantum universe theoretical physics (string theory/quantum gravity),A,DE
1878,1879,20210511,independent corporation,,university,loughborough university,U,research associate in condensed matter theory and 2d materials,A,GB
1879,1880,20220324,independent quantum computing company,,company,cambridge quantum computing,O,finance director,A,GB
1880,1881,20220226,,,university,university of birmingham,U,research fellow (post-quantum cryptography)- school of computer science - 99158,P,GB
1881,1882,20220623,IoT security company,,company,angoka,O,project manager,A,GB
1882,1883,20220315,,,university,technical university of munich (tum),U,project manager (m/w/d) munich quantum valley,A,DE
1883,1884,20220517,Developer of quantum computing software designed to transform experimental technology into commercial products,,company,riverlane,O,marketing assistant,A,GB
1884,1885,20220208,,,university,university of leeds,U,research fellow in quantum communications,A,GB
1885,1886,20210628,a leading global financial services firm,Service Provider,company,jp morgan chase,O,senior applied research engineer - london - chief technology office,A,GB
1886,1887,20211217,,,,kets quantum security ltd,O,senior / network engineer,A,GB
1887,1888,20210227,,,,uk research & innovation (ukri),O,deputy director of innovation - nqcc,A,GB
1888,1889,20220822,,,university,queens university belfast,U,research fellows in thin film microfabrication/mems,A,GB
1889,1890,20220723,regroupement d'instituts de recherche allemands œuvrant dans différents domaines scientifiques,,,leibniz-gemeinschaft,O,doctoral student (m/f/d) in the quantum and topological nanophotonics group,A,DE
1890,1891,20220409,independent quantum computing company,,company,cambridge quantum computing,O,"research engineers, natural language processing (nlp) / machine learning (ml)",A,GB
1891,1892,20210920,,,,kets quantum security ltd,O,graduate electronics engineer,A,GB
1892,1893,20210612,an international pioneer in the aerospace industry,category other,,airbus,O,internship/master thesis on quantum communications (d/f/m),I,DE
1893,1894,20220802,,,university,university of oxford,U,postdoctoral research assistant in coherent diamond microcavity systems,P,GB
1894,1895,20210217,"provides software for materials scientists in the chemical industry, as well as in academia",Distributor,,hqs quantum simulations,O,quantum software specialist (m/f/x),A,DE
1895,1896,20210920,,Service Provider,,ic resources,O,digital design engineer,A,GB
1896,1897,20220818,a national research center in Germany,,,deutsches elektronen-synchrotron (desy),O,project assistance in center for quantum technology and applications,A,DE
1897,1898,20210923,independent quantum computing company,,company,cambridge quantum computing,O,quantum machine learning internship,I,GB
1898,1899,20220322,the world's leading applied research organisation,,,fraunhofer-gesellschaft (fraunhofer society),O,research associates for quantum computing,A,DE
1899,1900,20200906,telecommunications company,,company,nu quantum,O,qrng experimental scientist,A,GB
1900,1901,20211014,,,,fraunhofer-institut fr angewandte optik und feinmechanik,O,student assistant for programming within the field of quantum technology,A,DE
1901,1902,20220411,,,university,universitat hamburg,U,research associate feynman integration,A,DE
1902,1903,20220818,public research university,,university,university college london,U,research assistant / research fellow in integrated photonics for quantum networks,A,GB
1903,1904,20210310,,,university,university of glasgow,U,professor in quantum engineering for sensors and timing,F,GB
1904,1905,20220713,public research university,,university,university of nottingham,U,research associate/fellow in ultra cold atoms & quantum optics (fixed term),A,GB
1905,1906,20210706,,,university,universitat hamburg,U,research associate for the project cluster of excellence cui: advanced imaging of matter- ab-initio simulations of photon-modified chemical reactions,A,DE
1906,1907,20210306,"research, design, develop and manufacture lasers",,company,novanta,O,verification mechanical design engineer,A,GB
1907,1908,20220830,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd-position - development of scalable superconducting quantum systems,A,DE
1908,1909,20210529,a technology company,,company,ibm,O,internship/praktikum: ibm quantum community advocate (m/w/x),I,DE
1909,1910,20220719,Scientific institute,Manufacturer/ Producer,,max planck institute for solid state research,O,phd position (m/f/d) | light-matter interaction at the atomic scale,A,DE
1910,1911,20210419,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,programme manager,A,GB
1911,1912,20221125,,Service Provider,,helmholtz-zentrum dresden-rossendorf,O,"phd student (f/m/d) on the topic ""spatially resolved single or few ion implantations for quantum technology""",A,DE
1912,1913,20211203,symmetric encryption reborn for the cloud,category other,,arqit limited,O,recruitment coordinator,A,GB
1913,1914,20220615,,category other,,norblis,O,engineers for developing novel mid-infrared and quantum imaging systems (# of pos: 2),A,DK
1914,1915,20220810,the world's leading applied research organisation,,,fraunhofer-gesellschaft (fraunhofer society),O,technical project manager in photonic quantum technology (iof-2022-28),A,DE
1915,1916,20220810,a research institute in which scientists and engineers work together,,,leibniz institute for solid state and materials research dresden (ifw dresden),O,phd student (m/f/d) 046-22-4320,A,DE
1916,1917,20220822,public research university,,university,technischa universitat kaiserslautern,U,phd student in computer science with focus on quantum artificial intelligence,A,DE
1917,1918,20220430,Developer of quantum computing technologies,,,oxford ionics,O,fpga engineer/senior fpga engineer,A,GB
1918,1919,20210501,,,university,newcastle university,U,research assistant/associate in photonics,A,GB
1919,1920,20220415,,,university,imperial college london,U,lecturer in condensed matter theory,F,GB
1920,1921,20211208,"a technology company focused on industry, infrastructure, transport, and healthcare",,company,siemens ag,O,research scientist (m/f/diverse) - industrial application of quantum computing,A,DE
1921,1922,20210711,space engineering practice,,,"craft prospect, space engineering",O,ai software engineer,A,GB
1922,1923,20211227,an exempt charity and a common law corporation,,university,university of cambridge,U,research associate in quantum computing (fixed term),A,GB
1923,1924,20221014,a technology company,,company,ibm,O,r&d ibm quantum industry consultant communications (f/m/x),A,DE
1924,1925,20210709,,,university,university of birmingham,U,research fellow,A,GB
1925,1926,20211231,symmetric encryption reborn for the cloud,category other,,arqit limited,O,software architect - satellite ground systems,A,GB
1926,1927,20210306,Developer of quantum computing technologies,,,oxford ionics,O,software engineer,A,GB
1927,1928,20210727,an exempt charity and a common law corporation,,university,university of cambridge,U,ray dolby professorship of theoretical and experimental physics,F,GB
1928,1929,20210625,diamond company,,company,de beers group of companies,O,intern,I,GB
1929,1930,20220617,symmetric encryption reborn for the cloud,category other,,arqit limited,O,group reporting manager,A,GB
1930,1931,20201219,independent quantum computing company,,company,cambridge quantum computing,O,nlp research scientist,A,GB
1931,1932,20210323,,,university,university of york,U,research associate,A,GB
1932,1933,20211023,revolutionary technology platform,Manufacturer/ Producer,,quantum motion technology,O,ic validation engineer,A,GB
1933,1934,20220319,a quantum computing hardware and software company,,company,oxford quantum circuits,O,devops engineer,A,GB
1934,1935,20210807,independent quantum computing company,,company,cambridge quantum computing,O,senior quantum optics/photonics engineer,A,GB
1935,1936,20220409,Developer of quantum computing technologies,,,oxford ionics,O,r&d technician,A,GB
1936,1937,20220106,a quantum computing hardware and software company,,company,oxford quantum circuits,O,talent acquisition specialist,A,GB
1937,1938,20220222,a quantum computing hardware and software company,,company,oxford quantum circuits,O,project engineer / manager,A,GB
1938,1939,20220903,technology company,,company,microsoft,O,senior software engineer - quantum,A,DK
1939,1940,20210320,,Service Provider,,helmholtz-zentrum dresden-rossendorf,O,postdoctoral researcher (f/m/d) quantum computing algorithms for matter under extreme conditions,P,DE
1940,1941,20211104,science research institute,,,fritz haber institute of the max planck society,O,postdoc position | development of kinetic monte carlo software and multilevel strategies,P,DE
1941,1942,20210605,,,university,university of leeds,U,research fellow in terahertz devices,A,GB
1942,1943,20220510,technology company,,company,nvidia,O,"developer relations manager, quantum computing",A,DE
1943,1944,20220217,,Service Provider,,ic resources,O,senior firmware engineer,A,GB
1944,1945,20210217,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,trapped ions hardware development manager,A,GB
1945,1946,20220725,,,university,universitat konstanz,U,doctoral position in physics (2022/190),A,DE
1946,1947,20220409,public research university,,university,friedrich-schiller-universitt jena,U,research associate (m/f/d) at the quantum hub thringen,A,DE
1947,1948,20221123,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,research software engineer for quantum computing software,A,DE
1948,1949,20220826,,,university,university of copenhagen,U,phd fellowship in experimental quantum matter,A,DK
1949,1950,20211124,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,programme evaluation manager,A,GB
1950,1951,20210410,symmetric encryption reborn for the cloud,category other,,arqit limited,O,senior software engineering manager,A,GB
1951,1952,20220427,,,university,universitat hamburg,U,research associate for the project cluster of excellence quantum universe,A,DE
1952,1953,20220921,"an application-oriented research institute in the fields of high-frequency electronics, photonics and quantum physics",,,"ferdinand braun institute, leibniz institute for high frequency technology (fbh)",O,scientist (m/w/d) system engineering of an optical clock based on rubidium two-photon spectroscopy - 39/22,A,DE
1953,1954,20211009,the UK authority on advanced digital technology,,,digital catapult,O,quantum computing technologist,A,GB
1954,1955,20220906,research university,,university,university of lubeck,U,phd student (m/f/d) in the area of quantum computing accelerated databases,A,DE
1955,1956,20221026,,,university,universitat hamburg,U,research associate for the project quantum computational fluid dynamics platform independent quantum algorithms and their simulation,A,DE
1956,1957,20220209,a quantum computing hardware and software company,,company,oxford quantum circuits,O,legal and contracts specialist,A,GB
1957,1958,20201109,independent quantum computing company,,company,cambridge quantum computing,O,software engineer - cryptography,A,GB
1958,1959,20210604,Developer of quantum computing technologies,,,oxford ionics,O,operations lead,A,GB
