,distance,number_of_the_match,official_code,official_job_name,matched_Unnamed: 0,matched_organization,matched_position,matched_link,matched_location,matched_date_added
537,106.617294,1,19-2032.00,Materials Scientists,537,Amazon Web Services (AWS),Applied Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hZ9jxLNtIvOCrA1PuAWa9vgk4VlS4oJryV3rShDMSTiqk-R8Jl-kyqkpIU3IYgdwG9NNDgDi4pjgOfBfyaiAPg96DuozxtHbJFW4LtwpDUmsMRZ2xL4V_pK4qIav16P_uEW-fbIhEBZpqHAeWzsBL1hA==,USA; Washington; Bellevue,2021-12-19
538,158.16908,1,27-1024.00,Graphic Designers,538,ColdQuanta,UI/UX Designer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iYBjBQoYpJRqfZcyTGXStl9o6ivwb-oN2VQpqstQUgApcE-MF9AjmbJpn_gge0eO-Exl7f_QrBqtjwPfhp4qjxxcHKYNvjnvb91xj2s56XRJMPYZnL_bl899AUwyAskUouytCSaCO4VGPvrax6xhqNSA==,USA; Colorado; Boulder,2021-12-18
539,114.3154,1,17-2199.07,Photonics Engineers,539,Amazon Web Services (AWS),"Quantum Research Scientist, Test and Measurement",https://jobs.quantumapalooza.com/u/BgAAAAABjS-hmgJhxohu0yMduhL5wFg0lTz4ruuQx-zkI02Ajn8W9UDlNnAeQgYctKmC7zVETKAH9v4rRaCQBy0p8kC50ZLjniaN2zPDZBj854XLPFd64M4_DtZDCNzpgsPfj1RBFypKNDHmLCesV-gI5tXsC0BSr9A==,USA; California; Pasadena,2021-12-10
540,33.321175,1,17-2141.00,Mechanical Engineers,540,QuEra Computing,Opto-mechanical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nQiq4YWCi5nlmfq64kTZRXRrOL1a7cEcoirHOC03RTzLHGxsNXDS0L88WYVY6AiSsmivT45zBGe4WnFicdU9WYsViVtr1RVnlA2wNIDLOsan6THsGXLAifB7kW2lAa4ZjtEfhOGIrCtr3rVdxAnPktCw==,USA; Massachusetts; Boston,2021-12-08
541,133.04358,1,17-2199.05,Mechatronics Engineers,541,Amazon Web Services (AWS),"Software Development Engineer, Quantum Computing at AWS",https://jobs.quantumapalooza.com/u/BgAAAAABjS-huobmub7DHq0Kzv6nrN0uGkOK_qgqoTCTkqPuLuzM9fSIbkGTAkDgsJKv8NUNcxNY0ul-_NIxRk-zgzemQlc7t--HzBCdsumius7MO7TzhSx4Nwl3cEonoHlM1uOHMhFN510qzASvf2ew_jJlvR-dfEw==,USA; Washington; Seattle,2021-12-04
542,7.7164154,1,17-2112.03,Manufacturing Engineers,542,Bleximo,Manufacturing Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h6c_9sqiRCpUmtWpWaHBvFrpNohz1rXXaEbaTvASGnYke4KUX31ZA10oAOm1QuS6nt9TgRtGaHtt2LyKRiT_Oc-0sxmlHY13y6rnQY-pCqKaaBYF8lOlH9p1jofRYjrPjGsRjpUdwwrZt2QgWKXFfDQg==,USA; California; Berkeley,2021-12-03
543,81.46715,1,17-2199.07,Photonics Engineers,543,Bleximo,Quantum Applications Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h7GdlilJGqH_AwuR_IBu43WwAkGsVOIx4BPNdtpW3MOZOqVHY2z7cT6joRWkAJPo8jeG78nJ-0F4e7R_XF3IoRfke_iCbI_oDPrBdXwAXeI0I7trNWs7VZv2-C5I1-tz__o6B88F4oVzQtXQgiX44VcQ==,USA; California; Berkeley,2021-12-03
544,102.54627,1,13-1199.04,Business Continuity Planners,544,PQSecure Technologies,Commercial Business Development Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mQreOcwVA1I2McCoQZd0EOBFNuJnjZNFPIT2EjA9KAiwkuJrn1VRoceWauOHRJopSMJiR4TIqd20xjtF_WRfDMnizzKHdAov4_PVbVYusZ61BYqqDC5yFzBrZtO8FYQhZ4XDMkYkUd563XXt_sYQq6oA==,Remote,2021-12-02
545,61.690147,1,17-2061.00,Computer Hardware Engineers,545,PQSecure Technologies,Hardware/Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mQ7U4RMQ2Kcw7w8E40IbeldSRDleQducF4vFOQOf5JNv09OTw69WeJpV8AnR54L_YsqhaP9JLQGOoQYpB8FCl9cnWwgXYn4wTrZf7L8FP4FABvVesucK5IC-10EcuwPMMBzAHRsZUnWIrZet3L-2wF7w==,USA; Florida; Boca Raton,2021-12-02
546,115.09615,1,15-1211.00,Computer Systems Analysts,546,IonQ,"Senior Software Engineer, Data Services",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kamcR97iFrOPhv5BR93M-wsKCAriqAOyGQgMo7xyvIyIHbHAs9qwBpU5jwzaSwDuee_ZP4uZMqV1Qo8Ai22v2wq3lyODoKvPMKjlbhx4qEfn3ZrRJYbVTJ7IH-elyXcqcYvwxBF9UwJo0WjVgkg7kzSw==,USA; Maryland,2021-11-30
547,71.20749,1,19-2012.00,Physicists,547,Physical Sciences Corp.,Atomic Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mOj4QKlUHpoec3fSfI05zQtNWyLuJpCThdsvciaGKYZVVWplXHx2cxyyiO_8On-Q2psYUj53B3miUP6CdvjRPZ_vKjqbt2SwOGFt4Jm3MfHFmMg9ebgSMJNvjJ5qr72PsLj_3wX7x3WKUXnPcmBchrWw==,USA; Massachusetts; Boston,2021-11-30
548,220.35982,1,25-1054.00,"Physics Teachers, Postsecondary",548,IBM,"Postdoctoral Researcher - Quantum (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j3UH4WMkmN9AryE1aouaJmVEG8mDSUtWP9rHQiLpnPdRKlMS8zVxaiOENSU962roS-34V55pi9zPnYpBUCLKd0rAKT71eqYtV47lVsb7rHbsiCjUtZXfWhoJ-864eOozmo3FlU3Vd7nAuLTy_zcekT-g==,USA; New York; Yorktown Heights,2021-11-26
549,126.21829,1,29-2052.00,Pharmacy Technicians,549,QC Ware,Business Development Executive - Pharma,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ml127o0wXIySTWkUTQP9kIN2FOn74BfmcnT4jCVuyMo8zJKDTVLqrINAiM-qyvBh_nuBMBV4ScrFYPR8WBTW7NnUYWJyyTp1rq-j8L_GJ-3USvsk_duy90jEWdr_lwzNP-KMPbIk3WKoEAUYKJnGJaKw==,"USA; California; Palo Alto
France; Paris",2021-11-24
550,113.151665,1,19-2012.00,Physicists,550,QC Ware,Quantum Solutions Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mo4cUkqlJCDFclrOMWK7GDSaS320ldwptPlIu55FIaeCnyzvQg90t4QTVq821VlIHnxMyaFejVXcpYGIM74K1shMA2Qr7FQcZFPWhEgcTYlLb66gqaAtiFcLAY9xybbv83IWdFK8yXSwYI6FU04lSRBw==,USA; California; Palo Alto,2021-11-23
551,138.14148,1,17-2112.02,Validation Engineers,551,IonQ,Principal Compiler Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kMhsDD3dfOjghRktvTIp41UPpIYhKMhSvGSObTDH0u-DwamzmeIRtIcTzYPUek0Oc5IwPFMKmAtSOfqDc67HHo-fo60nd70o7JV9lZw0ZWKPAMY2m3ezg9Hs8dWjitph_OkhM5nhixUNWF8d1F1HO_2g==,USA; Maryland,2021-11-20
552,144.9531,1,15-1221.00,Computer and Information Research Scientists,552,Q-CTRL Federal,Senior Software Engineer (Quantum Control US),https://jobs.quantumapalooza.com/u/BgAAAAABjS-med09WBUxKc6Sv5Q0_UK_Y00XL7uO86eaKSID0SAxE_lMHw_0YmzWnNgWHPwOkKHA5R2QIaAtL4sDSx8DQiEG0U7m29vZmywLpgKrbORF68HB3xt3X2jyRcHro1IBKACdWOYhlg_aANVNZFeFtZ9Yyig==,USA; California; Santa Barbara,2021-11-20
553,60.08648,1,11-2021.00,Marketing Managers,553,QC Ware,Director of Marketing,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mmGobeH4ZxIeUMY73tiV8-I-beR3tk2uKWR6JO5C2tjPg3qyXdcIpkSkrbSsV7nLu4WQ_yNKkAvW2KJNqaozMTzHBh4re13QCp4enjnaD2s051yjzH8MroePuI9JVAwoBrgVXH2lk0hMbT0AvNPLMJGw==,USA; California; Palo Alto,2021-11-17
554,97.76204,1,17-2199.07,Photonics Engineers,554,QC Ware,Quantum Solutions Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mnjVKUVc2ry3TBTXQ2aCPI9Pp-QD_BJlRQuRkuf6Djpr8EJLs8W9HGaycCnX3p0ec133Spl_kOtB4fAKN1TVlzl-n-YNoLappBL26mUnRKaMoA_Oq9i2jVD7XewVmyW-ouOWQEGXi0DhSxf4IUhU0oZA==,USA; California; Palo Alto,2021-11-17
555,51.710197,1,11-3012.00,Administrative Services Managers,555,Quantum Machines,Administrative Specialist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m-dxqQP6QuP9ZFJULKhth-UFntrQxh8TQ-gMB2V3LxEVKyND4LRV0-Fhs9KVLagYWiGLdzmTtbXpG50fyXFUSSB5odjvOC5i9gu0gh1l4yHQruI34d-XY63WVfo01EJazVoWPGiAU8xSSTtI6jV2OYUw==,Israel; Tel Aviv,2021-11-13
556,119.353096,1,51-9162.00,Computer Numerically Controlled Tool Programmers,556,Quantum Machines,Algorithm Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m-IXX_5RyzepikPePhUaKKkgBu55l1QrbtMnC7a9TN4wlA1dj0VOFKR3GOlYaAYOwKYB8IHXMir7dB47tRdQxkfF7oA-3hkP-KXmh8V__N_b1nY0kn0cyZ-V9nJETAEB2mQ2W13PSZdqTSQm30bKWzXw==,Israel; Tel Aviv,2021-11-13
557,135.9057,1,19-2032.00,Materials Scientists,557,Quantum Machines,Experimental Physicist for Product team,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m_37PbwNh6FpCBhkjU8AO3um-PatEpM8-B4J4HYIwU6-_LU_ifmdTNKDwB0oIYu6lT8ujAnTCl8C05R-ZxlCuA9LKQfdVzRZ7pYJOV6XFkvRhqvtcNJP7AiwygBYLpW_7DiBNKOamfmlBlrYSJfJ96Vw==,Israel; Tel Aviv,2021-11-13
558,188.55273,1,15-1241.00,Computer Network Architects,558,Quantum Machines,Linux Software Group Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nBsM9s6SJbnTG1xLPwA6diSr6P7BrhuBkmQZoewL5EdpwcwdQXPz-qea4x6ei66XNsMp_IqREME2-oBR8uEjodLExVWdR98AbEZytSyBlGqG6z8kJAn8hyMiQ_1oKBlJbwRTy3gszeWh_6Y6nvFC6H6Q==,Israel; Tel Aviv,2021-11-13
559,41.815205,1,11-1021.00,General and Operations Managers,559,Quantum Machines,Operations Program manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nCXk3mVbIz44feutptfUfgIeZfYRKFopKrrd6vCiRKusgkEnSa4e4_SlwyvlQ40IY0E5aqxSCyO0-pkeG4Z_mw5gjTO5BSW-ByliA85hqPVD2ggkV9mvCOqLP3E4jO_t-MS_BJ3lNxlQe8Vb36AiTJhw==,Israel; Tel Aviv,2021-11-13
560,41.450012,1,15-2031.00,Operations Research Analysts,560,Quantum Machines,Operations Project Analyst,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nCmNquKGoF8loKsYGJMD3kWk9QTVBOZcuC-bEaX56_loqbnXM5Uj-TpVQLSl1ePMVcPBTnNyjCsetr185dGQFyRc9FJ9X0krZCOJSq9qMgT31jnK9U0b73naFWAyi4rj7Ef9KeSSL_btPWb4NV99Vf5A==,Israel; Tel Aviv,2021-11-13
561,134.77374,1,17-2199.07,Photonics Engineers,561,Quantum Machines,Quantum Algorithms Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nExlVwgsfsiZ-1H5CiI0uHF1-ogR8bDqwMGoUfAfGZsk9QKyxeA4XzeoUbpr_Nr6nl0NFkN_ZdoWOqovHKIgr3OBQDM3FOFWvZ29-UgnjVUEsxztbP48RMDDglNPIT_CfcZwUl3Ubgurg9NNcsvh5tgA==,Israel; Tel Aviv,2021-11-13
562,36.716293,1,11-2022.00,Sales Managers,562,Quantum Machines,Sales Analyst,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nFwbVOanSrmRQArC755Vuq573jL-ui2ZjCZ_TFB51X6R_GHor57-5FPjnj-5FrOyddAgOASQ1lY6qRQCSO2DcZyQ7wWBQCUU_0UltYJaf7hlTU-YzJZPKyWDf8dWfha1MNQZPa7juoTmkuwq1p4cDuSQ==,Israel; Tel Aviv,2021-11-13
563,116.38818,1,43-5071.00,"Shipping, Receiving, and Inventory Clerks",563,Quantum Machines,Shipping Coordinator,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nGwuCk4Tt6IUoLVwP9-mE7A4nrLMObNPRiUeaOdNw4rX2qUwVEqOui-NjhNZoQR9kgXFVbd7ypPOskVlSIK2osMy5BPcrhLlw4r82MzOtlyvPlulnssiG-nAb7ptB71iK45OozGkAlU2PUr8ZDo6dAeQ==,Israel; Tel Aviv,2021-11-13
564,63.91364,1,27-3042.00,Technical Writers,564,Quantum Machines,Technical Project Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nHfU21rFG_IJzKNs4KEnVcUzrDN0qSeHZ0i3JdZAIvx5T_yg6iEBiFTrpkO0dC4ln9nChaUgDN0clUlw2OaWvmg0d-imAP9WXFnYW76fT_u-eZQW0TNQfMrltJq7ITtao6bkC0xl1O-YGScsg6ZDENww==,Israel; Tel Aviv,2021-11-13
565,114.24025,1,17-2199.05,Mechatronics Engineers,565,Google,"Packaging Hardware Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jAjtFLv5JPHLYtW8Hj8hilAU831tZEa83Q6STf7asUl55xFHCFiCGPxY2ajNQQXg-rDthBy2MJlhpoJLZBa3TQaSfpmDPyGmIVGmWUnw4_ZI6g5bsxurtr2mtT5JIYbxLUflZYGuEbHXXD9jJze4c3nQ==,USA; California; Goleta,2021-11-10
566,113.94867,1,17-2199.07,Photonics Engineers,566,Google,Quantum Research Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jIHsIKrMWJkaglZuQ4XDtajdwDDagLP_hSIXE2FC39hVDUWPEpUozq149aPGlXKUsdpcQt1pybcXtV3LnofPZGv9FDgXviLJ8IqTWEAc-TcWnKchOcOCsUFG-anRDRWrNLTizTKYYow_EiisyaYpuu9w==,USA; California; Goleta,2021-11-10
567,54.08553,1,19-2012.00,Physicists,567,Keysight,Quantum Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kurVfqCkUtWeepjgA1Om7GnYCnDP9l3o4yYSj53vYLkfPyWR9LtVu-su_jwwTkjHDlKBrOI-RHtnTVeh7m5i_rZvCvvanfddx6hJHAXTbAustQ3u0RbFQH45vQ_piNLoDh9kUkzshJb6Vu3pl858ftNg==,USA; Massachusetts; Cambridge,2021-11-09
568,113.82799,1,49-9051.00,Electrical Power-Line Installers and Repairers,568,Honeywell,"Advanced Electrical Engineer - Power Systems, Analog, Digital * SIGN ON BONUS AVAILABLE*",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jWmYruuTeyy5EgErJLJ76K736E3cyYddUwmgv2mfaHRtqCu6j1ISUTluAqjQi4vwPDBTIvCHP5CrMbu9ZEWFfYSejpFscIVRcqDyCjV6ONFMHp-AiOFUIUC9e5A1H0gfdlIyj1QqaXmbuLyyQR34BUYA==,USA; Arizona; Glendale,2021-11-06
569,46.264587,1,15-1252.00,Software Developers,569,Pasqal,Software Developer Frontend,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mMJNWWvEmsORlxKG1Lf2jlEwLqqRzBCJgCBepu0KK6n9eQXo9E5XXbwADH-r_8dRMOQ0P25oLL-g947A46OX3wvDV_RR8Kp38vifPYQQFJr7lmjPMQNswHK_aNMqzNsObR86aekKg9bdI_gcWQoSrPZw==,France; Massy,2021-11-06
570,131.54222,1,17-2199.05,Mechatronics Engineers,570,Rigetti Computing,"Hardware Test Engineer, Cryo/RF",https://jobs.quantumapalooza.com/u/BgAAAAABjS-nZ3flK8zMx4gsdAnWiFlT5jhclYJxjgUKypp6woDf1LlG2Y4sTeVL6Ka2Q7BJ885Ys1cjY_buvLtz0wDkagbRN1U6um0wZebvQBGjJbtynuLUhbua0s1wstZhSoIPbOkO_s94lUk5YKiuND5E9d8iHNw==,USA; California; Berkeley,2021-10-30
571,125.09717,1,17-2199.05,Mechatronics Engineers,571,Google,"Layout Hardware Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-i8HuFkGO109L7RFDLl-N4skv0NdOxj34YnYv4eVq0xxG6jtwstTbXSPQYQ_SxnYZLObkcJY6z8GuJutPTT5E1-rSErqI3IV5d0JgG0ozjRW3QXHX0Lnc6wmKGGXzrTC_07rbXNNfCsaAaE2crVGaS_UQ==,USA; California; Goleta,2021-10-23
572,151.42953,1,17-2199.05,Mechatronics Engineers,572,Rigetti Computing,"Test Engineer, Cryo-RF",https://jobs.quantumapalooza.com/u/BgAAAAABjS-ngPgN9NqGk8xAvefYmlLsnXVH4h_qEhlMEDUSxgaMUhHbV7cWTz5xCS2OYQS-UnDnK0Cw40FpumcItAsgKDutyr5XqjLqMh5IUJ7zmqo2fq4-VVZPVhz0O0Kg8X0ZFS-FJnd2yw_-4UdnXVXUOc-bFVQ==,USA; California; Berkeley,2021-10-23
573,121.20984,1,19-4042.00,"Environmental Science and Protection Technicians, Including Health",573,Google,"Program Manager, Environmental, Health, and Safety, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jDgdJs0DN3lBoYR2JMwbYxkBXCK2hiF7hs6Y1R-XLJVyicaiefMn6GA3Fr7LaGH8DJoqKHRPkowTxB91qtvUwcOlKu84bN0-L5cO1WSVVCpn0Om5w9d7wTvR3o_uC9iAuQZq-KatAtnlPdThvaQTNhQg==,USA; California; Goleta,2021-10-20
574,117.35521,1,15-1221.00,Computer and Information Research Scientists,574,Google,"Research Scientist, Quantum Algorithms",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jMGfIfiK6RsnPDrd6gKlUU3gn0Rh2To-bK237kF-is6u7cPSlHHZJ_PSiK59jZZY9hZ4gRY_8AdaYfm3nD8en29IyxFDBvbu63IKN0gkDugRiPNo2p_VNW9Xx4jJlNR86uxrWqG7cZnCKxO8oSekLU7A==,USA; California; Santa Barbara,2021-10-20
575,88.98419,1,11-2022.00,Sales Managers,575,Quantum Machines,"Head of Sales, EMEA",https://jobs.quantumapalooza.com/u/BgAAAAABjS-nAJprWiPL-rcYQFAljlwv_B3qXpT-S0Ts3eG_24flbhoieT-EkoEjf5w753Fv5ThlK0kr_LtKiZFuAOGe39mhPy3vxUY5qcQMDoAKoJET1DXm8XNmFCnKeiq-NZq5GyR7QhqSFTXzYu2tykHIl5rcJxA==,Germany; Bielefeld,2021-10-18
576,193.48495,1,15-2051.00,Data Scientists,576,Google,Head of Error-Corrected Quantum Algorithms,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i6uKIT48AwE4pNdJcdvKW50sLp4RB-4AGcsfxYRSvwXM0dKFe8SFkQwviYUHqDsxT7K9gxe6IEt59EIDfBVQ6MrtQeQ5voW3dcVqaD2zLarj3rdfDn9bl-sKr881CJfdkTaI2DA80U74I0XyvgjATrkA==,USA; California; Los Angeles,2021-10-16
577,75.9493,1,17-2199.07,Photonics Engineers,577,SRI International,"Research Engineer, Photonics and Quantum Prototypes",https://jobs.quantumapalooza.com/u/BgAAAAABjS-n8QXyq7pnFoUqTBfqqvVKu2PRIWRk93g5WNuBtQHhJdbjkFTAZ82QACbxHYUgeOtQdhA8I1TUreqYYUCHneMT-SqOEmeXrZKGT6qZZtAgonYT3J7qmWEcYdPrNnpi16MQbbIKqgel_MdJluXmrQzg2gQ==,USA; New Jersey; Princeton,2021-10-13
578,127.14623,1,19-2012.00,Physicists,578,Zapata Computing,Jr. Quantum Application Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o3PN0SwErUE90moNNmptCGKBfKY_I7LfwkDNki3EwKQ2x8zqY_O-2QoO0F1oo9x1WS3EcF6ATNz-ARBh58j-MGzDVn4iwGw98eOT1MjJI5RJfkal1eGVtuAhJVWFUp2_rYMEH_YAVkO9JnP3H8Z7Ns_A==,USA; Massachusetts; Boston,2021-10-09
579,172.74408,1,17-2199.05,Mechatronics Engineers,579,Deloitte Consulting,(Senior) Consultant (m/w/d) The Garage - Quantum.Link - Schwerpunkt Quantencomputing,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ihxbCJV99D_-XeAMPl7st-yf5cW8bG0oB-uGaILDWmjQK6_BcHeO51YyqUJX-9BSKPKBFL8NmFZvjsS2fFIZ5CmDzEj-o9kacggi2GYN02hnXjr8iZ0Vrq5X-oNqLQDqz0YFIk9EB2kyJFHL-JfZubKQ==,Germany; Hamburg,2021-10-06
580,135.54665,1,15-1299.06,Digital Forensics Analysts,580,Qrypt,Software Engineer - Applied Cryptography,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mvsyb2rr4p7dPFA0W8JDjKmkgiC4CjDM_483_aYUPzj17fZ7921wPjFagm476ysEaeTpCK0k4mIMOItKq5iUnsD07yM-elsEWYNXK4lluMlVhPUPJT8w4ApdcyE1n9iQyUWrfAWRM0d8gq09xtg5xC7w==,USA; New York; New York,2021-10-05
581,106.5333,1,17-2199.05,Mechatronics Engineers,581,Google,"Integrated Circuit CAD Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-i70hT5XRIpEYnfiKB2bkQSosoSBXazQoN-Lei__NwAK7Iibn0NWWRt-V4femmqR-iji9RJVh2t1TJri6lQpYznOyDWJZ_2Y_W7aNRNPCxikQ_8n9uQOiB4sENmljSggERW3QVWCbcWOapsr-63XZ8DhA==,USA; California; Goleta,2021-10-02
582,180.64713,1,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",582,Deloitte Consulting,(Senior) Consultant (m/w/d) The Garage - Quantum.Link - Schwerpunkt Kryptographie,https://jobs.quantumapalooza.com/u/BgAAAAABjS-igi48StrY7_UbBvrZPMD2Tj79Z8kMpZDIV0tYvrURQfJRSFGxzxxqV54FJG-47DMM6pKlmu8KUrBC43lJVYaf0Dv8OU6tqdsR4BadIcPJKJAGpFFB3ClcrIpeKxdj5VVKXP-pdJhyINqDeFJdYhyxXMw==,Germany; Berlin,2021-10-01
583,115.197586,1,29-2099.01,Neurodiagnostic Technologists,583,Google,"Research Hardware Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-jLdgn21avy2lTV4-nxhu94VOayvqNOcrhHh8TKu5o4ynJwYJ8299MZd3Vdom_oz_4FkViopOv8_Sfwp2Fdx89fskpUO2ckin2ey5FW9dSyoPamRwielZfn8DCu1St7Xfe1fHu21dS3AOYzrpcMOk1Qvw==,USA; California; Goleta,2021-10-01
584,50.55642,1,19-2012.00,Physicists,584,QuEra Computing,AMO Theoretical Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nLVTCS_sgJPw7iBA-4foR76cWtOgVp8JgTHMLl-NP8bYH-WvD1xYN4PXfRIKz6u9z5CyRaUr8Cja8FAuMblNTeK3WMJ6q5WtaSpZ67tMhhuED43FjQx-KbdlIWf0TVYcBdWQ06Ot23bFPCp9B1Wwfe-Q==,USA; Massachusetts; Boston,2021-09-25
585,114.62462,1,19-2012.00,Physicists,585,QuEra Computing,Quantum Algorithms and Applications Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nRPGtNb4Uoks2NeQMTaqHC81VMORkwyEuIEyShj3JRJ5B6vtLN1hKzlQjV_TtAm9vu2IsPHiOt12baW3STkYT824sJOFZvnKogmKBi0Iuwe0ruI4eiMoyImQuhm2tMkcq8tTbceYVbjIjLMzPTlO3LgA==,USA; Massachusetts; Boston,2021-09-25
586,132.81393,1,15-1299.09,Information Technology Project Managers,586,Google,"Lead Technical Program Manager, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjS-i98kZXlYTRwcS_yw2WQCfo3J-YVhdMhwwSZ08sTWaIsAZPxvO48JjNpYj-EZcO-Upb0rmof4LVOQO-OaCoRJObIADN3An1p-_bVSJ_JhGnsvzPLIZI-WdMB3ytOf2n8qG84JJgKcrTxK61nmkfvQPOqQ==,USA; California; Goleta,2021-09-22
587,81.82543,1,13-1199.04,Business Continuity Planners,587,QuEra Computing,Business Development,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nMv3IcTUJyY-7fHzMigUU2YyPlXAgw5iycIJ7tKQdqLG_IAw6VeR4ZD2pVfjspf3Utwq3V7shFT2zPPTOjfe3SshSVPBvkZbgtI8hdyJ6RgFejaYaiJVyIU6gTjOktbLohL3aYYCviVViYB2xOSu4B1w==,USA; Massachusetts; Boston,2021-09-22
588,51.17816,1,51-2022.00,Electrical and Electronic Equipment Assemblers,588,QuEra Computing,Electrical Engineer (Embedded Systems),https://jobs.quantumapalooza.com/u/BgAAAAABjS-nM2-sZ5qBQ-EV8u0ubuFbbnKv3O-bNI2GWvKLIHSf_cV3wPf2z3VDA1od3cxSbo4Qpph15cuXJkbn3dkusLhG5az_CR-pqZuRuL9CuFcVXh0LUPUw4NkEn5-gVVW--OGm7LGraegGHqX-vp0ohg9sJOQ==,USA; Massachusetts; Boston,2021-09-22
589,118.78395,1,15-1253.00,Software Quality Assurance Analysts and Testers,589,QuEra Computing,Software Engineer (Quantum Controls),https://jobs.quantumapalooza.com/u/BgAAAAABjS-nWSxvYiV-PWKe4jpif4cU2DOWYXvULU-aWQLgN_7op45Hd03QbQCWwJ1qcoZbkZlkSNPWhYGfYI8iBKhVbN8Vrj6-UDvj1SMaVCwCXpnPDCiN2adaxy_n8_mpG1DYQ_2cJwWuuKMbAB_CRxhpzCe2apw==,USA; Massachusetts; Boston,2021-09-22
590,147.8021,1,17-2061.00,Computer Hardware Engineers,590,QuEra Computing,Senior Hardware Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nThVOZbEIjL95S8SlJPbQa005wF6FW0EzAFEXFvXBRsZtE3IyP6-pIsLILBqNUuTKlyUV2AP0KBv1jNaThxHl5daCncEBBnv0Imey-6vQEmoIlX_4TonyWM3xBzpU1VjAWRN2WhZ8pMZMjWrWlg9cItw==,USA; Massachusetts; Boston,2021-09-21
591,88.39938,1,17-3029.08,Photonics Technicians,591,QuEra Computing,Quantum Operations Technician,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nRPP-3N_5N9hjx1k7wHMMuQVs7wlzLZJBSMexx4IW79PMNiCvoiIvZMKYAT68lTxtKYlZA0NuXGAtCSCQe_eOeZ1tWc5sazNLWAh1GtYsL6S2QhHiJrwwnun--4mLkGRQDWFb7ClrqasjUbLd4FCQbGQ==,USA; Massachusetts; Boston,2021-09-18
592,120.441086,1,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",592,QuEra Computing,Electrical Engineer (Mixed Signal and Microwave),https://jobs.quantumapalooza.com/u/BgAAAAABjS-nNIBxYt3tRrC1KcaQiXFXg0XWPoFsp0U76DIZeHywUWaIYPCnDkdm_G90IiDjPRTj3jT-d-VAtO3gbDXfhUt7bVIxaOhlkjJR0mWINNR6dcbxYiL677Qf_mfNzFhAifHkQI-qdZS1iPUSKbv4dOHM-Ag==,USA; Massachusetts; Boston,2021-09-17
