,organization,position,link,location,date_added,real_link,title,type,description,company,key
369,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nkTnjKL470E0efOdWpt5bUvNo_9oilxekTQ2yO8rfdd97x1m7qLnn02Biy0pAwuXAOv6P2-lhItP6xIwHN3dCcL1hL_m77Htl1JgE9uZbz2UoTgwpO6_PmOxk3CAnsQgI7ocdnckGOBnaXoS10JUGs8A==,,2022-05-30,https://www.riverlane.com/vacancy/senior-digital-design-engineer/,,,,Riverlane,www.riverlane.com
370,Booz Allen Hamilton,QUANTUM COMPUTING SME,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h-ZA58XM7R3yDVqsBWgDsPyBdmL0-gCA4fVkRg2WO6LlyeWN5TrIUbLra-MJizF22LmBSFLxUz8lhhwnXFRrPNzbkljb8FicdGb1h7Kww5UJwW0uR_CXRE9YP4HUQIhKKkjg7o87EkjMXJ0qlqCY0xXQ==,"Washington, District of Columbia, USA",2022-05-29,https://careers.boozallen.com/jobs/JobDetail/Annapolis-Junction-Quantum-Computing-SME-R0150764/65538?source=JB-14400,QUANTUM COMPUTING SME,,"Quantum Computing SME
The Challenge:
What if you could use your scientific and engineering skills to inform advanced research projects in quantum computing? As a quantum scientist, you understand the challenges, opportunities, and limitations in developing quantum computing systems. That knowledge is key when it comes to assisting the U.S. Government with quantum computing technologies.
On our team, you will have the opportunity to work with world-class scientists and engineers to evaluate and advance cutting-edge quantum technologies. You will leverage technical expertise to support senior Government decision-makers with the strategic evaluation of new concepts and assessments of technological gaps. You will support our client’s mission by providing recommendations on the feasibility and potential impact of current and future quantum capabilities through preparing in-depth analyses, conducting background research, and interfacing with the R&D community. This position is a hybrid role with a combination of working at a Booz Allen office or client site and working remotely.
Empower change with us.
You Have:
3+ years of experience in quantum mechanics, quantum computing, quantum materials, or quantum information science
Knowledge of multiple aspects of a quantum computing software stack, including quantum computing software, classical control, quantum error correction, decoders, qubit types and associated hardware, and environmental control systems or dilution refrigerators
Ability to demonstrate contributions through scientific publications, white papers, or presentations in quantum mechanics, quantum information science, quantum computing, or quantum materials
Ability to convey technical information to a diverse audience both through written reports and presentations
Ability to evaluate a wide range of technical and non-technical material and rapidly ascertain and explain utility and impact
TS/SCI clearance with a polygraph
Master's degree
Nice If You Have:
5+ years of experience in quantum computing
Experience with leading and managing a small team
Knowledge of software development and programming in languages, including Python and C++
Doctorate degree in Physics, Mathematics, Computer Science, Chemistry, Electrical Engineering, Material Science, or a similar technical field
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance with polygraph is required.
Build Your Career:
Consulting at Booz Allen means empowering you to provide your customers with the best support. With a consulting career at Booz Allen, you’ll have access to:
a large business consulting community
experts in virtually every field
a culture that focuses on supporting our employees
We have opportunities that provide stability while offering variety, so you can find the right fit for your career — and your life. You’ll also have access to a wealth of training resources through our Digital University, an online learning portal where you can access more than 5000 functional and technical, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site courses, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success. With contracts across the globe in multiple industries, no matter where you want to go with your consulting career, we have the path that takes you there.
We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.",Boozallen,careers.boozallen.com
371,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i6EE5ZwAKXiXkzTFt7aL_tDNbGediSHFU8RwWVQsLLab0PAvDGoSvvU73xFcV2b0mHZJ8fsZST2dxpZYyy7bA_csPm-qZV7C9O5N3DTD1_V8g23YEiCU-SamaBcMcAyV2DqPIeKLcZN3o083g7XyFqqQ==,,2022-05-29,https://careers.google.com/jobs/results/73811352948220614/,,,,,careers.google.com
372,Q-CTRL Federal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mbjwMnrZzxJYV8bxZl8LfdYSsAyEcLk2FD_7LjrjF2qOfhxTnGcM51XlCBQBF_Cn_ZOARVhk-asrnJr-3vM7ew-mDwoibNTYC0ZNtuy0-Wz7ToZ5h1rp1hBpL8CbrxNMoAaI-AKVmzkmAbyGMGdGikqA==,,2022-05-29,https://www.indeed.com/viewjob?jk=05a510ec34fe8f5a,"This job has expired on Indeed
Reasons could include: the employer is not accepting applications, is not actively hiring, or is reviewing applications","Job Type
Full-time
Permanent","About us
We hold the key to making quantum useful! Q-CTRL is a company with a deep start-up spirit with offices in Sydney, Los Angeles and Berlin. Our goal is to revolutionise the way quantum technology is used by delivering transformational, real-life outcomes for the world’s most innovative and impactful industry. Simply put, we make quantum technology useful.

We’re led by our values; to be real, be trusted, be just and to be revered. They guide us in everything we do, how we work together and how we shape the future of the quantum field. To help us do that, we’ve brought together an inspiring team of world leading physicists, engineers, product and design specialists (to name a few!). So whether you’re a quantum expert or simply unsure where you fit into a business like ours, we want to hear from you!

Reporting to the Head of Product, this is a newly created opportunity to lead, own and launch one of our new quantum control solutions. You’ll be a part of our world leading product team working closely with our key stakeholders across: quantum research & engineering, technology, design and marketing, responsible for our product led growth strategy.
What you'll be doing:
Own the Problem: Own the problem space, along with the opportunity and agency to solve challenges. You’re unafraid of the unknown and maintain a figure-it-out mindset
Bring Teams Together: Drive product development, roadmaps, and go-to-market strategy with world-class engineers, designers, and marketers while upholding world-class development process and craft
Outcomes over Output: Proactively iterate on features based on customer data, feedback, and technology and market trends, evolving the product and optimising for customer impact and the potential of the development team
Build for Scale: Leverage expertise in product technology stacks to inform and guide development teams to build platform features at scale
Ideally you'll have:
5+ years product management or related industry experience
Experience identifying significant opportunities, and driving product vision, strategies, requirements, and roadmaps in the context of broader organisational strategies and goals
Experience going through a full product development lifecycle, integrating customer feedback into product requirements, driving prioritisation and pre/post-launch execution
Enthusiasm and resilience in a constantly evolving environment where the process is fluid and creative solutions are the norm
Worked in a technical environment with a broad, cross functional team, often with a lot of uncertainty, to align the team and execute towards key milestones
Comfortable delivering technical presentations and presenting to customers and executives
Why Q-CTRL?

Flexibility: We embrace hybrid and remote work so you can focus more on your global impact rather than rigid work schedules
Parental support: Family comes first. We offer paid parental leave to support you and your family
Diversity: As an equal employment opportunity employer, we value diversity, inclusion and providing equal opportunities to all. We do this by actively supporting community initiatives around the world promoting diversity and including in STEM among others
Competitive remuneration: Enjoy the start-up life without start-up wages
Equity: We offer the potential for equity share and annual bonuses so you have a sense of ownership in what you do
Well funded: We closed our Series B in November 2021
Unique culture: You’ll be surrounded by leading physicists, engineers, product, marketing and design teams globally with a strong desire to learn and transfer knowledge
Our values: You’ll work alongside our incredibly supportive team that works consistently to deliver our core values to be real, be trusted, be just and to be revered
Personal development: We provide you with a generous personal development and wellness budget
Meaningful work: Last but not least, you’ll have the opportunity to work in one of the world’s leading deep technology companies and truly make an impact that matters!

Please note: Q-CTRL is an Equal Employment Opportunity employer that values the strength diversity brings to the workplace. We are committed to being inclusive in the way we hire. We strongly encourage you to apply even if you do not meet all of the requirements mentioned in the job posting.

To recruitment agencies, we do not accept unsolicited branded profiles and are not responsible for any fees related to unsolicited resumes.",,www.indeed.com
373,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iZL78Hzk4pR3-Xv4koQf517nkMMCZcGtE5OPD6jxcoTulHI4BOlkEhRcOj_fBIXQyp9KUO9aGTrXSj8CBgDcdI75Mge43Wb5Q2GokvX7TYMznqqMZCPus3L2p96Gwmt4YEf9tL5F5UMmGcisc1QdPQvA==,,2022-05-28,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
374,IonQ,"IonQ
Seattle, WA
Remote",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kZBulZsj7CGRlyiQqFoiZUa9NYlAUHxHaKof6tcBb_2-pMq5sBecpVjyQHR5wljQQz1EYoH0asjbzfGhvI2euT0KKKCrMBz888SlAAdPy7e_xYjE-CJMUxExJQO8ROqMgKFMZLFsjtJP0-OhfBs-917g==,,2022-05-28,https://www.indeed.com/viewjob?jk=017eba0f8d6cfb7d,"Staff Software Engineer, Development","Job Type
Remote","IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ's computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.

We are looking for a Staff Software Development Engineer working as part of IonQ's system performance optimization team. As a Staff Software Development Engineer, you'll be part of a cross-functional team whose mission is to lead IonQ on its journey to build the world's best quantum computers to solve the world's most complex problems.
One of the most exciting and challenging aspects of building a quantum computer is the complexity of the system and the interdisciplinary nature of the work. The performance optimization team aims to use modeling, optimization, characterization, and automation to take all-up system performance to the next level. We're looking for a motivated software engineer to join our team to build out and integrate our tool chain.
Responsibilities:
Develop and maintain our tool chain of modeling, characterization, optimization, and calibration tools
Connect our performance optimization tools to other parts of the stack
Extend the functionality of our tools in response to internal and external customer requirements
Independently manage deadlines priorities
Collaborate with scientists and engineers to understand challenges and opportunities
You'd be a good fit with:
3+ years professional software engineering experience
Experience developing software in a science / engineering R&D environment
MS in physics or related field
You'd be a great fit with:

5+ years professional software engineering experience
PhD in physics or related field
Expert knowledge of performance-oriented python programming
Demonstrated knowledge of modern machine learning techniques and packages
Experience in robotics, control systems, or large-scale optimization
Our HQ is located in College Park, Maryland and we are a 15 minute metro ride from Washington DC. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don't let this stop you from applying.

At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment in which any individual can feel welcomed, respected, supported and valued.

We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.

If you are interested in being a part of this team and mission, we encourage you to apply.
IonQ Covid-19 Policy: IonQ requires all employees to provide proof of full vaccination for Covid-19 before starting employment.",,www.indeed.com
375,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iYwW7vR9wSowbNwIIchoYO-fHaOVHGQfgRQcWZg8XTOfrLohBAlBaH8uzra4kATYcFyepbMpHo6vut80altQaNnIAQDRW6Q4qL30iEwvObK4Y6tldcbUxz8lOkQwgt9ZHM_B7uSlQPtleT_CQnfiMpGg==,,2022-05-27,https://apply.workable.com/coldquanta/j/1837F62191/,,,,,apply.workable.com
376,Keysight,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kv3KuMLOCaU7fxjmuPFOBi6S8J_RxVKL90-KM3AXcAf068wf8Sh8tITBkMGbaqYP7NdMWHmh_bCtJjDf8_ncbgKRlLLi9xEXxiuD1s2ejYZ-4m19YTYl7c5MySpm5K488C64MtwQsTyyTt6d4hS4kktg==,,2022-05-26,https://singapore.job-q.com/job/191197/,,,,,singapore.job-q.com
377,QuEra Computing,"QuEra Computing Inc.
Boston, MA 02135",https://jobs.quantumapalooza.com/u/BgAAAAABjS-nTZ1So8zpRfMGlCUVZI5xoROr9cTBfBEbytKo4ZNlF_E3_xVMkM6nkNDfXZz89Et8rDz7OlDhmWWaq1bUtTveqZavnX0RZcNcUHTCewEJYUGWcA8MJ_bOBHwublWAliign5Vh5qtYCn1JmIyQ2W6V-kA==,,2022-05-26,https://www.indeed.com/viewjob?jk=2b5510cf45862b98,Research Scientist - Quantum Chemistry,"Job Type
Full-time","QuEra Computing is seeking talented, impact-motivated theoretical researchers with strong expertise in quantum chemistry. You will be part of the team to develop and implement novel schemes for performing quantum chemistry calculations on our unique hardware. You will have the opportunity to work with a vibrant community of academic collaborators and to help our growing team of diverse experts to address fascinating challenges, from the development of new quantum algorithms for challenging chemistry and material science problems to the co-design of algorithms and hardware with our unique Rydberg atom quantum computer with long-range connectivity, and finally to the implementation of these algorithms on large-scale quantum devices. You will also have the opportunity to interact with clients and develop solutions based on their needs.
For this role, qualified applicants should have
A PhD degree in chemistry, material science, physics, computer science, or a related discipline, or equivalent practical experience
A background in computational quantum chemistry
Knowledge of quantum computing and its applications in quantum chemistry
An exceptional publication record in relevant fields, including computational chemistry, variational quantum algorithms, digital quantum simulation
Strong written and verbal communication skills
Preferred qualifications include:
Experience estimating and optimizing resource costs for quantum computing, in either the NISQ or fault-tolerant regime
Experience with software development and high-performance computing",,www.indeed.com
378,QuEra Computing,"QuEra Computing Inc.
Boston, MA 02135",https://jobs.quantumapalooza.com/u/BgAAAAABjS-nVbYhRp5UPM4XenBHhNe8cJehXRZtbbxBPubagNO54CyMaMGjx-nhqTWPqx_VyLwOJk6gsGRHlN4bhw8L1qP_FQ0Zlspd2RvViGyYjnmvEwb6jwR81KqQz4paxjO0I1ehJP5UGrCtnux87X8rxvtuoRw==,,2022-05-25,https://www.indeed.com/viewjob?jk=a76c9114ef13b4a2,Software Engineer,"Job Type
Full-time","QuEra Computing is seeking a methodical and creative Software Engineer to collaborate on the design, build, and evolution of the system that is central to realizing the first neutral-atom quantum computer to be accessible via the public cloud.
Skills
Collaborate effectively with colleagues who include experienced software architects/engineers, electrical engineers, and domain experts in physics and quantum algorithms
Ability to craft designs and testable implementations that express the problem domain and solution clearly
Design for testability
Support business partnerships with reliable software
Technical experience and knowledge
Design and Programming
functional programming: first-class functions, immutability, algebraic data types
TDD
BDD
DDD
Bounded Contexts with Intention-Revealing Interfaces
Shared Kernel, Partnership, Customer-Supplier, Anti-Corruption Layer, Separate Ways
Ubiquitous Language
Application architecture
event stream processing
microservices
cluster databases
REST API
significant use of >2 AWS services in cloud apps
System architecture
applications that span cloud and on-prem
Security
role-based access control
encryption of data in flight and at rest
Languages
Kotlin or other language with strong functional constructs
Java interop
Julia
Python
Process
low-ceremony agile
CI
high-cadence delivery",,www.indeed.com
379,IBM,Sr Micro Services Developer Quantum (Remote),https://jobs.quantumapalooza.com/u/BgAAAAABjS-kCfE19MyXNzRoIrQAxl0QdEiaQdZZ7wKt3GsYVdLh_tb1NFMrE9LRj9sDr0OdCi2QN2ONHFVHy0E0o0Q6Y7ZylVKJIQhPDDZX8ZgOHEK8WGxknKkUDKokFf_mbaOBcd4Ge8bkpxg2W1n2y9l-q8vHDEw==,,2022-05-23,https://careers.ibm.com/job/15832334/?codes=IBM_CareerWebSite,Sr Micro Services Developer Quantum (Remote),,"About Business Unit

Your Life @ IBM

About IBM

Location Statement








Being You @ IBM",,careers.ibm.com
380,Booz Allen Hamilton,QUANTUM SCIENTIST,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iBu5QafhipUHs-KeVQELzC01KGqqKjZyRh7cwh5oVesB3sn2PxWSFH3Fx1_IC9Wb7rKonVH9RCQ6yEVpMWSdHYJs1nPZSMGvqsinZUV3k5JDZQpKQRde8qAgGX-0BXKuKgGWdI385-ZrOZreoxHB77yQ==,,2022-05-21,https://careers.boozallen.com/jobs/JobDetail/Rome-Quantum-Scientist-R0153141/67137,QUANTUM SCIENTIST,,"Quantum Scientist
Key Role:
Leverages advanced quantum physics and advanced academic research skills and tools to research and evaluate quantum phenomena and quantum information sciences (e.g., quantum computing, quantum communications, quantum sensing). Applies specific functional knowledge; working/general industry knowledge. Develops or contributes to solutions to a variety of problems of moderate scope and complexity. Works independently with some guidance; may review or guide activities of more junior employees. This position is a hybrid role with a combination of working at a Booz Allen office or client site and working remotely.
Basic Qualifications:
2+ years of experience with quantum information processing, quantum computing, quantum networking, quantum gate modeling, or superconducting, trapped ion or photonic systems, gained during academic internships, doctoral, or post-doctoral studies
Experience with authoring peer-reviewed articles on quantum topics
Ability to work independently on complex tasks
Ability to obtain a security clearance
Master's degree
Additional Qualifications:
5+ years of experience with quantum information processing, quantum computing, quantum networking, quantum gate modeling, or superconducting, trapped ion or photonic systems, gained during academic internships, doctoral, or post-doctoral studies
Experience with project management for scientific projects
Experience with working in a supervisory or advisory position
Experience with programming
Experience with data science, including analysis, data visualization, and machine learning
Experience with postdoctoral quantum information research
Possession of excellent verbal and written communication skills, including communicating results to technical and non-technical audiences
Secret clearance
Doctorate degree in Physics, EE, Mathematics, or related technical field
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.
We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.",Boozallen,careers.boozallen.com
381,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jCPOZahPF9YI6jQtUo9hwwWBz4JoS300Ons4MEbZyacaqgxNBmY5GDzzkiGNvxW2yGxV9LPvMKScYJKBni895Q60hIC4-ISYIn-kSDtL5VhurpXLsPaBbGKdPIqbLEgWI6vWC6yi16088mZlpsN2EGOQ==,,2022-05-21,https://careers.google.com/jobs/results/143328245635261126/,,,,,careers.google.com
382,IonQ,"IonQ
College Park, MD",https://jobs.quantumapalooza.com/u/BgAAAAABjS-kPeyW0ajWDyTwx6LwCItIQb7-HDXb4tjLXrnUjchD_wtRa__S6D-IcdHBzgYZirW9Hdk4qSjVgmek1WYTPrbwcT2C2XvE2mChfLZINm-ozbGvO553U0kXsi6-UkDSWI4eTRndcxkcqY8LohshaBrpJ6g==,,2022-05-21,https://www.indeed.com/viewjob?jk=a87da5699260bb1f,"Senior Engineer, Packaging",,"IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ's computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.

IonQ is developing the world's most powerful full-stack quantum computer based on trapped-ion technology. We are pushing past the limits of classical physics and current supercomputing technology to unlock a new era of computing. Quantum computing has the potential to impact every area of human society for the better. IonQ's computers will soon redefine industries like medicine, materials science, finance, artificial intelligence, machine learning, cryptography, and more. IonQ is at the forefront of this technological revolution.
We are looking for a Senior Packaging Engineer to lead the design, development, and characterization of our current and future trapped-ion package systems, which serve as the heart of IonQ's quantum computers. In this role, you will work with a diverse team of electronic and optical packaging engineers, thermal and mechanical engineers, and FMEA engineers dedicated to this goal. In addition, you will work closely with other quantum system leads, defining subsystem interfaces and exploring design-space constraints and tradeoffs to optimize full-quantum-computer-system performance.
Responsibilities:
Lead the mechanical design, development, and characterization of novel ion-trap-module consisting of electrical and optical packaging techniques
Coordinate the full packaging development lifecycle of novel hybrid optical and electronic systems; including detailed design, creation of statements of work for internal and external activities, procurement of components and materials, characterization and testing, and validation.
Coordinate with other quantum system leads to define and explore subsystem interfaces and constraints
Scope and set objectives for new technical projects centered on thermo-mechanical packaging analysis
Guide the technical direction of projects and work with your team to develop and implement creative technical solutions to challenging problems
Develop project timelines, identifying key decision dates and completion dates
Monitor project performance to understand impacts to cost, schedule, and technical performance; actively prioritize deliverables: determine critical path amongst cross-functional deliverables
Conduct risk analysis and develop mitigation plans to ensure on-time release and delivery of project deliverables
Assist with the transition from research and development to production, including development of first articles and technology demonstrations
You'd be a good fit with :
Bachelors or higher in Engineering or relevant field/discipline
5+ years of hands-on electronics or optics device packaging experience, especially with systems which undergo stress cycling
5+ years leading a high-precision packaging development effort in industry
Experience with FMEA
Experience with thermal, electrical, and mechanical modeling of micro-fabricated devices in Ansys, COMSOL, or similar
Expertise in identifying and using packaging techniques, components, and materials to manage mechanical stress and thermal expansion/contraction
UHV device/component handling and knowledge of cryogenic and UHV-compatible materials
Understanding of cleanroom procedures
Experience with data aggregation and statistical analysis/reporting
Experience using 3D CAD tools like Autodesk Inventor or Solidworks
Excellent communication skills and ability to work on and lead a team
You'd be a great fit with :
PhD in Engineering or relevant field/discipline
Experience with micro-optics assembly and packaging, including optical fiber-to-chip attachment for photonic integrated circuits (PICs)
SEM and profilometry experience
Programming experience in MATLAB, Python, or other engineering relevant language
Process development experience using Design of Experiments and Six Sigma methodologies
Our HQ is located in College Park, Maryland and we are a 15 minute metro ride from Washington DC. We are actively building out teams in the Washington D.C., Seattle, and Boston metro areas and will want to locate you in one of these geographies. However, IonQ will be expanding into additional geographies both domestically and internationally so don't let this stop you from applying.

At IonQ, we believe in fair treatment, access, opportunity and advancement for all, while at the same time striving to identify and eliminate barriers. We empower employees to thrive by fostering a culture of autonomy, productivity, and respect. We are dedicated to creating an environment in which any individual can feel welcomed, respected, supported and valued.

We are committed to equity and justice. We welcome different voices and viewpoints and do not discriminate on the basis of race, religion, color, national origin, ancestry, physical and/or mental disability, medical condition, genetic information, marital status, sex, gender, gender identity, gender expression, transgender status, age, sexual orientation, and military or veteran status, or any other basis protected by law. We are proud to be an Equal Employment Opportunity employer.

If you are interested in being a part of this team and mission, we encourage you to apply.
IonQ Covid-19 Policy: IonQ requires all employees to provide proof of full vaccination for Covid-19 before starting employment.",,www.indeed.com
383,IBM,"Research Scientist, Cryogenic Signal Integrity (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-j__jgXZt5Ly1iAQ18Z_01Td1qLuAgoh37aaptTfGyXPkkg15DyCf0Wk87OelmI8hxEb6Pk93ehGiUuAHBt00CwPAYnBc1R8HQszkgXPISV39lMnCoQILP1L46YPIqXIdXxNj6ULz3xK0DF8dj4Nk5FDQ==,,2022-05-19,https://careers.ibm.com/job/15799889/?codes=IBM_CareerWebSite,"Research Scientist, Cryogenic Signal Integrity (Yorktown Heights, NY)",,"About Business Unit

Your Life @ IBM

About IBM

Location Statement








Being You @ IBM",,careers.ibm.com
384,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m0zwwttdRxNXwT_c5dDXtvF9IdxjA7CG_UCxbOANCGM8FmOeSZq3CKWsuq-dqsDoTuqEm2HiWJtbeJJYPdb8QJuE9crO4658hgAJNYVj15fkr8Wv4tDSyhFJtknwtD27yEbKkwqe0mkz-YISj8ZcmhRg==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
385,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m1g0Imd91W44AoQTvgojM4MLAMIqfowe4qGL3D1bC5Bs2TuOrwDAcXRgDLfYEzSMpJ20xTeiOHEAKDnmtigPkggbt-TrVP-HcUBYxafHIqcPkjNMT-lyUPm0ONuiju5WNsrppN2329VsPC7s2F6GTnIQ==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
386,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m28iOvpVIcvJAr6jlswjRTf3UEv0DKlgxe0xPV1MgbdvKbmdwNEvl1nZXQj-yr_x6R8GdA7isXzlJh4Uy5UIsK-c_jkZoU6BwDE3037Z5MOIKlq_p34rAwh9DRz1e-heI1m927Bl2hiEXHmCE3bkt9Jw==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
387,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m2-VBWgj1AtXkMzpXfuh8hqx_DcW3Omuuh8xwHrK878fVrKCD6GxulWMyOjfHik_w_17XTlgh2pXNz-ss_GLhZ3TKmb4dINJdVeVdtKvu9r8Clk41-FA4zTyvGDdi4OLfbPq5FjmFeoDvP1Nj6JN56DA==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
388,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m3T2qq3l4yt_BFztsrxKyCOtnklzM1NDkiASNNpPSRng6Ef7qyj63tuIR_IGZGcuAjVSLsHMTKnB-MvMNEy7JQJ4G1rahcVOiMv4SjS9jP0jmjxZpU-_7jHkIzwsXsP-PqFVG8mlcyUtVJRBRextKtMA==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
389,QuantrolOx,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m3rBpgnjGOpHvPEyOABBs0lolfW0KWuH84dlj4uAUm0SGIVTEqqA-V0P1d3rFJAlNcsslQEF0QEk5xPg8aJhchG4Ha4MZYdJ1L7CIR5f3C-nSjDbTPLej2FFZQbGoL7lIcRtwt_vOMQ2m_WIQ5wHu7PA==,,2022-05-18,https://quantrolox.com/careers/,,,,,quantrolox.com
