,quantity,Unnamed: 0,organization,position,link,location,date_added,real_link,title,type,description,company,key
21,2,188,OEwaves,Inside Sales Representative,https://jobs.quantumapalooza.com/u/BgAAAAABjS-l_JvAHAjPMLUEJYgAXFTP75lNL-yX0l8hJHGis5tpSSCh41BFq7K_mgW5P9kQHjRKy45SYFX-LG8T91hsYyBjolCJA-Pbo2kvgUbp1U8fMWiIkeYEGt-M2bwwZg2P6Lmje0KVTGoiFoNafFV9ALwtYDw==,"Pasadena, CA",2022-06-25,"https://www.ziprecruiter.com/c/OEwaves,-Inc./Job/Inside-Sales-Representative/-in-Pasadena,CA?jid=03b4332f4c81af75",Inside Sales Representative,,"Job Description
Inside Sales Representative
Photonic & Microwave Components & Instrumentation
Job Description
The Inside Sales Representative will be part of a team driving the revenue growth of company’s unique photonic and microwave product families worldwide. Successful candidate is a motivated and well-spoken professional capable of building good relations and achieve customer satisfaction with relevant experience in the photonic, fiber-optic component, or instrumentation industry. The inside sales representative will be responsible for following up with new leads, handling customer inquiries, and ensuring a smooth sales process that leads to closed sales and revenue targets. Responsibilities include but not limited to the following:
· Communicating with customers and Independent Sales Representative and Distributors.
· Answering potential customers' questions and preparing quotations.
· Understanding customers' needs and identifying sales opportunities.
· Making outbound calls to potential customers and following up on leads.
· Keeping up with product and service information and updates.
· Creating and maintaining a database of current and potential customers.
· Explaining and demonstrating basic features of products and services.
· Interacting with operations, marketing/sales team to meet sales goals.
· Staying informed about competing products and services.
· Analyzing and qualifying new leads.
· Closing sales and achieving sales targets.
Skills/Experience Requirements:
· Bachelor’s Degree (Business, Communications, Technical related preferred) or related fields.
· Minimum 2-3 years marketing or sales experience in a technology industry (Photonic, fiber-optic, and/or RF/microwave preferred).
· Excellent customer service/relations skills.
· Great communication skills, both verbal and written.
· Excellent interpersonal and teamwork skills.
· Good organizational skills and the ability to multitask.
· Strong listening and sales skills.
· Ability to achieve targets.
· Proficiency in Microsoft Office or related software applications
· US Citizenship or Permanent Residency is required.
    Company Description
OEwaves is a research, development, and engineering company focused on creating next generation cutting edge opto-electronic devices and applications in support of advanced communications and radar.

The company's vision is to be a leader in inventing and bringing to market unique products based on microwave-photonics technology that enable new and disruptive system architectures for advanced radar and communications applications.

The development of our technology, coupled with our team of highly innovative professionals and world renowned scientists, creates a stimulating and refreshing work environment.

We offer a creative, team-oriented, and intellectually stimulating work environment, as well as a highly competitive benefits package.
OEwaves, Inc.
Address
465 N. Halstead Street
Pasadena, CA
USA
Industry
Business
Report Job","OEwaves, Inc.",www.ziprecruiter.com
22,2,213,Qrypt,Senior Analog Design Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjS-muidIs6e_lAua_kwOdUbq1lhHlocTRJipDtRwmXIOQRHh9S3IciUuPiEQ-8rN9cpSwCsptyFSAHwqbbX968RQ-W4MwcJ3vQqAOeHyW0MuyZs5mpirsc5zmSEp8lm8yNcVek6a_P2HhBAk5WvhQQYPE8w==,,2022-05-07,https://qrypt.applytojob.com/apply/X9qraBmpHv/Senior-Analog-Design-Engineer?source=Our%20Career%20Page%20Widget,Senior Analog Design Engineer,Full Time,"Senior Analog Design Engineer 
Qrypt builds quantum-secure encryption software and hardware in partnership with world-class national laboratories and academic institutions. We value protecting individual privacy and being transparent about the technology we use to enable it. The foundation of Qrypt technology is published by our experts in peer-reviewed scientific journals and supported by a growing portfolio of international patents. Qrypt’s product portfolio builds on these technologies to ensure enduring data security in the quantum age.
Qrypt seeks an experienced Senior Analog Design Engineer to contribute to the development of a world-changing cryptographic solution by owning the design and manufacturing of cutting-edge quantum random number generator hardware. You must have expertise in low noise analog/mixed signal design, circuit simulation (SPICE), and end-to-end production through delivery – including functional block design, schematic capture, BOM building, and PCB design/layout. Experience delivering functioning, manufacturable, reliable, fully documented hardware is critical.
We work with leading technologies in data and information security including quantum encryption, post-quantum cryptography, and privacy preservation techniques. 
This role is based in the DC area.
Responsibilities
Own the design of Qrypt’s Quantum Entropy Source hardware, from design, through manufacturing, to bring-up, testing and deployment
Eagerness to work with physicists, mathematicians, cryptographers and cloud engineers in developing, testing and deploying state-of-the-art quantum entropy source modules
Interface with outside vendors to drive hardware development to closure
Model circuits and hardware systems to drive and validate design decisions
Participate in system-level design and planning activities across Qrypt’s product lines
Collaborate with the embedded software and FPGA engineers as necessary to assure system delivery
Minimum Qualifications
B.S in Electrical Engineering or equivalent experience
At least 6 years experience in low noise analog/mixed signal PCB-level circuit design
Experience with systematic board bring-up and testing
Experience with circuit simulation using SPICE or similar
Experience with schematic capture and PCB layout tools
Demonstrated problem solving ability
Demonstrated ability to work as part of a team to bring a hardware system from concept to product to deployment

Preferred Qualifications
M.S in Electrical Engineering or equivalent experience
Experience designing systems that include electro-optical components
Experience designing, building, testing and deploying boards with gigabits per second data rates which are the foundation of systems which scale to petabytes of output per day
Experience designing hardware for test/measurement equipment
Experience designing hardware for high-speed telecommunications equipment
Deep knowledge of signal processing, telecommunications systems, cryptographic systems, or industrial control systems

Attitude
You are comfortable working in an environment built around security and privacy
You want to be part of a team creating products that impact the world for the better
You care about quality, and you value effective communication and collaboration as the way to make better products
You like being responsible for delivering smart, reliable, maintainable systems that secure our customers’ data and privacy
You're interested in working with leading technologies in the quantum information sciences: quantum random number generation, post-quantum cryptography, secure messaging, and privacy preservation techniques

Benefits & Perks
Competitive Pay & Equity
Medical, dental & vision plan participation
Strong 401K matching program
In-office free lunch & snacks
Gym Reimbursement
But above all, be part of an amazing team! Together, we’ll make this world a safer place!

About Qrypt
Qrypt is an early-stage technology startup building the next generation of cryptography to protect from the threat of quantum computers and those machines and mathematics yet to be invented. Our passion is to help organizations and people keep their data private – forever. We securely build, design, and deploy safe systems that ensure people’s privacy. Together, we will transform the way the world safeguards data and communications!
The worldwide cyber community is undergoing a once-in-a-generation transition to quantum-safe technologies, with Qrypt leading the way. Qrypt participates in global standards bodies for communications security, financial transactions, and critical infrastructure. We are founding members of the national Quantum Economic Development Consortium and the Mid-Atlantic Quantum Alliance.",Qrypt,qrypt.applytojob.com
23,3,251,Keysight,Cloud Architect (Expert level),https://jobs.quantumapalooza.com/u/BgAAAAABjS-ktxmUh6z8LKatEvcr9HpHHRdVqbAhygLzVggy077mQnelgOn4U3ShgHj1EORJf79WcVhyBghjdGilRJDk9ssOjrQVXQOIiL-iR4RlBZuTNsQg6vjYhSuExJ3liEMgS5wIfBnnVQx2-Ff3NJSg52Wh2gA==,KEYSIGHT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,2022-02-12,https://www.mycareersfuture.gov.sg/job/engineering/cloud-architect-keysight-technologies-singapore-24fca7b9b7fb8c4852aac56e6734ec84,Cloud Architect (Expert level),,"Roles & Responsibilities
About Keysight:
Keysight is on the forefront of technology innovation, delivering breakthroughs and trusted insights to the world’s visionaries and innovators in electronic design, test, manufacturing, and optimization. Our ~14,000 employees create world-class solutions in wireless communications, 5G, automotive, quantum, aerospace, defense, and semiconductor markets for customers in over 100 countries.
We’re recognized as a Great Place to Work across the globe due to our robust culture and dynamic working environment. Our global team acts as “One Keysight,” using collaboration, inclusivity, and integrity to advance technology. We’re driven and curious, and we value all ideas, especially bold ones. And our strong culture extends far beyond our own walls. We leverage our corporate social responsibility framework to support our communities, nurture the next generation of engineers, and promote environmental sustainability. Our technical solutions – and our methods for creating them – help connect and secure the world. Learn more about what we do and how we do it.
About the Job:
We are seeking a proven software architect with experience designing, implementing, deploying, and maintaining distributed and cloud solutions. This role is for a leader of a team developing quantum cloud compute infrastructure to coordinate and execute jobs from customers as well as provide organized access to data and results. The candidate must be excited to work in a quickly evolving, deep-tech space as well as be able to thrive with under-defined requirements. Consequently, the candidate must have a customer centric mindset while creating software solutions.
About the Team:
Keysight Technologies’ Quantum Engineering Solutions (QES) organization is responsible for producing world-leading solutions for the rapidly emerging and exciting market of quantum technologies which include quantum computing, quantum communications, and quantum sensing. At present, QES develops the quantum control system software which locally organizes and executes quantum algorithms or experiments.
Candidates will need to exhibit the following behaviors to be successful in the role:
High standards and a passion for excellence
Desire to exceed expectations; not satisfied with “good enough”
Creative; able to analyze problems and derive solutions using multiple approaches
Able to collaboratively work towards common goals
Attentive to detail, logical, and analytical
Strong leadership and personal accountability,
An effective people manager
Completely and relentlessly customer-focused
Strong personal communication skills.
Responsibilities:
Design,implement and test quantum HPC-Like cloud software
Lead the team on code and design reviews
Document all work with high quality
Effectively collaborate and communicate across cross-functional teams.
Basic Qualifications:
B.S. or M.S. in Computer Science, Software Engineering or equivalent discipline
8+ years of software development experience
AWS, Azure, or Google Cloud experience required (AWS preferred)
Excellent written and verbal communication skills
C++ AND Python experience
Desired Skills:
Docker and Kubernetes experience HIGHLY desired.
Typescript, Javascript, or Angular experience
AWS or Azure Certified Solutions Architect
Load sharing systems (LSF/PBS/Torque/Slurm/...)
Experience with distributed and high-performance computing
Experience taking a Cloud or distributed computing project from an early concept through deployment and support using agile methodologies",KEYSIGHT TECHNOLOGIES SINGAPORE (SALES) PTE. LTD.,www.mycareersfuture.gov.sg
24,3,264,QuEra Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nVAcHudbAg8DfANyrOL0PpJnisgp3RqfNzLtFCdZBhOQ6WOQdFlBTk4oju1FTYwRRV2PI-6nv4JZpzWUCSnnh7m8msPNB74ybhi06PswJFilO4LaRCQYPSY7sHugoHRzQw8n1GQuoVgFpwkZz6LBDh6Q==,"Boston , MA , United States",2022-01-18,https://jobs.recooty.com/quera-computing/software-engineer-quantum-computing-service-qu120,Software Engineer (Quantum Computing Service),Full Time,You are not satisfied with mediocre cookie-cutter approaches. You thrive when challenged to step outside the familiar in order to design solutions that are tailored to user needs.,,jobs.recooty.com
25,2,277,PQSecure Technologies,"COMMERCIAL BUSINESS DEVELOPMENT LEAD (BOCA RATON, FL OR REMOTE)",https://jobs.quantumapalooza.com/u/BgAAAAABjS-mQreOcwVA1I2McCoQZd0EOBFNuJnjZNFPIT2EjA9KAiwkuJrn1VRoceWauOHRJopSMJiR4TIqd20xjtF_WRfDMnizzKHdAov4_PVbVYusZ61BYqqDC5yFzBrZtO8FYQhZ4XDMkYkUd563XXt_sYQq6oA==,,2021-12-02,https://www.pqsecurity.com/careers/,"COMMERCIAL BUSINESS DEVELOPMENT LEAD (BOCA RATON, FL OR REMOTE)",,"PQSecure Technologies is looking for people who can invent, learn, think, and inspire. If you want to to join us in making an impact in cybersecurity world, we are currently looking to hire for the below positions:
COMMERCIAL BUSINESS DEVELOPMENT LEAD (BOCA RATON, FL OR REMOTE)
Primary Job Responsibilities
Analyze markets, applications, and potential business models
Develop value propositions, strategic product positioning and revenue models
Establish business relationships with potential customers, business partners and investors to support strategic growth opportunities
Determine product marketing strategy for dual-use (commercial and government) applications
Complete competitive assessment for the selected marketing strategy
Develop Go-To-Market strategy and plan
Additional Job Responsibilities: 
Develop and manage PQSecure’s current marketing program, including management of documents, management of systems, and creation of content management calendar.
Plan, execute and monitor account-based marketing programs
Manage the PQSecure website such as general maintenance, regular updates/news.
Develop and maintain marketing reporting system including website traffic metrics, lead generation performance, and social media engagement.
Qualifications: 
5+ years of experience in business development and product marketing of cryptography-related technologies and products – MBA degree desirable, but not required
Sufficiently relevant technical background (e.g., engineering, computer science, mathematics, physics) and applications knowledge in cryptography-related fields to navigate among competing technologies and develop detailed technology-based value propositions
Experience with business development and product marketing within Internet-of-Things (IoT) markets and applications
Channel/partner business development and product marketing experience
Excellent communication (both verbal and written) skills
Excellent project management skills required
Ability and willingness to thrive within a fast pace growing and disruptive company
HARDWARE/SOFTWARE ENGINEER (BOCA RATON, FL)
 Education: Minimum of a Bachelor’s degree in computer science, electrical and computer engineering, or equivalent. MS or PhD in CS, ECE, EE is preferred.
Technical Expertise: Must have hands-on experience developing VLSI CAD/FPGA technologies or hardware and/or performing computer science or engineering research.
Required General Skills: Must work well with customers, including building rapport, identifying needs, and communicating with strong written, verbal, and presentation skills. Must be highly motivated and able to self-manage to deadlines and quality goals.
About PQSecure:
PQSecure (headquartered in Boca Raton, FL with an office in Washington D.C.) is a deep technology startup company with focus on quantum-resistant cryptography and security for IoTs and embedded systems. PQSecure provides quantum risk assessment, detects threats on IoT devices/networks, manage the devices and provides hardware and software solutions to enable security against classical and quantum computers.
please send your resume to info@pqsecurity.com. ",Pqsecurity,www.pqsecurity.com
26,1,289,Pasqal,Développeur Frontend – Services Cloud,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mMJNWWvEmsORlxKG1Lf2jlEwLqqRzBCJgCBepu0KK6n9eQXo9E5XXbwADH-r_8dRMOQ0P25oLL-g947A46OX3wvDV_RR8Kp38vifPYQQFJr7lmjPMQNswHK_aNMqzNsObR86aekKg9bdI_gcWQoSrPZw==,- Massy,2021-11-06,https://www.onerh.fr/poste/developpeur-logiciel-frontend-services-cloud/,Développeur Frontend – Services Cloud,,"Publié il y a 11 mois
CDI - Massy
PASQAL
Site internet
One RH recrute actuellement pour PASQAL !
Vous souhaitez vivre une nouvelle aventure professionnelle et prendre part à une expérience enrichissante au sein d’une start-up en pleine croissance ?
Leur histoire 
PASQAL est une entreprise créée en 2019, issue du laboratoire de recherche de l’Institut d’optique.  Elle s’appuie sur une technologie unique, fruit de 20 ans de recherche, pour commercialiser des processeurs quantiques. Ces processeurs sont destinés à travailler comme coprocesseurs des ordinateurs de calcul haute performance. Ils mettront en œuvre des algorithmes de Quantum Machine Learning, accessibles à court terme, permettant de résoudre des problèmes d’optimisation combinatoire. Les champs d’applications sont très vastes, de l’optimisation d’un portefeuille de placements pour une banque, à la production et distribution de l’énergie.
Rejoindre PASQAL, c’est prendre part au développement d’une start-up deep-tech à l’avant-garde de la seconde révolution quantique.
Pour soutenir la forte croissance de l’équipe, PASQAL recherche un·e Développeur Logiciel Frontend (Frontend Software Developer).
Vos challenges 
Vous travaillerez sur les applications applications web publiques et internes de la plateforme PASQAL Cloud Services. Votre mission consiste à créer et implémenter des interfaces graphiques intelligentes et intuitives pour permettre aux utilisateurs finaux d’utiliser leurs technologies.
Plus précisément, vos responsabilités comprendront :
Le développement du portail utilisateur de la plateforme qui portera notre offre de Quantum Computer as a Service
L’implémentation d’interfaces d’administration internes
Le développement d’un code de qualité, structuré et documenté
La participation à l’ensemble du cycle de vie de l’application
La garantie de contrôle et de test du code avant mise en production
Une veille technologique permanente, en collaboration avec l’équipe Applications Quantiques pour le maintien d’une activité inventive dans les domaines scientifiques et techniques liés à la recherche, aux produits, aux technologies et aux marchés de la société
Parlons de vous… 
Vous êtes titulaire d’un Master en informatique
Vous avez une expérience de plus de 4 ans dans un environnement à forte composante d’ingénierie sur un produit cloud-based
Vous possédez une expérience professionnelle de Javascript et React
Vous faites preuve d’un vif intérêt pour les nouvelles technologies et les défis scientifiques
Vous êtes reconnu·e pour votre curiosité, votre agilité et votre capacité à travailler en autonomie
Vous êtes capable de travailler dans un environnement international et maîtrisez l’anglais
Vous souhaitez en savoir plus ? 
C’est une excellente idée ! Contactez Laetitia Zimmermann à l’adresse laetitia@onerh.fr ou via Linked in.
Laetitia échangera avec vous par visio ou par téléphone pendant une trentaine de minutes pour apprécier votre profil et vos attentes, et vous en dire plus sur le poste
Si tout matche, votre profil décollera pour atterrir sur le bureau de l’équipe de PASQAL à Massy. Vous passerez ensuite une demi-journée sur le site pour rencontrer les équipes et mettre en perspective votre future collaboration
A vos CV !
Découvrez Pasqal avec Lucas, Responsable Département Engineering and Production :
A propos de One RH :
One RH est une société de conseil indépendante en ressources humaines depuis 2016 !
Basée à Haguenau, notre équipe de 7 Consultants RH assure le conseil opérationnel autour des problématiques RH et recrutement pour nos clients start up, TPE – PME – filiale de grand groupe internationaux, ESS, en région Grand Est. Nous intervenons majoritairement en mode conseil ou RPO RH (RRH-Recruteur en temps partagé, management de transition) selon le besoin.
Chez One RH, la qualité est de mise sur toutes les étapes du processus de recrutement.
A commencer par le nombre de poste en lui même. Nous gérons que quelques postes en quasi exclusivité, afin de pouvoir créer une relation de confiance avec tout nos candidats, être disponible et à l’écoute des besoins et envies de chacun.
Chez One RH, pas de commerciaux, ce sont nos RH de métier qui assurent les recrutements avec des spécialisation sectorielle : IT, marketing/ Digital, Business, Supports permettant une expérience RH complète avec nos candidats (positionnement professionnel, conseil, coaching recrutement). Bref, un RH (sympa!) rien que vous pour vous tout au long de votre parcours de recrutement !
Pour postuler, envoyez votre CV et votre lettre de motivation par e-mail à laetitia@onerh.fr",Onerh,www.onerh.fr
27,4,307,Vescent Photonics,Process Engineer – Electro-Optical Manufacturing,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ooesVu8sid3mme6lyrsLBRomelOz6Hbu35gTOZ-ZjFn04KxrYCAFRX0a--uEjcU6yJpNLUt9B03nDiNj8F8R-Hqn95pxOPhorahRntwT_p1xnKJUYfr4sfmPwVgSc8WblGxMzuS98bXNvAwVeSqSX32Q==,,2021-04-12,https://vescent.com/fr/process-engineer,Process Engineer – Electro-Optical Manufacturing,,"Process Engineer – Electro-Optical Manufacturing
Vescent Photonics seeks a creative and highly driven manufacturing process engineer to join our production team in Golden, CO. The candidate will develop manufacturing methods for state-of-the-art laser systems, ranging from ultra-narrow linewidth lasers to optical frequency combs. The candidate will be the technical lead in establishing processes and techniques for assembling complex laser systems based on micro-optic, electro-optic, and fiber-optic components. This position is ideal for a technical leader that enjoys hands-on work, troubleshoots problems with enthusiasm, and desires learning new skills.
Vescent Photonics develops and manufactures high-performance electro-optics, tunable lasers, and electronics for precision laser control. The work environment is fun, fast-paced, challenging, and interdisciplinary, involving a high degree of coordination between the research, engineering, and production teams. The Vescent team is highly collaborative, takes pride in its work, is energetic and agile, and enjoys celebrating milestones. Vescent offers a competitive salary and a full benefits package, including four weeks PTO, health/dental insurance, and a matching retirement plan.
Job Duties:
Lead technical development of manufacturing processes for all laser and electro-optic products.
Collaborate and coordinate with the product development team and the production team to successfully transition products from engineering/R&D to manufacturing.
Design and document scalable build processes and test methods for complex electro-optical assemblies.
Identify appropriate manufacturing technologies that can improve the quality and efficiency of production processes.
Advocate for best DFMA practices during product development.
Required Qualifications:
B.S., M.S., or Ph.D. in Physics, Optics, Optical Engineering, Electrical Engineering, or equivalent degree in relevant field.
At least 3 years industry experience developing manufacturing and test processes for electro-optical products.
Demonstrated experience in developing processes for affixing and aligning optics.
Demonstrated technical writing experience.
S. citizen or permanent resident.
Desired Skills:
Experience with micro-optic and fiber optic assemblies.
Good understanding of using glues, solders, and welding to affix optics in an environmentally stable manner.
Experience manufacturing and testing laser systems, including mode-locked ultrafast systems and CW narrow linewidth lasers. Experience with fiber lasers and semiconductor-based lasers is particularly sought.
Proficiency in computer programming, automation, data acquisition, and data analysis tools.
Experience modelling optical systems (Zemax preferred).
Proficiency in assembling and troubleshooting electronic circuits, especially with opto-electronic components such as diode lasers and photodetectors.
Computer-aided design experience (Solidworks preferred).
Finite element analysis to perform thermal and stress/strain analysis.
  Please send your resume and a cover letter to jobs@vescent.com. Your cover letter should express how your skills, qualifications, and interests address the job description. Applications without a resume and cover letter will not be considered. Vescent Photonics is an Equal Opportunity Employer.",Vescent,vescent.com
28,2,313,Unitary Fund,Unitary Fund - Member of Technical Staff,https://jobs.quantumapalooza.com/u/BgAAAAABjS-oMLk0tcjdGKnn9RCXTppDACQ_7ZNrxVxp2oRj8gFn3MAA0q3rAiU_X1eGNU9UckCAVOuODQrWVHmj5bj-wvYABvEIV2ijfOwTS-Dn1xYiJXypEzkm6_FqAdRscQCUCoSZjnyGBzKwNRsLbQO9Z8htX1w==,,2021-03-13,https://unitary.fund/jobs/mts.html,Unitary Fund - Member of Technical Staff,,"Because evolution is unitary.
Unitary Fund - Member of Technical Staff
Unitary Fund is a non-profit research group helping build a quantum technology industry that benefits the most people. We support the community, e.g. running a grant program to support the development of new open source quantum software, and we do our own research on key projects for the ecosystem.
We’re hiring Members of Technical Staff with a focus on Mitiq. You be part of the core development team Mitiq, in collaboration with key players from the industry and research sector.
Through this project you’ll be at the center of the emerging field of quantum computing and working to develop new and critical components to accelerate it.
We have both part-time (40%+ FTE) and full-time positions available. Unitary Fund is a fully remote team and this role is also remote.
About You:
2+ years of software engineering work experience (not necessarily quantum related) OR 2+ years of research experience in quantum information such as in a PhD program
Track record of building and launching software with small teams
Excited to make quantum technologies better, easier, and more accessible
Bonuses: 
Track record of learning/building with quantum computing packages and software (e.g. any of these open source projects)
Experience running programs on quantum hardware
WORK HOURS & BENEFITS
Part Time or Full Time - We have both role types available and are open to discussing what works for the right candidates. Minimum part-time commitment is 40%.
Flexible Hours - We are happy to accommodate complex schedules or limitations, and care more about the work getting done than the times you’re sitting at your computer.
Alignment - Being a small team, we will be seeking a team member who aligns with our culture, we would love for it to be a delight to work together.
Whole Self - Our team is made up of smart, caring humans who take time to know one another personally and cater to individual needs or perspectives.
Remote - We work remotely, across many time zones. Our team is US Pacific, US Eastern, and Central European Time.
International - We work globally with many cultures and institutions.
Unitary Fund is committed to creating a diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.",Unitary,unitary.fund
29,1,315,Quantum Valley Ideas Lab,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nIg1UWkyiHgvrhOrthbXMWEJc3c6FCzYUWHHl963KEMu0JPfaYFCDFdl2mLE056xdNJiIRaEv-wL-VPTGZ34mnD1ARJ-dRt_QluWvesgalqLSG4TziGL3Bt2nEWf6Yd7xvft8kRfy7RrxJYRi4m5nyKg==,,2021-02-27,https://www.qvideaslab.ca/careers-2/,,,"Quantum Valley Ideas Laboratories: Quantum Technologies Postdoctoral Fellow
Quantum Valley Ideas Laboratories is a not-for-profit applied research institution focused on cutting-edge research and development of quantum technologies.  Quantum Valley Ideas Laboratories is tackling the ambitious goal of accelerating quantum technologies from proof-of-concept to real-world applicable, commercialized solutions.  We are searching for an applied physicist to fill a postdoctoral fellow position.
We are interested in hiring a candidate who wants to work on a scientific team and has a passion for application-driven R&D.  Candidates must have a doctoral degree in electrical engineering, optics, physics or a closely related field, and an outstanding record of original published research.  The successful applicant will work under a project lead with other staff scientists and engineers. Preferred skills of particular interest are precision measurement; quantum optics, ultra-stable laser systems; optics; fiber optics; photonic integrated circuits and laser spectroscopy of atoms, ions and molecules. A desire to successfully work in a close team environment is required. We value inquisitiveness and creative problem solving above all.
Applicants should provide a full CV (including publications) and a cover letter explaining their interest in the position as well as arrange to have three recommendation letters sent to Quantum Valley Ideas Laboratories. The application documents should be submitted in pdf format to careers@qvil.ca.  Applications will be considered until the position is closed, however, to ensure full consideration, applications and recommendation letters should be received by March 1, 2021.
Quantum Valley Ideas Laboratories is located in the Kitchener-Waterloo area of Canada, in the heart of Canada’s ‘Silicon Valley’, near Toronto. The area has excellent schools, a vibrant community atmosphere, and outstanding local Universities. Quantum Valley Ideas Laboratories offers a competitive compensation and benefits package as well as an exciting, challenging and supportive work atmosphere.
APPLY FOR THIS POSITION",Qvideaslab,www.qvideaslab.ca
30,1,321,Quantum Computing Report,Social Media Coordinator (Part-Time),https://jobs.quantumapalooza.com/u/BgAAAAABjS-m9DcqJ1DV1NCq5CHj_8vRqTFrPx6obkCEsYhRmGcN8_yaGzEDQFRDpGNoYAf2kvGzqWqPdjHm-wNwOxxoC_mfPGGWXUALTLN_NtS_3hQdMBZAbENCyn70RHwm0ZCLSLAkDVyBy-FSFhHFDIox89aQYcw==,,2020-11-15,https://quantumcomputingreport.com/social-media-coordinator-part-time/,Social Media Coordinator (Part-Time),,"The Quantum Computing Report (QCR), established in 2015, is the leading and most authoritative web site devoted to the quantum computing industry.  Articles posted in the QCR have been referenced or quoted in major national and international media outlets including the Washington Post, CNBC, Forbes, Scientific American, The Economist, Nature Magazine, The Guardian, TechCrunch, Fast Company, Gizmodo, and many others.  We have the highest quality reader base which includes quantum computing industry executives, venture capitalists, government policy analysts, U.S. Congressional staffers, enterprise end users, and researchers from academic, commercial, and non-profit organizations. The QCR is viewed by thousands of these users in over 115 countries worldwide.
The Quantum Computing Report is now looking for a Social Media Coordinator who can help us to expand our footprint in social media and attract additional readers to our web site.  The Social Media Coordinator will have the following duties:
Create QCR accounts at LinkedIn, Twitter, and Facebook
Build up as large a follower base for these accounts as possible
Post notices whenever a new article is published on the QCR to invite readers to read them
In coordination with the Managing Editor, make or respond to comments in these social media outlets that pertain to the QCR.
The ideal candidate will be someone who has an interest in quantum computing and is also highly experienced in utilizing social media.  The successful candidate will have personal accounts of their own and utilizes social media on a frequent basis. The candidate will know how to leverage hashtags and other tools to be able to promote our message as widely as possible and also to measure the results. Our expectation is that this will require 2-3 hours of work per week and we will pay a monthly stipend for this activity.
For those interested in finding out more about this opportunity you can contact our Managing Editor, Doug Finke, at dfinke@quantumcomputingreport.com.",Quantumcomputingreport,quantumcomputingreport.com
