,organization,position,link,location,date_added,real_link,title,type,description,company,key
56,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lK8947mb15Vow0i94lyHWXz6WJ9gtvbqR0WSVjHoIDJNHKm5bLs5ahCCMPzhj9fMpOt0PI3WmQvExKR12XLFfOC-nyjoxVtC94UUj7RQvvyUti6fISyK8xJLqnPL7Y1kF3HZvxOXmtScL-pNCg88q_Lg==,,2022-08-19,https://careers.microsoft.com/us/en/job/1443754/,,,,Microsoft,careers.microsoft.com
57,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ljAsN-IqmO_WkshC5kNS5JVnyZ7HezIDtLDL81mk9SXdvrSC_CGWhi8Umh_SXVNzSJNYwrLXkbmOQ_txdgg0bDFt6DtlO42v2vNnWc6tdwK4Jos8it8CqYBxeXLd5emADvr51NwGIJHO2uVav5b1gzog==,,2022-08-19,https://www.northropgrumman.com/jobs/?category=Engineering&fof=1,Job Search,,,Northrop_Grumman,www.northropgrumman.com
58,Qrypt,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-muk6F0lsxn3LFX1ThYb8EHFjb_jym9bdsHGsE7aUxyEeuErLIPkG6QNB63THcleyDzZu3j5NpbuabexDkpFY5OCS5co_Lav7k5szwcXZ_NHP2dUzKW2ClVG1nzxKZ5eogQ6kCCQsYlT-i-odrM2XRI2A==,,2022-08-19,https://qrypt.applytojob.com/apply/gGGumKpejI/Senior-Marketing-Specialist?source=INDE,,,,Qrypt,qrypt.applytojob.com
59,Quantinuum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mzYGaCiPu-vO6x2zEB3yLUv9JV9nx1WzdRpo2MECOMkPN4ZDjmYheeJ9TrRYVNNAtipw592e1qJSSNkj5pPp4tGdzl497qOyn22YtbStbyATq28xfK5Qppg-R3FqLGo1DzJ3YLDeLbAx-_AvjFUCNurQ==,,2022-08-19,https://jobs.eu.lever.co/cambridgequantum/81c06cae-c07d-40a5-b06f-f473791e83f2,,,,Lever,jobs.eu.lever.co
60,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nl_FngFipjsjvT53IHxsJTUPSj07HIIIysoHByasoRxSMChU52cwnxickf4NyQXcwtFuMO60GaXba0VVD69owYSO_mmyIYs4DLqaMhd8ywzM-nHED2oBVPOtZf76q-5WQ1upkHsoAs9SYx5J9wr0P09g==,,2022-08-18,https://apply.workable.com/riverlane/?not_found=true,,,,,apply.workable.com
61,Bluefors,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h7GCB4_ZxsrIVcl_3CQZgb933IJAqnnYDtl4CgiDwgXclJr2QcbJNuLOfjQOLxjWKgi6D6DV_jl1otstP_Jz6JLmGXBVbJDO1nO8ixyDSY03ySEey2uznrFsQRnWahHWIjOsU7ALMh_1UPe2YCvjeeag==,,2022-08-17,https://www.jobly.fi/tyopaikka/site-planning-engineer-1287391,,,,,www.monster.fi
62,Quantinuum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mx-tNR5c9Qjd47DuxAkB9taI9pu71JaTYdG9MUmcNF4J_6evIPAztjt54-q8RIlZKiNCx_pvBENZrFNJQm0__ohD1OvdxYlqLACFQ3YY_mvKVdJBfw6YelM8WaBMqXb7k5cRWUPFnYJFUQ56leGrTq4A==,,2022-08-16,https://jobs.eu.lever.co/cambridgequantum/c2f7f764-8149-48ba-936d-17e901ee4c81,,,,Lever,jobs.eu.lever.co
63,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nDHDgGjq6N_0ZTSIdTKukMhTIv5yboj1MtYXRXKib2AdcUzOe8NME142X9FUkb6qJbBsgoXAHEsWvcnrHdVhtaFTYQwnDY0FMN43BeNKbOOmNRg06NH_FDjFHyIerPDOgKCq_pLdSMlq8VtHLSzl0crg==,,2022-08-16,https://www.quantum-machines.co/careers/?coref=1.11.pA6_99E,,,,,www.quantum-machines.co
64,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ozRUop9KUNklR3_W3oR30p6LGqwbOZ8ENjB8XSIyhvHYmDi7LYowRFRQ97bYjxcDnm5VpBagtIo246uqtkNZDi13_gxeLs36FiaSjqEtfLBU6V8r9dMEtiIgBgZZXrZB7tC9PQrDWGe207zU6Qong3xw==,,2022-08-16,https://xanadu.applytojob.com/apply/AKAXRxo49Q/Software-Developer-Cloud,,,,Xanadu,xanadu.applytojob.com
65,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-m_NkU7xuU_sU2dXIIhMbck8s9NXUy9PYJjEpfVuJ0KJ_SaVl4IMdRQLOTu4jSmhanDeY8cyJ2-yQclKXAUeeNa2O_Ods7RvmgqA-aIIxiOO9lNA-z5ETPOUJVhvHU2ZZZe7YoFjIQvEKdTKwgIp1z25A==,,2022-08-15,https://www.quantum-machines.co/careers/?coref=1.11.pA6_992,,,,,www.quantum-machines.co
66,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nBcQqAUPOTfkDdB1jd01q156rTPl7rvIcNr_LCHIL0mHWsTIyBVjJgPdFlHUXnZmrY6ROzP6DyODImHc1L-Kh1wSJwoiqLPO0-ljUUEL4_huyYN8Jg0zEZtR-5RTpQXInqC-k8GGPYXYPGk1P-X88aAA==,,2022-08-15,https://www.quantum-machines.co/careers/job-position/AE.13D/international-sales-manager/,,,,,www.quantum-machines.co
67,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nEumtteswmUE-FBsRdIAenwAhOMujx3MGYVOSBNs8r7OC9yAxSMMuN276D1IT5-znK235YBG3l5ngIXn3dP4x5-fUNeGh2zuA9XW0PxCEgWGfzBz8B-FJSseb5UbDhk0oRkttq5e7tz8hsz39Tnlmu3w==,,2022-08-15,https://www.quantum-machines.co/careers/?coref=1.11.pA6_99C,,,,,www.quantum-machines.co
68,Quantum Machines,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nF-SMhll4XwOo09NU4cDzfi98E5XqJu1imDbBFBnoRqhfFDW4BirOf1Xoge0bn2XaB1bubSkeeGI4zZF16PTfFHL3rt63wM5hGzvo1sGescwLB9IDJfCfawYmPgarxP2i9XE-reGdAryEmUJbZcj5lSA==,,2022-08-15,https://www.quantum-machines.co/careers/?coref=1.11.pC6_99D,,,,,www.quantum-machines.co
69,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iMgyaqq796GN82Kk7Iuzf8RSCahDYIHCVSeu7ZYxjomxdPdXcM4xnftLR37uxr5DIFAdB9RiudvuQWEPtTFGxFEFeQ5KZAEFBIUoYpnlTW-tcgrRZykRbahC75-fDcF5qHnBUmm6P7telcAc-1uPq5iw==,,2022-08-14,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
70,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nngB1hzcYozEuwvAD-CVvQG5u_32nRqTxwYsBQN3jkLkuT08aEIRBN8SrN4xuTrZj4GuGX5R9DObW9v9qp6GbmaVcQP8SQApo7HKLeut1v0aszwxmvZOCR0CGAf2u4fFCH4ZtY5LGfBMbtUm8uLGFJMg==,,2022-08-13,https://www.sandboxaq.com/careers-list?gh_jid=4598775004&gh_src=e026bada4us,,,,,www.sandboxaq.com
71,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iPhgiCsry5sSYkGZ61ygFeHcfvGy0zTNDu0hzWm6OE4gouQda47TDiKmJPVdc42_UOiGcpnb0wnCFtHkciUJf4zc3GFFnhrm8qKA2zhdN8xezIU_zQ_rormzTA3MifuePTggcIKfKVxTNPiVUXvCV-7A==,,2022-08-12,https://apply.workable.com/coldquanta/j/55A0501331,,,,,apply.workable.com
72,FormFactor,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-irBxdqkJ5XAErXZx-Lt7Y_K0OB0u1QtuIBsKyHrnJuTiSdgkDmMBVRMC9fZrX-DhdbOw_hL21_Zxdy6R5GlmnV1uHWCGU1vR6mll5bg27EdZ3QkNmWxi568v0_AvpMOjidL4fZkwY5B2yGXusb1BugXg==,,2022-08-12,https://www.formfactor.com/company/careers/career-opportunities-us-asia/?gnk=job&gni=8a7887a8821e19b301826f36b1c10a2f&gns=Indeed+Free,,,,,www.formfactor.com
73,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lLEVNAO3Z-g51uTfzbK29iWAbI6Pq_AhisSjBzU-NEalPmgKLADA-k-prP8Y6m4PzXI_aA_wtAZBRpoUpxqMxeKpxdwVd8RFuH9ZGxb_bfZyKGhspUyhh3XPPyxK3s1MRtMDg2GuPlqYeH1w74YfEVLg==,,2022-08-12,https://careers.microsoft.com/us/en/job/1440342/,,,,Microsoft,careers.microsoft.com
74,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lLijANKaz141jddcksHKXsMwZuxip_8B233YU32jULfVvgtsqYT6L0pi3UuUeqiwbIbU76zSSWMqnkesvllXLEdmvzeSdu3o81b_amwi5YJf6ADhFhQf6wBlhMpgPBHBoxS2tSmIk6zobtO2oioxQj8Q==,,2022-08-12,https://careers.microsoft.com/us/en/job/1440344/,,,,Microsoft,careers.microsoft.com
75,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mEZiaY8ZfdFSBq39iyIolHdGWoK3DjQaT2DDDeHXCz8twYossPPczARG4gREnCUzqHDi5NXJ0bpo8giGWa0XD3xfCf0zOyD2PafUcGHBKj4s7tVOPr46ZntAbp_1C1_m61jPnlD5JuXpByts7hC2RH_g==,,2022-08-12,https://apply.workable.com/pasqal/?not_found=true,,,,,apply.workable.com
76,SandboxAQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nr1BoFEvX9imPeIPCl8YkJEWdo5qXJoEZk3Q41UMbyN9hoOQoLivhFKqfEjsLIQJZzIS2E5wXOn2vkM-8Qss9N9Yqu8ET1mBsUMGoPZj_LKvBKrC_Rwt5DH-CXuf96Ncp3x-f2kuaNCjIvyZwe-B-A0A==,,2022-08-12,https://www.sandboxaq.com/careers-list?gh_jid=4623857004&gh_src=acf25c734us,,,,,www.sandboxaq.com
77,IBM,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-juVaev0d9JU9rabuK00e59ba1Y2rAWo1LG4iPoXamCuxgKS006knVZNoltK1SLCReM-lLu-ym9ilJX6R57NTMFzmAarfZ6m-Q-VD7SzfHiOm1ZdOVU_qKVf3ddmORE4SUrSTvAbXBuCC1Oc5XbRSgHrQ==,,2022-08-10,https://careers.ibm.com/job-not-found/?jobid=16431632,,,,,careers.ibm.com
78,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hqnM1XjqB8QMCpn40Wuq7Mo6XEdwSv4fvGinme8Wftw9O-W4HVoc5UGuKKogV2RPnyiGk83OX2QzXtqftuKn1m9fpFpEgLeMktyJbCecbmhuwdl5K9MLZbVcrQXVPVUMqjHULbYpbvh8iYaCgYP-VmyQ==,,2022-08-09,https://www.amazon.jobs/en/jobs/2186251/software-dev-engineer-iii-amazon-braket?mode=job&iis=Job+Posting&iisn=Indeed+(Free+Posting)&utm_source=indeed.com&utm_campaign=all_amazon&utm_medium=job_aggregator&utm_content=organic&dclid=CLasoJuBu_kCFUO3nwodlhsINA,,,,,www.amazon.jobs
79,ATOM Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-h0zx8HhVyTljVjlG1MtMr0P3R18tKialqy86ys44ZffwnBoScemLOYpJJhBo_AQcGAEO0zZ8WimOOt0qbihxjmQCUTGX6E3tzdenanYERqYo8V1wiLl9b5TMmoT69773buUyeifv1YqJ8pRqq4WYaH4g==,,2022-08-09,https://jobs.lever.co/atomcomputing/b3d042e1-d2eb-4856-843c-3aef003c95b6,,,,Lever,jobs.lever.co
80,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kSsBLc1VXKJJWnyDXW-URJqgkgjUwGaFa4vqkutRDjzadBkGcG5mYsEWQmft_PW1FFr_RuXyeKx8NdNNC1k4Dxc0Hkbw26xPqVSyfzUOrZHy0lr-ETX3ooeZn1rQghKsV8c6l-PMTniNxF9gpkaYKY8g==,,2022-08-09,https://ionq.com/,,,,Ionq,ionq.com
81,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lMzIMhVh1DLaHq2aVBAZpNnyPuG0a7pfcn5sY14lCgIVRxW74qiZtz_nNorPW_d1lO9pCkGXWf6nSG0D2fgPCNK5YF9buFFxGrhCWagrTRg8EzdjAqy_sb1RCs8CvNTtr6F-rv5ZXoPkBkZLFsNnFv-Q==,,2022-08-09,https://careers.microsoft.com/us/en/job/1433714/,,,,Microsoft,careers.microsoft.com
82,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nhhNhmYZAGtec9KuURdjEkIGxoPxDElbjgIEMo_vLERNnYo2wMiULYRXlnkyXOM0QiqI5uUx91dyZrAAs2Ll5cibjmHH_ty0V3K7eu2zSqPT6lJWAEyQ5aZtdwPwIq220z6XLPYT-0YFZJo85csIM_EQ==,,2022-08-09,https://apply.workable.com/riverlane/?not_found=true,,,,,apply.workable.com
83,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nkv91LJbxPELMcineRIMLhY-X3OAGhpyvAe5bxvAkynaghtwORZZvfGoUrnasfqvYiMSqtokQ5VuoshsoQP0l5iMO9cXfG7qT_Vumu624XKxSRp33pYcrzXtQ74sFckyEnK8Mk7VHwth-kCKGTtop3Ag==,,2022-08-09,https://apply.workable.com/riverlane/?not_found=true,,,,,apply.workable.com
84,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ovFFg2INaHZQOpJBrxaVPFTJmbegyamJeUJ7z3isF3Su6sG_2ZaOfkpAvtv05EAeAGl2PqYcVeqRAJKUK5vzgnGTsvjDxOr8tPqne0vVzqcJeoorKkA5j7ttA0456wyea2QSDTcFjNZKBVmM-IodXX8A==,,2022-08-08,https://xanadu.applytojob.com/apply/KS2AMX4wyN,,,,Xanadu,xanadu.applytojob.com
85,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-owX62vyT4O59U1gyu70x3uPuyH02lN9CNfwuVl8aK0oT5BvHwvBSUu1fh18MleXy7WlmQJE2Tpo6Yt6QKOFO1PT0EQ7uje8rWUxRPQ-h7sQmdwkFkAp42jAkyZHy8oZSNaph9ojkTZb7BEIQWtd12JZg==,,2022-08-08,https://xanadu.applytojob.com/apply/kazbxP1LFq,,,,Xanadu,xanadu.applytojob.com
86,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iV3YLTlKA8zfWMfTyFRxaioskUS9naEGnl9MeWOSGw8WMO7S-OR6esqOK2JcxF0olVA5JgllFOdmtqVWXOSn8pw-FzrwQZHF8h3R0XshM-_i3AlUJApU6aMVgmdXgXrHvezjbVqreLpvAcV-pgNlmjyA==,,2022-08-07,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
87,IonQ,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-kL08WEMUOD6A0pHsEZOZ3B4bbKNd5axmLw_awNQ1-PxvfBAtzjkh90OSoFHh9a2ruXqaFymLpNaLo0qtu_4lsHzliW__RoJ0INgOzdEUQBHmWif0CyMfFn-WRHFuslvMfAJlCHMPswdHEGMOK6WkQycA==,,2022-08-07,https://ionq.com/,,,,Ionq,ionq.com
88,Quantinuum,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mw4bLPD7P0eNgRAnPp6ijkCh6Tv5EGHp_7ShFwmAN3Dpa58_vnXGzXLoFaJOEhmEGX72ISnZs-aKmvDVwkE7HUoYEPshfDGCzAvB3CoURfgLt3DXcSBUTgCgYjMeJfgd8e4FwFh6Bhy4Zq_9-Urd9FiQ==,,2022-08-07,https://jobs.eu.lever.co/cambridgequantum/1ee17485-1507-4479-acca-e032688fb20a,,,,Lever,jobs.eu.lever.co
89,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-huzXuJG6ZL7nE_9j7XjOB_bOMTYz1SBWmov6D4mLKFtW0OZrIrGPqMExXnTL897X71ZdB9x9RSBUaqgQTrVUw-uwtX-Le8iIKDBwdPYcT7DoyqMmEoXtMsqwgFcH98rmxKZHCN08fDmCmm-OJUDmlNpA==,,2022-08-06,https://www.amazon.jobs/en/jobs/2184183/software-engineer-aws-cryptography,,,,,www.amazon.jobs
90,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iQaGIaxSdNT8UxHAbw1hT0CvsB5mWrT5MV0EzpPzsly8NM1Q25LmaNvPPT1jUs7yT82WDQIU-OdcOIAOTqrFlCCD_RJUcZmc5LrUTDv6IKOH7X2aUruLMrCKCINOqYrHX5GHye_GhQGCAk5r5Xb6dvig==,,2022-08-06,https://apply.workable.com/coldquanta/?not_found=true,,,,,apply.workable.com
91,Microsoft,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lKkgU7YWp-PwHaYLI3njR9R7_JPwSezIps2GkNEnnMa1Z2B1DuWaGuR4yIG5nOmmJASyTLFVkS6suDwMsn8QgKxK7LYUW4bsnkCxdJdOZNBr7opJTetEuSRjCAR6eeyUazsEJW8m0l_Jg38uuyO5dxLA==,,2022-08-06,https://careers.microsoft.com/us/en/job/1433605/,,,,Microsoft,careers.microsoft.com
92,Riverlane,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-njADv4MGaPV8t1kii2DNH9a7_W8AQOdsYw9x4LA70JeL9SmBhQ_ukPmX94vVIaBKBzWZOpUK89F633a33lsC88kDqLY_1iRfdXgZYrtKGyerF4mi8QFkqqmcBNgb5IDmIz1xT1jvfORSq0_NCsrcIBQA==,,2022-08-06,https://apply.workable.com/riverlane/?not_found=true,,,,,apply.workable.com
93,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mHJCAzDlYKH2A8mWXMUhaQrxwtTxrUk05rv4tbZDCQyzYjxuPvquBCFN7a6NhHfUkjJ3pNUDLZ6_m_artSSJq_1qle99GglbsVZd7pO0I8k4NOroSW2S6CB2FPShvn9CYOZtwuLgS4i1HLNtEwXM-VVA==,,2022-08-05,https://www.careerbeacon.com/en/job-1/34922/pasqal/quantum-algorithms-scientist/sherbrooke-qc,,,,,www.careerbeacon.com
94,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jofxlMiUV-vgTye_yNhQlQgACsCocN3ly41x9FfYhIHsUpCYhuBp4QoXhlv07vXhH1dr8ryDG4XU0PSftdOhzh9bV0VVq4ECdVEfAojZ2dvMH9FDPctM-hER-5F0fURsJW9TgURa-sbWNX2LScBwoDRg==,,2022-08-04,https://careers.honeywell.com/us/en/job/HONEUSREQ377957EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
95,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mGmXlcMRCP-8GRkBwwvXRzI5pH7M8p_djKpB2j3IHv2QXOtNYRLEblS6H9k7jdnQeyV_Ug5_KctL1iIHazeJSD3TSMMeYp9QQfWgSG7LCSbHrHLqDZ96OmpH9Do5Lhmid490SArfabVocO6Bab-jJhag==,,2022-08-02,https://pasqal.io/jobs/purchasing-officer/,,,,Pasqal,pasqal.io
96,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mNGu3T_DOElSN0Xi8kByYlcKOy5S7zfuXa6miQ0OWZbOFPevL28r-heEFS_b-tTNuD893mjdk0Xaa6CMN6hcVlbk4yrCcqORBEGe5auY6W2eibkF076Jqhh7mZvjkywk-hM-TydVe0H-FUDb7dCp9Ttg==,,2022-08-02,https://pasqal.io/jobs/talent-acquisition-lead/,,,,Pasqal,pasqal.io
97,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o13q1BRUNedWhNKjo7desRWHVkQk5ze3I4l5dXIJ-rIyFiILaAB7ZMiWcpby4iDsARpmxoiK7eTg95lpMcLDrtkN8MyFjS0sd_ZGxu58g8PNBsOeRvVa6P1vNg8t0KoegzlRO8XvgzgpBh17q623UF2w==,,2022-08-02,https://zapata.bamboohr.com/jobs/view.php?id=191,,,,Bamboo,zapata.bamboohr.com
98,ColdQuanta,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-iW67q8I8hbLMQ3xxRQVyHx5_IHvsZ2Cmt4v6xvs3Jn5bJmuhblNgi13pTWwTTVod7NPBwxg76w_GXJ9cagdaXQnoI4BXcituljcmZb41bSbzHI92cR52ohJkC4U0wSl25TxGRcdmIR1iz-Is6cuOlW8w==,,2022-08-01,"https://www.glassdoor.com/job-listing/senior-mechanical-engineer-coldquanta-JV_IC1148112_KO0,26_KE27,37.htm?jl=1008038828401",,,,,www.glassdoor.com
99,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjS-llPHIP6UAGOjD4kz5c9j-sOOLtbtYvZFF8AvLpVtgYtuN-0gqawUQ4e-6GbVvlps1K3tHptMDnDmfmz7NCm7cfl5ud_iLIrn6qfuoinZ3covy6Eq5BfN8nvjzXkSzw4XrHZqU_vMwi4ACbqOKBFtuxmA==,,2022-07-30,https://www.northropgrumman.com/jobs/?category=Research%20and%20Sciences&fof=1,Job Search,,,Northrop_Grumman,www.northropgrumman.com
100,Zapata Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-o1xMDwUy26gsHxiKNhDpaclxrHXOcNSPgNSCi3mdKH9IGZoMLfKK5Pt8cO7TIv8FaPhXBG7AOLH68RLUSundqF5uTgN3v05rU7WDZckfccERbuudE9ixqr6cgAD8SgQUUo0WBtQ6lX164IATeAEdjoPg==,,2022-07-29,https://zapata.bamboohr.com/jobs/view.php?id=192,,,,Bamboo,zapata.bamboohr.com
101,Frequency Electronics,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-irvNTXhISzkqcTkZ6uz_6US2xS61V4X2tOU4kl-kj5If5oujsM-i41b1BDt4FWi3hvdG0eNa8ZHwyTQlzC8FUUwZwFg4iaVP4VC-T4maA5u2m7edLoCHwfoWb16PnMPBitXx7yD7jt5ZgJD2obhBytcA==,,2022-07-26,https://fei.breezy.hr/p/877bd4b61cf9-rf-technician,,,,,fei.breezy.hr
102,Photodigm,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mOSAyiwsXBIyva45MVAMBw2gL-2ymyBq2_jNEVPz8J3qF4n_iKf8p_i_knmiwfdvaTQh4YcBw5QMjTjQ9pDo4fn7800bsFvdVeXgKpV7xvPN9YWjPEvYG5sn-n9ee-mGTL0DSGsqQqCEffbz4wZYzAng==,,2022-07-26,https://cdn2.hubspot.net/hubfs/28325/Engineering_Job_Description_rev0.pdf,,,,,cdn2.hubspot.net
103,NVIDIA,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lrRQrv7L2AEe7v1-Ifq6r5Dwebr6rbI1ak-oTxq-LRA3xs-p4E5vxEdcLSgFxMsrpTFbvWNRPB7QgIuFYROpUk8Hi7HHPcT6yo9_NxzJeSYUlGvb_aJ_3rwwyUj_4_8SwXBiRQ-NrmHdcc4GHBCuR7fg==,,2022-07-23,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-NY-New-York/Product-Manager--Quantum-Computing_JR1953141,,,,Nvidia,nvidia.wd5.myworkdayjobs.com
104,Amazon Web Services (AWS),,https://jobs.quantumapalooza.com/u/BgAAAAABjS-hZIR2pO8L5RRwyaJtdC_P8xVuPt0zoCr7x7yaHjjprARE6IZmMox3JcEORd2Puu2wcT006G041CHSM51tCmN85wUSDvyAqkV3N5Ns3XfLCy9xySOLIRPfY0iT23GpcEt0Ekje6Ow8mBW7UuYp7-x_oBw==,,2022-07-21,https://www.amazon.jobs/en/jobs/2160389/,,,,,www.amazon.jobs
105,Google,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-i-cVuaCFvwE8TlbN0_1DOgz7JpE-5ECYi7G2mCKHZ_XnBwgupi8GaGr-hBC01Csy0Ijo_OldL8bFnijuYjLazSeswbea0rJe8LFUvTM09a1rmRj2rnIPG2yC5KibNQ72lOyDmdPAVKjAbyuCLZm8wY1A==,,2022-07-20,https://careers.google.com/jobs/results/89653970508620486/,,,,,careers.google.com
106,Honeywell,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-jcGUuL7xyf_E8YwM0nRiEe5iminO-PoGPAHM6pBYRHecX1_eOf0xwGvQHP2GaPuEmQcvPy3RS0XWZYHSBOzjqLB3-Ja02u-PMo6_qEFsOT5L5HYhC5SkNJ5NA5NONfMSN_brQcFeQQCZA8eWuERxtREQ==,,2022-07-16,https://careers.honeywell.com/us/en/job/HONEUSREQ364100EXTERNALENUS,,,,Quantinuum,careers.honeywell.com
107,Northrop Grumman,Job Search,https://jobs.quantumapalooza.com/u/BgAAAAABjS-lgcE0gXKhYBKbBmpU-mjXrDcqZM91mes0RMyQNLJ8HjFBGa2ReVisSli1pXQ22Nq5z7BlIMJqdhTSo68nSoJTF0rwgWSyPg8rWakpPCVH0du2_hp_aSOESXZrp-idGDTApWa_z2zm5suqQ1VbmRG2oBg==,,2022-07-16,https://www.northropgrumman.com/jobs/?category=Research%20and%20Sciences&fof=1,Job Search,,,Northrop_Grumman,www.northropgrumman.com
108,Q-CTRL Federal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-meQLW3r9WLOuEyZxtJganf-uHtnTSq5nBAzA-Zo8JGOkdpUlUD0e-lhyzIOUaTSPfNk0NRnd4oAci5D87OAWKEXNlz-keINZkeln-TEuKfWTBNEhglgfJzx9IPR5vjqsCSG6SeXi9lfX8Zx4uMq20LfQ==,,2022-07-16,https://jobs.lever.co/q-ctrl/6deeaf85-1c49-41b5-98f9-9febe6b874be,,,,Lever,jobs.lever.co
109,Rigetti Computing,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-nZrIeaVXnOzTSPhWtaJli2O-otywJRW_x9QRQJSb7iVB3nef25DLPB_RUMb6kCa2sc2qR_RdSsDnPUU5om0y5k1A-Gx73tqnQ8eogl1UNT_O_dxkGHIfFH08WQHu9IOTFg-BDiorCsP94JsS4UWMFHFQ==,,2022-07-16,https://jobs.lever.co/rigetti/a8dddfdc-b470-460c-82ee-c9aaa31a4c3d,,,,Lever,jobs.lever.co
110,IBM,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-j80h-S3E3vh2OtqsmFE9_i9KwBjprQGDtf0l67I09bqH56FlRzLF7NWzjG6n3uAqttxL7MNfUg3s1u66vxaMMPjbkfKO4uJ1jZvvP-6Z04cc2HC5iyvGCFqhdvy5dzsP_0sJO23LctKaJ46cNb3CtJqw==,,2022-07-15,https://careers.ibm.com/job-not-found/?jobid=16238789,,,,,careers.ibm.com
111,Xanadu,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-ouL2hp1EkDod9-r8dsPrHFc7v7BOqD-KBlVTy8L7BdMekZlKNSh-joN2PBP8d_xYnhQM2Md1iXWwjJIDRlaVyZdRj0SaAXDktRqTgKlXS4rivdNjY-fYWJdz8LQK3m7PEghIR19rhsUKHzvXp9elvnfw==,,2022-07-14,https://xanadu.applytojob.com/apply/fHl6pktmtq/Infrastructure-Engineer-Cloud,,,,Xanadu,xanadu.applytojob.com
112,Pasqal,,https://jobs.quantumapalooza.com/u/BgAAAAABjS-mI4V4LxCN5_5DhXMa6cSnwxS_1eMSLNptb92TbjtMG0Kf0rLXzfj6xGTtwjzVCUSTwTBs6zeLY3ikiOVWtaFw_9q3_5co1XRHm45qlBOYasqXd62nUAspuNXWZEa50DV7XVeXVrMzn5BVfYgSQwZdcTw==,,2022-07-12,https://pasqal.io/jobs/quantum-engineer/,,,,Pasqal,pasqal.io
