,Title,Organisation ID,Organisation Name,Organisation Profile,Posted By - Name,Posted By - Profile,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry.1,Link,key,real_link,title,location,company,position,type,description
1304,Werkstudent - Delivery Excellence Consulting (m/w/d) in Stuttgart,b3JnOjE2MjQ3,Deloitte,,,,-,"Stuttgart, Baden-Württemberg, Germany",,,On-site,,,,,2022-09-26 19:10:20,2022-10-05 14:15:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3287236954,www.linkedin.com,https://www.linkedin.com/jobs/view/3287236954,,,,,,
1305,Juniorprofessur (m/w/d) für Quantum Learning & Algorithms,b3JnOjEwNjk1MTc=,Leibniz Universität Hannover,,,,-,"Hannover, Lower Saxony, Germany",,,On-site,,,,,2022-09-07 07:22:49,2022-10-05 14:15:27,,www.academics.de,NO,,,https://www.linkedin.com/jobs/view/3298563793,www.linkedin.com,https://www.linkedin.com/jobs/view/3298563793,,,,,,
1306,Sales Manager Governmental Systems (m/f/d),b3JnOjIxMjA1NTY1,Quantum-Systems,,,,-,"Gilching, Bavaria, Germany",,,On-site,,,,,2022-10-05 02:12:40,2022-10-05 14:15:27,,www.yourfirm.de,NO,,,https://www.linkedin.com/jobs/view/3295265601,www.linkedin.com,https://www.linkedin.com/jobs/view/3295265601,,,,,,
1307,"Research Assistant, Electronics / Optoelectronics Engineer, Centre for Quantum Technologies",b3JnOjQ2MTUxMDE=,Centre for Quantum Technologies,,,,-,"Singapore, Singapore",,,On-site,,,,,2022-09-07 15:37:15,2022-10-05 14:15:27,,www.jobstreet.com.sg,NO,,,https://www.linkedin.com/jobs/view/3286967786,sg.linkedin.com,https://sg.linkedin.com/jobs/research-assistant-jobs?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
1308,Higher Research Scientist in Quantum Technologies,b3JnOjI1MTIyMQ==,National Physical Laboratory (NPL),,,,-,"Teddington, England, United Kingdom",,,,,,,,2022-09-22 09:00:53,2022-10-05 14:15:27,,jobs.npl.co.uk,NO,,,https://www.linkedin.com/jobs/view/3276610128,uk.linkedin.com,https://uk.linkedin.com/jobs/research-scientist-jobs?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
1309,General Labourer/Warehouse Worker,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, Quebec, Canada",,,On-site,,,,,2022-09-26 21:02:43,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3287520017,ca.linkedin.com,https://ca.linkedin.com/jobs/general-laborer-jobs?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
1310,Quantum Technologies PhD Scholarships,b3JnOjI3MTYyMQ==,CSIRO,,,,-,"Melbourne, Victoria, Australia",,,,,,,,2022-09-15 09:38:09,2022-10-05 14:15:27,,jobs.csiro.au,NO,,,https://www.linkedin.com/jobs/view/3100960990,www.linkedin.com,https://www.linkedin.com/jobs/view/3100960990,,,,,,
1311,Adjoint administratif – aucun anglais requis,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Longueuil, QC",,,On-site,,,,,2022-09-22 20:43:50,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3275804318,www.linkedin.com,https://www.linkedin.com/jobs/view/3275804318,,,,,,
1312,Executive Assistant,b3JnOjY4MDIwMjY=,IonQ,,,,-,"Seattle, WA",,,On-site,,,,,2022-09-06 20:03:17,2022-10-05 14:15:27,,grnh.se,NO,,,https://www.linkedin.com/jobs/view/3256690176,www.linkedin.com,https://www.linkedin.com/jobs/view/3256690176,,,,,,
1313,Accounts Payable Technician – Up to $48K + Benefits!,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, Quebec, Canada",,,On-site,,,,,2022-10-03 20:44:30,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3293802959,www.linkedin.com,https://www.linkedin.com/jobs/view/3293802959,,,,,,
1314,Research & Development Support Specialist,b3JnOjEwOTQwNzg=,Pride Mobility Products Corporation,,,,-,"Duryea, PA",,,On-site,,,,,2022-10-01 03:11:02,2022-10-05 14:15:27,,recruiting.ultipro.com,NO,,,https://www.linkedin.com/jobs/view/3296791520,www.linkedin.com,https://www.linkedin.com/jobs/view/3296791520,,,,,,
1315,2023 Internship: Data Scientist,b3JnOjU5NDM=,IBM,,,,-,"Austin, TX",,,,,,,,2022-09-15 00:00:00,2022-10-05 14:15:27,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3266321043,www.linkedin.com,https://www.linkedin.com/jobs/view/3266321043,,,,,,
1316,Spécialiste en acquisition de talent,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, Quebec, Canada",,,On-site,,,,,2022-09-23 20:44:51,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3284334059,www.linkedin.com,https://www.linkedin.com/jobs/view/3284334059,,,,,,
1317,Accounts Receivable Manager – $85K to $100K per year,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, Quebec, Canada",,,On-site,,,,,2022-09-26 21:02:48,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3287518169,www.linkedin.com,https://www.linkedin.com/jobs/view/3287518169,,,,,,
1318,Consultant im agilen Projektmanagement (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Aachen, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:47,2022-10-05 14:15:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296434210,www.linkedin.com,https://www.linkedin.com/jobs/view/3296434210,,,,,,
1319,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Bavaria, Germany",,,Hybrid,,,,,2022-09-30 08:09:54,2022-10-05 14:15:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291699674,www.linkedin.com,https://www.linkedin.com/jobs/view/3291699674,,,,,,
1320,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hesse, Germany",,,Hybrid,,,,,2022-09-30 08:09:44,2022-10-05 14:15:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291901486,www.linkedin.com,https://www.linkedin.com/jobs/view/3291901486,,,,,,
1321,Analyst/Consultant Strategy & Cloud / Human Capital (m/w/d) in Düsseldorf,b3JnOjE2MjQ3,Deloitte,,,,-,"Düsseldorf, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-28 19:11:30,2022-10-05 14:15:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3279789829,www.linkedin.com,https://www.linkedin.com/jobs/view/3279789829,,,,,,
1322,Netzplaner Telekommunikation (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Aachen, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:45,2022-10-05 14:15:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296429863,www.linkedin.com,https://www.linkedin.com/jobs/view/3296429863,,,,,,
1323,Microsoft Quereinstieg für Berufserfahrene (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-24 00:54:16,2022-10-05 14:15:27,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3283995558,de.linkedin.com,https://de.linkedin.com/jobs/microsoft-spezialist-stellen?trk=expired_jd_redirect,,,,,,
1324,Cloud Solution Architect | Data & Analytics,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Neustadt-Glewe, Mecklenburg-West Pomerania, Germany",,,Remote,,,,,2022-09-29 15:35:53,2022-10-05 14:15:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290768849,www.linkedin.com,https://www.linkedin.com/jobs/view/3290768849,,,,,,
1325,Consultant Energiespeicher / Batterie (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 03:20:31,2022-10-05 14:15:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295196302,www.linkedin.com,https://www.linkedin.com/jobs/view/3295196302,Consultant Energiespeicher / Batterie (all genders),"Berlin, Berlin, Allemagne",Accenture DACH,,Temps plein,"Du suchst das Besondere, das Spezielle, das Wow!-Ding? Du findest es bei umlaut. Hier bist du Teil eines interdisziplinären Teams, das namhafte Kunden technologisch und organisatorisch berät und sie mit seinen Ingenieurdienstleistungen in ein neues technologisches Zeitalter katapultiert. Dabei bündelt umlaut seine jahrelange Expertise in allen Branchen, u.a. Automotive, Energy, Luftfahrt und Telecommunication sowie im öffentlichen Sektor. Seit 2021 ist das Full-Service-Unternehmen Teil der globalen Accenture-Familie. umlaut stärkt mit seinen rund 5.000 Ingenieur:innen und Expert:innen an über 50 Standorten weltweit die Digital-Engineering-Kompetenz des führenden Beratungs- und Technologieunternehmens. Sei dabei, wenn wir die Art und Weise transformieren, wie Kunden ihre Produkte designen, konstruieren und fertigen – und on top Nachhaltigkeit im Unternehmen verankern!









































Du hast Fragen? Dann wende dich gerne an unser Recruiting Team per E-Mail an hr.energy@umlaut.com.

Wir freuen uns auf deine Bewerbung!"
1326,Modern Work Go To Market Lead (Microsoft 365) - Ireland,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Dublin, County Dublin, Ireland",,,Hybrid,,,,,2022-09-29 02:16:22,2022-10-05 14:15:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290505812,ie.linkedin.com,https://ie.linkedin.com/jobs/market-lead-jobs?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
1327,Consultant Energiepolitik (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 03:20:39,2022-10-05 14:15:27,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295199028,www.linkedin.com,https://www.linkedin.com/jobs/view/3295199028,,,,,,
1328,"Amazon Customer Service Associate – bilingual Swedish and English, part-time 32h",b3JnOjMwNDYxNQ==,Amazon,,,,-,"The Hague, South Holland, Netherlands",,,,,,,,2022-09-22 00:18:51,2022-10-05 14:15:27,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3278728222,www.linkedin.com,https://www.linkedin.com/jobs/view/3278728222,,,,,,
1329,Cloud Solution Architect | Data & Analytics,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,Remote,,,,,2022-09-29 15:34:16,2022-10-05 14:15:27,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290773510,www.linkedin.com,https://www.linkedin.com/jobs/view/3290773510,,,,,,
1330,2022 package Consultant - Associates Consultant,b3JnOjU5NDM=,IBM,,,,-,"Shenzhen, Guangdong, China",,,On-site,,,,,2022-09-20 01:05:50,2022-10-05 14:15:27,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3271166215,www.linkedin.com,https://www.linkedin.com/jobs/view/3271166215,,,,,,
1331,Brand Partner Specialist,b3JnOjU5NDM=,IBM,,,,-,"Shenzhen, Guangdong, China",,,On-site,,,,,2022-09-20 01:06:09,2022-10-05 14:15:27,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3271166260,www.linkedin.com,https://www.linkedin.com/jobs/view/3271166260,,,,,,
1332,Financial Advisor,,,,,,-,"Singapore, Singapore",,,On-site,,,,,2022-09-15 19:35:52,2022-10-05 14:15:27,,www.mycareersfuture.gov.sg,NO,,,https://www.linkedin.com/jobs/view/3270120207,www.linkedin.com,https://www.linkedin.com/jobs/view/3270120207,,,,,,
1333,量子操作系统软件研发团队实习生,b3JnOjgxMDE2NTY4,北京量子信息科学研究院 Beijing Academy of Quantum Information Sciences,,,,-,"Beijing, Beijing, China",,,On-site,,,,,2022-08-12 16:52:05,2022-10-05 14:15:27,,www.shixiseng.com,NO,,,https://www.linkedin.com/jobs/view/3256604027,www.linkedin.com,https://www.linkedin.com/jobs/view/3256604027,,,,,,
1334,"Student Researcher, MS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Cambridge, MA",,,,,,,,2022-09-27 20:23:34,2022-10-05 14:15:27,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289022217,www.linkedin.com,https://www.linkedin.com/jobs/view/3289022217,,,,,,
1335,Staff / Senior Quantum Applications and Solutions Scientist,b3JnOjY4MDIwMjY=,IonQ,,,,-,"Seattle, WA",,,Remote,,,,,2022-08-25 01:26:17,2022-10-05 14:15:27,,grnh.se,NO,,,https://www.linkedin.com/jobs/view/3276900293,www.linkedin.com,https://www.linkedin.com/jobs/view/3276900293,,,,,,
1336,Electrical Tech,b3JnOjEyMDQ5MTE=,Quantum Marine Stabilizers,,,,-,"Boca Raton, FL",,,On-site,,,,,2022-09-22 17:34:44,2022-10-05 14:15:27,,www.ziprecruiter.com,NO,,,https://www.linkedin.com/jobs/view/3300562616,www.linkedin.com,https://www.linkedin.com/jobs/view/3300562616,,,,,,
1337,Auditeur,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-08 22:23:01,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3252840957,www.linkedin.com,https://www.linkedin.com/jobs/view/3252840957,,,,,,
1338,Quantum Optics Engineer,b3JnOjE2MDgyMzc=,EVONA,,,,-,"Singapore, Singapore",,,Hybrid,,,,,2022-09-15 15:50:55,2022-10-05 14:15:27,,,NO,,,https://www.linkedin.com/jobs/view/3269377106,www.linkedin.com,https://www.linkedin.com/jobs/view/3269377106,Quantum Optics Engineer,"Singapour, Singapour",EVONA,,Temps plein,"Quantum Optics Engineer - Space Sector - Singapore - S$7000/Month - Hybrid Working

Are you a physicist with experience with quantum optics?
Do you have an interest in the Space Sector?"
1339,Technical Support Specialist,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Urban agglomeration of Montreal, Quebec, Canada",,,On-site,,,,,2022-09-12 20:47:00,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3260008653,www.linkedin.com,https://www.linkedin.com/jobs/view/3260008653,,,,,,
1340,Adjoint administratif,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-28 20:43:56,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3280635165,www.linkedin.com,https://www.linkedin.com/jobs/view/3280635165,,,,,,
1341,Various Accounting Roles Available!,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-06 15:08:04,2022-10-05 14:15:27,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3249160711,www.linkedin.com,https://www.linkedin.com/jobs/view/3249160711,,,,,,
1342,Software Engineer for Cloud Native Research Applications (all genders) Full-time | limited,b3JnOjk1OTIy,Technische Universität Wien,,,,-,"Vienna, Vienna, Austria",,,,,,,,2022-10-02 19:45:07,2022-10-05 14:15:27,,iventajobdata.eu,NO,,,https://www.linkedin.com/jobs/view/3299615178,www.linkedin.com,https://www.linkedin.com/jobs/view/3299615178,,,,,,
1343,Consultant im agilen Projektmanagement (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Aachen, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:47,2022-10-05 14:15:32,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296434210,www.linkedin.com,https://www.linkedin.com/jobs/view/3296434210,,,,,,
1344,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Bavaria, Germany",,,Hybrid,,,,,2022-09-30 08:09:54,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291699674,www.linkedin.com,https://www.linkedin.com/jobs/view/3291699674,,,,,,
1345,Modern Work Cloud Specialist for Lifesciences and Chemicals,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Hesse, Germany",,,Hybrid,,,,,2022-09-30 08:09:44,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3291901486,www.linkedin.com,https://www.linkedin.com/jobs/view/3291901486,,,,,,
1346,Analyst/Consultant Strategy & Cloud / Human Capital (m/w/d) in Düsseldorf,b3JnOjE2MjQ3,Deloitte,,,,-,"Düsseldorf, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-28 19:11:30,2022-10-05 14:15:32,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3279789829,www.linkedin.com,https://www.linkedin.com/jobs/view/3279789829,,,,,,
1347,Netzplaner Telekommunikation (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Aachen, North Rhine-Westphalia, Germany",,,On-site,,,,,2022-09-30 15:20:45,2022-10-05 14:15:32,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3296429863,www.linkedin.com,https://www.linkedin.com/jobs/view/3296429863,,,,,,
1348,Microsoft Quereinstieg für Berufserfahrene (m/w/d) in München,b3JnOjE2MjQ3,Deloitte,,,,-,"Munich, Bavaria, Germany",,,On-site,,,,,2022-09-24 00:54:16,2022-10-05 14:15:32,,job.deloitte.com,NO,,,https://www.linkedin.com/jobs/view/3283995558,de.linkedin.com,https://de.linkedin.com/jobs/microsoft-spezialist-stellen?trk=expired_jd_redirect,,,,,,
1349,Cloud Solution Architect | Data & Analytics,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Neustadt-Glewe, Mecklenburg-West Pomerania, Germany",,,Remote,,,,,2022-09-29 15:35:53,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290768849,www.linkedin.com,https://www.linkedin.com/jobs/view/3290768849,,,,,,
1350,Consultant Energiespeicher / Batterie (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 03:20:31,2022-10-05 14:15:32,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295196302,www.linkedin.com,https://www.linkedin.com/jobs/view/3295196302,,,,,,
1351,Modern Work Go To Market Lead (Microsoft 365) - Ireland,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Dublin, County Dublin, Ireland",,,Hybrid,,,,,2022-09-29 02:16:22,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290505812,www.linkedin.com,https://www.linkedin.com/jobs/view/3290505812,,,,,,
1352,Consultant Energiepolitik (all genders),b3JnOjI5Mzc5NA==,Accenture DACH,,,,-,"Berlin, Berlin, Germany",,,On-site,,,,,2022-09-30 03:20:39,2022-10-05 14:15:32,,www.accenture.com,NO,,,https://www.linkedin.com/jobs/view/3295199028,www.linkedin.com,https://www.linkedin.com/jobs/view/3295199028,,,,,,
1353,"Amazon Customer Service Associate – bilingual Swedish and English, part-time 32h",b3JnOjMwNDYxNQ==,Amazon,,,,-,"The Hague, South Holland, Netherlands",,,,,,,,2022-09-22 00:18:51,2022-10-05 14:15:32,,www.amazon.jobs,NO,,,https://www.linkedin.com/jobs/view/3278728222,www.linkedin.com,https://www.linkedin.com/jobs/view/3278728222,,,,,,
1354,Cloud Solution Architect | Data & Analytics,b3JnOjEzNzI2NTcx,Microsoft,,,,-,"Cologne, North Rhine-Westphalia, Germany",,,Remote,,,,,2022-09-29 15:34:16,2022-10-05 14:15:32,,careers.microsoft.com,NO,,,https://www.linkedin.com/jobs/view/3290773510,www.linkedin.com,https://www.linkedin.com/jobs/view/3290773510,,,,,,
1355,2022 package Consultant - Associates Consultant,b3JnOjU5NDM=,IBM,,,,-,"Shenzhen, Guangdong, China",,,On-site,,,,,2022-09-20 01:05:50,2022-10-05 14:15:32,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3271166215,cn.linkedin.com,https://cn.linkedin.com/jobs/%E9%A1%BE%E9%97%AE-%E8%81%8C%E4%BD%8D?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
1356,Brand Partner Specialist,b3JnOjU5NDM=,IBM,,,,-,"Shenzhen, Guangdong, China",,,On-site,,,,,2022-09-20 01:06:09,2022-10-05 14:15:32,,ibm.contacthr.com,NO,,,https://www.linkedin.com/jobs/view/3271166260,cn.linkedin.com,https://cn.linkedin.com/jobs/%E5%93%81%E7%89%8C%E5%90%88%E4%BD%9C%E4%BC%99%E4%BC%B4-%E8%81%8C%E4%BD%8D?trk=expired_jd_redirect,,,,,,
1357,Financial Advisor,,,,,,-,"Singapore, Singapore",,,On-site,,,,,2022-09-15 19:35:52,2022-10-05 14:15:32,,www.mycareersfuture.gov.sg,NO,,,https://www.linkedin.com/jobs/view/3270120207,www.linkedin.com,https://www.linkedin.com/jobs/view/3270120207,,,,,,
1358,量子操作系统软件研发团队实习生,b3JnOjgxMDE2NTY4,北京量子信息科学研究院 Beijing Academy of Quantum Information Sciences,,,,-,"Beijing, Beijing, China",,,On-site,,,,,2022-08-12 16:52:05,2022-10-05 14:15:32,,www.shixiseng.com,NO,,,https://www.linkedin.com/jobs/view/3256604027,cn.linkedin.com,https://cn.linkedin.com/jobs/view/%E9%87%8F%E5%AD%90%E6%93%8D%E4%BD%9C%E7%B3%BB%E7%BB%9F%E8%BD%AF%E4%BB%B6%E7%A0%94%E5%8F%91%E5%9B%A2%E9%98%9F%E5%AE%9E%E4%B9%A0%E7%94%9F-at-%E5%8C%97%E4%BA%AC%E9%87%8F%E5%AD%90%E4%BF%A1%E6%81%AF%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6%E9%99%A2-beijing-academy-of-quantum-information-sciences-3306123607,,,,,,
1359,"Student Researcher, MS, 2023",b3JnOjYwMDE3NTY1,Google,,,,-,"Cambridge, MA",,,,,,,,2022-09-27 20:23:34,2022-10-05 14:15:32,,careers.google.com,NO,,,https://www.linkedin.com/jobs/view/3289022217,www.linkedin.com,https://www.linkedin.com/jobs/view/3289022217,,,,,,
1360,Staff / Senior Quantum Applications and Solutions Scientist,b3JnOjY4MDIwMjY=,IonQ,,,,-,"Seattle, WA",,,Remote,,,,,2022-08-25 01:26:17,2022-10-05 14:15:32,,grnh.se,NO,,,https://www.linkedin.com/jobs/view/3276900293,www.linkedin.com,https://www.linkedin.com/jobs/view/3276900293,,,,,,
1361,Electrical Tech,b3JnOjEyMDQ5MTE=,Quantum Marine Stabilizers,,,,-,"Boca Raton, FL",,,On-site,,,,,2022-09-22 17:34:44,2022-10-05 14:15:32,,www.ziprecruiter.com,NO,,,https://www.linkedin.com/jobs/view/3300562616,www.linkedin.com,https://www.linkedin.com/jobs/view/3300562616,,,,,,
1362,Auditeur,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-08 22:23:01,2022-10-05 14:15:32,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3252840957,ca.linkedin.com,https://ca.linkedin.com/jobs/auditor-jobs?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
1363,Quantum Optics Engineer,b3JnOjE2MDgyMzc=,EVONA,,,,-,"Singapore, Singapore",,,Hybrid,,,,,2022-09-15 15:50:55,2022-10-05 14:15:32,,,NO,,,https://www.linkedin.com/jobs/view/3269377106,www.linkedin.com,https://www.linkedin.com/jobs/view/3269377106,,,,,,
1364,Technical Support Specialist,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Urban agglomeration of Montreal, Quebec, Canada",,,On-site,,,,,2022-09-12 20:47:00,2022-10-05 14:15:32,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3260008653,www.linkedin.com,https://www.linkedin.com/jobs/view/3260008653,,,,,,
1365,Adjoint administratif,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-28 20:43:56,2022-10-05 14:15:32,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3280635165,www.linkedin.com,https://www.linkedin.com/jobs/view/3280635165,Adjoint administratif,"Montréal, Québec, Canada",Les Services de gestion Quantum ltée,,Temps plein,"Poste : adjoint(e) administratif(ive)

Lieu de travail : Montréal

Vous avez de l'expérience en administration ? Vous recherchez un poste à Westmount ? Vous avez de solides compétences en communication en anglais ?

Notre client, une synagogue réputée, est à la recherche de !










Veuillez envoyer votre CV au format Word à Guillermo Ovalle à l'adresse guillermo.ovalle@quantum.ca .

Pour plus d’informations, cliquez ici .

En plus, vous passerez les entrevues à domicile grâce à différentes applications Web! Alors, contactez-nous dès aujourd’hui pour relever votre prochain défi professionnel."
1366,Various Accounting Roles Available!,b3JnOjEyNTA5NzE=,Quantum Management Services Ltd.,,,,-,"Montreal, QC",,,On-site,,,,,2022-09-06 15:08:04,2022-10-05 14:15:32,,www.quantum.ca,NO,,,https://www.linkedin.com/jobs/view/3249160711,ca.linkedin.com,https://ca.linkedin.com/jobs/accounting-specialist-jobs?trk=expired_jd_redirect,,,,,,
1367,Software Engineer for Cloud Native Research Applications (all genders) Full-time | limited,b3JnOjk1OTIy,Technische Universität Wien,,,,-,"Vienna, Vienna, Austria",,,,,,,,2022-10-02 19:45:07,2022-10-05 14:15:32,,iventajobdata.eu,NO,,,https://www.linkedin.com/jobs/view/3299615178,at.linkedin.com,https://at.linkedin.com/jobs/softwareingenieur-stellen?trk=expired_jd_redirect&position=1&pageNum=0,,,,,,
